Pixel	ADC	VoltageV
1	3963	3.193626
2	3963	3.193626
3	3963	3.193626
4	3963	3.193626
5	3963	3.193626
6	3963	3.193626
7	3963	3.193626
8	3963	3.193626
9	3963	3.193626
10	3963	3.193626
11	3963	3.193626
12	3963	3.193626
13	3963	3.193626
14	3963	3.193626
15	3962	3.192821
16	3963	3.193626
17	3963	3.193626
18	3963	3.193626
19	3963	3.193626
20	3963	3.193626
21	3963	3.193626
22	3963	3.193626
23	3963	3.193626
24	3951	3.183956
25	3962	3.192821
26	3951	3.183956
27	3951	3.183956
28	3951	3.183956
29	3947	3.180733
30	3951	3.183956
31	3951	3.183956
32	3951	3.183956
33	3951	3.183956
34	3951	3.183956
35	3951	3.183956
36	3947	3.180733
37	2168	1.747106
38	1519	1.224103
39	1519	1.224103
40	1519	1.224103
41	1523	1.227326
42	1519	1.224103
43	1519	1.224103
44	1523	1.227326
45	1523	1.227326
46	1523	1.227326
47	1523	1.227326
48	1519	1.224103
49	1523	1.227326
50	1519	1.224103
51	1519	1.224103
52	1519	1.224103
53	1519	1.224103
54	1523	1.227326
55	1519	1.224103
56	1519	1.224103
57	1523	1.227326
58	1523	1.227326
59	1523	1.227326
60	1523	1.227326
61	1523	1.227326
62	1523	1.227326
63	1523	1.227326
64	1519	1.224103
65	1519	1.224103
66	1523	1.227326
67	1523	1.227326
68	1523	1.227326
69	1519	1.224103
70	1523	1.227326
71	1523	1.227326
72	1523	1.227326
73	1523	1.227326
74	1523	1.227326
75	1523	1.227326
76	1523	1.227326
77	1523	1.227326
78	1523	1.227326
79	1519	1.224103
80	1523	1.227326
81	1519	1.224103
82	1523	1.227326
83	1519	1.224103
84	1523	1.227326
85	1523	1.227326
86	1523	1.227326
87	1522	1.226520
88	1523	1.227326
89	1519	1.224103
90	1519	1.224103
91	1523	1.227326
92	1519	1.224103
93	1519	1.224103
94	1523	1.227326
95	1523	1.227326
96	1523	1.227326
97	1523	1.227326
98	1523	1.227326
99	1523	1.227326
100	1519	1.224103
101	1519	1.224103
102	1523	1.227326
103	1523	1.227326
104	1519	1.224103
105	1519	1.224103
106	1519	1.224103
107	1519	1.224103
108	1519	1.224103
109	1519	1.224103
110	1519	1.224103
111	1519	1.224103
112	1519	1.224103
113	1519	1.224103
114	1519	1.224103
115	1523	1.227326
116	1519	1.224103
117	1522	1.226520
118	1519	1.224103
119	1519	1.224103
120	1523	1.227326
121	1523	1.227326
122	1523	1.227326
123	1522	1.226520
124	1523	1.227326
125	1519	1.224103
126	1523	1.227326
127	1519	1.224103
128	1519	1.224103
129	1519	1.224103
130	1523	1.227326
131	1523	1.227326
132	1519	1.224103
133	1519	1.224103
134	1519	1.224103
135	1519	1.224103
136	1523	1.227326
137	1519	1.224103
138	1523	1.227326
139	1523	1.227326
140	1519	1.224103
141	1523	1.227326
142	1523	1.227326
143	1523	1.227326
144	1523	1.227326
145	1519	1.224103
146	1519	1.224103
147	1523	1.227326
148	1519	1.224103
149	1519	1.224103
150	1523	1.227326
151	1519	1.224103
152	1523	1.227326
153	1519	1.224103
154	1519	1.224103
155	1519	1.224103
156	1519	1.224103
157	1519	1.224103
158	1519	1.224103
159	1519	1.224103
160	1519	1.224103
161	1519	1.224103
162	1523	1.227326
163	1522	1.226520
164	1519	1.224103
165	1519	1.224103
166	1519	1.224103
167	1519	1.224103
168	1519	1.224103
169	1519	1.224103
170	1519	1.224103
171	1519	1.224103
172	1519	1.224103
173	1519	1.224103
174	1519	1.224103
175	1519	1.224103
176	1519	1.224103
177	1519	1.224103
178	1519	1.224103
179	1522	1.226520
180	1522	1.226520
181	1519	1.224103
182	1519	1.224103
183	1519	1.224103
184	1519	1.224103
185	1519	1.224103
186	1519	1.224103
187	1519	1.224103
188	1522	1.226520
189	1523	1.227326
190	1523	1.227326
191	1523	1.227326
192	1523	1.227326
193	1519	1.224103
194	1523	1.227326
195	1519	1.224103
196	1519	1.224103
197	1519	1.224103
198	1519	1.224103
199	1519	1.224103
200	1519	1.224103
201	1519	1.224103
202	1519	1.224103
203	1522	1.226520
204	1519	1.224103
205	1522	1.226520
206	1519	1.224103
207	1519	1.224103
208	1523	1.227326
209	1519	1.224103
210	1519	1.224103
211	1519	1.224103
212	1519	1.224103
213	1522	1.226520
214	1519	1.224103
215	1519	1.224103
216	1519	1.224103
217	1519	1.224103
218	1519	1.224103
219	1519	1.224103
220	1522	1.226520
221	1519	1.224103
222	1519	1.224103
223	1519	1.224103
224	1519	1.224103
225	1519	1.224103
226	1519	1.224103
227	1519	1.224103
228	1519	1.224103
229	1519	1.224103
230	1519	1.224103
231	1519	1.224103
232	1519	1.224103
233	1519	1.224103
234	1519	1.224103
235	1519	1.224103
236	1519	1.224103
237	1519	1.224103
238	1519	1.224103
239	1519	1.224103
240	1519	1.224103
241	1519	1.224103
242	1519	1.224103
243	1519	1.224103
244	1523	1.227326
245	1519	1.224103
246	1523	1.227326
247	1519	1.224103
248	1519	1.224103
249	1519	1.224103
250	1519	1.224103
251	1523	1.227326
252	1519	1.224103
253	1519	1.224103
254	1519	1.224103
255	1519	1.224103
256	1519	1.224103
257	1519	1.224103
258	1519	1.224103
259	1519	1.224103
260	1523	1.227326
261	1519	1.224103
262	1519	1.224103
263	1519	1.224103
264	1519	1.224103
265	1519	1.224103
266	1519	1.224103
267	1519	1.224103
268	1523	1.227326
269	1519	1.224103
270	1519	1.224103
271	1519	1.224103
272	1523	1.227326
273	1519	1.224103
274	1523	1.227326
275	1523	1.227326
276	1519	1.224103
277	1519	1.224103
278	1519	1.224103
279	1522	1.226520
280	1523	1.227326
281	1519	1.224103
282	1519	1.224103
283	1519	1.224103
284	1519	1.224103
285	1519	1.224103
286	1519	1.224103
287	1519	1.224103
288	1519	1.224103
289	1523	1.227326
290	1523	1.227326
291	1522	1.226520
292	1519	1.224103
293	1523	1.227326
294	1523	1.227326
295	1519	1.224103
296	1523	1.227326
297	1519	1.224103
298	1523	1.227326
299	1523	1.227326
300	1523	1.227326
301	1522	1.226520
302	1519	1.224103
303	1519	1.224103
304	1519	1.224103
305	1522	1.226520
306	1523	1.227326
307	1519	1.224103
308	1522	1.226520
309	1523	1.227326
310	1519	1.224103
311	1523	1.227326
312	1519	1.224103
313	1519	1.224103
314	1519	1.224103
315	1519	1.224103
316	1519	1.224103
317	1519	1.224103
318	1523	1.227326
319	1523	1.227326
320	1523	1.227326
321	1519	1.224103
322	1523	1.227326
323	1523	1.227326
324	1523	1.227326
325	1519	1.224103
326	1522	1.226520
327	1519	1.224103
328	1519	1.224103
