Pixel,MeanSmoothedNormalizedIntensity,StdSmoothedNormalizedIntensity,CVSmoothedNormalizedIntensity
21,0.794538849894239,0.0028640254075776145,0.0036046386000619665
22,0.7944638858425094,0.0028391909458827047,0.003573719330076046
23,0.794394197559772,0.0028141829487200805,0.003542552245931196
24,0.7943283783731604,0.0027953016489960718,0.0035190756431503095
25,0.7942684901778155,0.002779276999880258,0.00349916562755505
26,0.7942287803112598,0.0027548674672473387,0.0034686069499618244
27,0.7941798143326688,0.002745210502236212,0.003456661139823794
28,0.7941345680273656,0.002715133332359118,0.0034189839375756217
29,0.7940916232707528,0.0026915144732579787,0.0033894255957165314
30,0.7940530386611723,0.002670670469945002,0.003363340154768421
31,0.7940185198830123,0.002647873374283149,0.0033347753332923225
32,0.7939809909148361,0.0026263043876103456,0.0033077673365760063
33,0.7939473070719775,0.002608136728431489,0.0032850249697931664
34,0.7939149512480954,0.00257542550206825,0.00324395641878199
35,0.7938680043461595,0.002552131465922946,0.0032148058014063894
36,0.7938197253941693,0.0025302187419422137,0.003187397164621778
37,0.7937690215459219,0.002515821956941546,0.0031694635198055514
38,0.7937082199962737,0.00249413938970504,0.003142388256627542
39,0.7936469392663493,0.002473502569738543,0.003116628373852307
40,0.7935953065293238,0.002468375300477904,0.003110370336327961
41,0.7935414831453882,0.002462316742262331,0.0031029464679053196
42,0.7934867282680947,0.0024561057645085664,0.003095333137920769
43,0.7934198433156935,0.002462001450503774,0.0031030247998526167
44,0.793365279841387,0.002455443618415979,0.003094972367465944
45,0.793312106287846,0.0024519594658302234,0.00309078790856187
46,0.7932658064330717,0.0024542214502648596,0.003093819789485561
47,0.793222597410786,0.002458963393617484,0.00309996639233925
48,0.7931777365937192,0.0024629755617695637,0.003105200068205075
49,0.7931200969683079,0.0024550172284420997,0.0030953915274954877
50,0.7930728996693327,0.0024583883463824424,0.0030998264439592547
51,0.7930231248676467,0.002460351627445424,0.0031024966993945476
52,0.7929574858749865,0.002442427065930885,0.0030801488218952827
53,0.7928837119664941,0.0024203136067614934,0.0030525454997160687
54,0.7928046694741043,0.0023961228213587953,0.003022336918056032
55,0.7927219110909205,0.0023685296695189276,0.0029878443327741844
56,0.7926402650040619,0.0023458134592585756,0.0029594931809911957
57,0.7925474065145335,0.0023408294409946735,0.0029535513229286534
58,0.7924565727067243,0.002337356263046925,0.002949507068965839
59,0.7923756682838489,0.0023217724283530437,0.002930140994083789
60,0.7922839593754001,0.002317912231371265,0.002925607926227106
61,0.7921991498900474,0.002319678261137793,0.0029281504044276633
62,0.7921164818258026,0.002321878618116352,0.0029312338164767097
63,0.7920404633412296,0.0023288252602923416,0.002940285715288045
64,0.7919708243118885,0.0023311010285720205,0.002943417809106062
65,0.7919028104766779,0.002333469745331015,0.0029466617802838793
66,0.7918442979041369,0.002343179665380798,0.002959141931794867
67,0.7917869539918441,0.002352306369862311,0.002970882960375906
68,0.7917285825767344,0.002358806406691699,0.0029793119240621624
69,0.7916716185445891,0.002364927876177876,0.0029872586319635466
70,0.7916374652725449,0.00236643899332693,0.002989296359934421
71,0.7916077912174827,0.0023763689358135493,0.003001952434246161
72,0.791565611559415,0.0023727830753759566,0.002997582311214205
73,0.791524137940792,0.0023698105878120507,0.0029939839787795812
74,0.7914834242456114,0.002367404039160694,0.0029910974338055707
75,0.7914480287305757,0.002368308746839032,0.0029923743074294147
76,0.7914210728113839,0.002357610474873642,0.0029789584279056995
77,0.7913942060240293,0.0023482087802824967,0.0029671796462598784
78,0.7913731116143037,0.002343794218654039,0.0029616803809179057
79,0.791355198239506,0.0023431888864250882,0.002960982491348866
80,0.7913415001764993,0.002342604488866529,0.0029602952560228916
81,0.7913227490218515,0.0023395736241100164,0.0029565352784334167
82,0.7913049365969967,0.002356337834529403,0.0029777873554824807
83,0.7912869557000862,0.002371964955168982,0.0029976040146780895
84,0.791259919149166,0.0023865612948675992,0.003016153399294943
85,0.7912435160936326,0.002416259571547853,0.0030537496009786225
86,0.7912125335173055,0.002424723822428518,0.003064567002812126
87,0.7911870598737112,0.0024381760741303427,0.003081668290327603
88,0.7911578994073891,0.0024443846485686592,0.0030896293273436405
89,0.7911343760399971,0.002455590895782307,0.0031038859770873618
90,0.791111771648737,0.0024654801524718033,0.0031164751187225483
91,0.7910946361618864,0.0024678709577316297,0.003119564771295725
92,0.7910771657570417,0.0024526458384239312,0.0031003876038778197
93,0.7910572150805562,0.0024504277476087816,0.0030976618389849915
94,0.7910406928949409,0.0024492202908303106,0.0030962001232414404
95,0.7910354149176507,0.0024382608328040838,0.0030823662086708397
96,0.7910283588404932,0.0024261742911049645,0.003067114173581974
97,0.7910365986049765,0.0024308514306109635,0.0030729948966936086
98,0.7910368059207595,0.0024295960699031362,0.0030714071099069897
99,0.7910333113085662,0.0024265870125066316,0.003067616720833731
100,0.7910435169105919,0.002430956304338626,0.003073100597338422
101,0.7910508605896072,0.002449800410267591,0.003096893679429968
102,0.7910653413941076,0.0024749007516458844,0.0031285667847416065
103,0.7910924998474618,0.002496839570462302,0.0031561916854776677
104,0.7911155295538166,0.0025175947345186314,0.0031823351210644754
105,0.7911223700598478,0.00253910893061507,0.0032095021285050863
106,0.7911286263220791,0.0025476168043892357,0.0032202308444241106
107,0.7911365479610012,0.0025499164113748835,0.003223105313421294
108,0.7911379945991058,0.00256344049211675,0.003240193884779513
109,0.7911362005381244,0.0025785885599905116,0.0032593484639390495
110,0.7911474962337375,0.002561250866577242,0.003237387312441855
111,0.7911684931640691,0.0025420686864809495,0.0032130560158110167
112,0.7911830599672505,0.00251693088892882,0.0031812244425872866
113,0.791185982352395,0.002500855253688142,0.0031608942896744325
114,0.7911870580628958,0.0024844874264641206,0.003140202308853509
115,0.7911851993525352,0.002467835584464737,0.003119162980404948
116,0.7911768497631322,0.002441973758866336,0.0030865081044742786
117,0.7911713749541188,0.0024241163434987976,0.003063958606489492
118,0.7911692465226883,0.0024011052972557063,0.0030348819899268546
119,0.7911580015962109,0.0024019075132403695,0.0030359391024224877
120,0.7911181456853533,0.0024227177385155703,0.003062396876786016
121,0.7910830895978708,0.002432027451358044,0.0030743008962488506
122,0.791041284220012,0.0024586800417012657,0.0031081564145234095
123,0.7910111623257665,0.002472541522460291,0.003125798522476489
124,0.7909796406920468,0.0024869597966808844,0.0031441514657760145
125,0.7909107764814973,0.0024948961800229878,0.003154459711779327
126,0.7908458883002158,0.0024954966571755968,0.003155477816972948
127,0.7907605325206388,0.0025065192057991807,0.003169757597548991
128,0.7906744636149668,0.002505523307493973,0.0031688430862414733
129,0.7905839166384694,0.002499877129853346,0.003162064237889789
130,0.7904877416644902,0.002495412317338645,0.0031568007773076674
131,0.7903903854244885,0.0024954626641939728,0.003157253314580434
132,0.7902838726888054,0.002488951587382733,0.003149439933418484
133,0.7901754738355535,0.0024894489779795025,0.0031505014524123172
134,0.7900473381755824,0.002494932851566711,0.0031579536200047674
135,0.7899166280057452,0.002494490746817991,0.0031579164919159643
136,0.7897868488994678,0.0024999400527914205,0.0031653351233626816
137,0.7896566028729971,0.0024991412092923845,0.0031648455799644965
138,0.7895213812026238,0.0024942361424493058,0.003159174915123903
139,0.789373296943914,0.002463557207905378,0.0031209026419352225
140,0.7892164625365687,0.002429423259994352,0.0030782724072760752
141,0.7890644047693962,0.002396497176883204,0.0030371376054956875
142,0.7889251748871464,0.002393275819036004,0.003033590377412352
143,0.7887971251227797,0.0023694220948069387,0.0030038422039610348
144,0.7886784022412181,0.0023421367607582167,0.0029696981102848457
145,0.7885621004690844,0.0023200628704896043,0.002942143515532246
146,0.7884509244680165,0.0023066962407315103,0.00292560534733076
147,0.7883598054406836,0.002298659823057317,0.0029157496452681194
148,0.7882687307401663,0.0022917447188425845,0.0029073140027902522
149,0.7881765522893635,0.0022874466676041333,0.002902200859642349
150,0.7880796617913527,0.002276098419795887,0.0028881577969188774
151,0.7880142822583986,0.002269388187682409,0.0028798820513487233
152,0.7879203431929661,0.0022668270251400956,0.002876974867730934
153,0.7878448441099939,0.0022735528530041,0.0028857875633780004
154,0.7877606278189788,0.0022719095808130243,0.002884010066742116
