Pixel,MeanSmoothedNormalizedIntensity,StdSmoothedNormalizedIntensity,CVSmoothedNormalizedIntensity
21,0.8680775249480757,0.0018835180205770336,0.0021697578458671615
22,0.8680983914806563,0.0018724639392545543,0.0021569720179538867
23,0.8681221530742377,0.0018560623642096727,0.0021380198139592356
24,0.8681478191602479,0.0018388647451483358,0.002118147053490331
25,0.8681790851494993,0.0018113068542071912,0.002086328598776699
26,0.8682093732514534,0.0017847905635253875,0.002055714460719685
27,0.8682386869710909,0.001759333246436524,0.0020263244115210723
28,0.8682739593335669,0.0017464599241179073,0.0020114157580614087
29,0.8682993329099562,0.0017440012201098611,0.0020085253483555494
30,0.8683277052101431,0.0017414471280468714,0.002005518328619292
31,0.8683511126734625,0.0017384251592235142,0.0020019841442608217
32,0.868364430459396,0.0017288295682776963,0.0019909032517178107
33,0.8683859960426036,0.0017324324715801804,0.0019950027746591923
34,0.8683975282324523,0.0017229271438488332,0.0019840304559084845
35,0.8684096559819248,0.0017138152012912,0.001973510070374979
36,0.868419242313203,0.0017019808588590905,0.001959860832108619
37,0.8684287470710522,0.0016909232540579875,0.0019471064952202017
38,0.8684443111942761,0.0016856506852494797,0.001941000319216081
39,0.8684601296053179,0.001680777423548125,0.0019353535830274376
40,0.8684784725145326,0.0016684565606284874,0.001921125984617389
41,0.8684960358675567,0.001656853006175481,0.0019077266190632865
42,0.8685128203788816,0.001645950950252759,0.0018951371950211703
43,0.8685426782547552,0.0016470564444593914,0.0018963448609905704
44,0.8685777379480573,0.001652337918214935,0.0019023489159628313
45,0.8686121665217301,0.001657475766675589,0.0019081885225172284
46,0.8686428036691337,0.0016601274053914257,0.0019111738431252447
47,0.8686651684882154,0.0016601482018518661,0.0019111485783885073
48,0.8686896810273739,0.0016616314729169905,0.0019128021308504868
49,0.8687107202048114,0.0016621649613283343,0.0019133699201230696
50,0.868731479603106,0.0016630249731197188,0.0019143141605499304
51,0.8687457253216977,0.0016619557613265252,0.0019130520161248572
52,0.8687468508257649,0.001648381069228818,0.0018974239361696586
53,0.868747194961365,0.001635871616304141,0.0018830237677796378
54,0.8687459899941269,0.0016242957180048472,0.0018697015430434714
55,0.8687348271563161,0.0016108103381064273,0.0018542025572742297
56,0.8687235666491651,0.001598092143179095,0.0018395864973978382
57,0.8687106643611034,0.0015850099636303494,0.0018245545135514723
58,0.8686954494461439,0.00157200811190612,0.0018096193699511018
59,0.8686811469267477,0.0015597884534937975,0.0017955822559429025
60,0.8686684620935899,0.0015490209808534858,0.0017832130996446778
61,0.8686580541832194,0.0015407985789402507,0.0017737688282750462
62,0.8686459134530583,0.0015315553681088299,0.001763152677505338
63,0.8686344448305526,0.0015225832986729606,0.0017528470206704455
64,0.8686274369682115,0.0015167655587907678,0.001746163538288367
65,0.8686284257038249,0.0015147694944283667,0.0017438636010570251
66,0.8686283641449917,0.0015124485367101375,0.0017411917445257167
67,0.8686326335294428,0.0015128305271715845,0.0017416229471193432
68,0.8686401179499681,0.001511810488198853,0.0017404336467521182
69,0.8686420507997374,0.001508994213763885,0.0017371876164348605
70,0.8686425545087617,0.0015058419605995961,0.0017335576674011625
71,0.8686416334961452,0.0015058608018514302,0.0017335811959537084
72,0.8686385380782624,0.0015046525969976059,0.001732196455762178
73,0.8686425680912109,0.0014902658242240648,0.0017156260572157235
74,0.8686408452074771,0.0014896099681875473,0.001714874422963325
75,0.8686428860104037,0.0014873671472677024,0.001712288411292979
76,0.868642950432738,0.0014847586616430497,0.0017092853408910726
77,0.8686341449508326,0.0014802577182505341,0.001704121035138817
78,0.8686238693044135,0.0014755398548468004,0.0016987097718468179
79,0.8686221354027193,0.0014766440726086722,0.0016999843918599376
80,0.8686182823303765,0.001477231605909078,0.0017006683326373012
81,0.8686084809428655,0.001475643512290458,0.0016988592037331508
82,0.8685914887497874,0.001468892499227852,0.0016911200699676573
83,0.8685776705298679,0.0014661390581218858,0.0016879769165922501
84,0.8685574997871047,0.0014614469525246721,0.0016826139350392952
85,0.8685359302804649,0.0014560801590365962,0.0016764765950055783
86,0.8685075993971205,0.001445298817488532,0.001664117640987591
87,0.8684782609755217,0.0014341312525627985,0.001651315084101132
88,0.8684479241108409,0.0014225867494697027,0.0016380795094031871
89,0.86842275742328,0.0013971215998904475,0.0016088035325512238
90,0.8684054050598113,0.0013784147403893975,0.0015872940591548474
91,0.8683875896640061,0.0013603014966211057,0.001566468144883818
92,0.8683692289662789,0.0013433082163342163,0.0015469320785736645
93,0.8683487057208279,0.001325592875728281,0.0015265674572842122
94,0.8683291281294195,0.0013087217867694646,0.001507172504495792
95,0.8683087649723659,0.0012932189594259803,0.0014893538008534757
96,0.8682806160707479,0.0012753639987490306,0.0014688385012214915
97,0.8682443048794515,0.0012713514696350932,0.001464278501442759
98,0.8682100793857348,0.0012695250858761704,0.0014622326047796738
99,0.8681826472148902,0.0012726063692539223,0.0014658279261125684
100,0.8681584154367684,0.0012687468823808902,0.0014614232377654103
101,0.8681343356828147,0.0012647974526407907,0.0014569144435993171
