Pixel,group01_MeanSmoothedNormalizedIntensity,group02_MeanSmoothedNormalizedIntensity,group03_MeanSmoothedNormalizedIntensity,group04_MeanSmoothedNormalizedIntensity,group05_MeanSmoothedNormalizedIntensity,group06_MeanSmoothedNormalizedIntensity,group07_MeanSmoothedNormalizedIntensity,group08_MeanSmoothedNormalizedIntensity,group09_MeanSmoothedNormalizedIntensity,group10_MeanSmoothedNormalizedIntensity,group11_MeanSmoothedNormalizedIntensity,group12_MeanSmoothedNormalizedIntensity
1777,0.7390072707620157,0.7129913533506305,0.9360278671023222,0.6661774017735632,0.7129940211400447,0.6608878262074136,0.6767481904281352,0.8016033550501256,0.7982762377921858,0.8099653355487163,0.7557682991555261,0.9926586300682108
1778,0.7390854247387665,0.7137888976186866,0.9370003669747838,0.6665475871318142,0.7137128790365237,0.6613983030625395,0.6773604683938862,0.8021930564670136,0.7992025842143272,0.8109186094248193,0.7567267633644906,0.9926731762019889
1779,0.7391412990044579,0.7145768639592297,0.9379543233487947,0.6669423343735079,0.7144202741175933,0.6619147072184643,0.6779884126504196,0.802762810670383,0.8001322285848527,0.8118872782982258,0.7576974431580306,0.9926875058211035
1780,0.7391789541205849,0.7153672457431883,0.9388783480577091,0.6673284617617664,0.7151266658554358,0.6624229298056583,0.6786265146904841,0.8033217718351077,0.8010778797484708,0.8128532467130558,0.7586614601092475,0.9927040642102132
1781,0.7391987812334959,0.7161659184111129,0.9397828964761322,0.6677079319621073,0.7158252730061239,0.6629498131693963,0.6792580746303731,0.8039031497179554,0.802032492009053,0.8138110041991767,0.759625490373727,0.9927205324605708
1782,0.7392172635159312,0.7169626207976254,0.940672181887844,0.6680888172813271,0.7165113213773129,0.6634686727049293,0.6798954371996585,0.8044915458767846,0.8030012523962495,0.8147650048060431,0.7605791252756552,0.9927368959138352
1783,0.739218680237645,0.7177631927282114,0.9415322195682452,0.6684809256586678,0.7172003194364716,0.6639875077002946,0.6805340388307506,0.8050862130199526,0.803969978033064,0.8157138860155808,0.761528720068534,0.9927531399116647
1784,0.7392237628703908,0.7185578875203789,0.9423745844845166,0.6688731394861043,0.7178761080782226,0.6644936104800662,0.6811670304684773,0.805675597852078,0.8049313034044095,0.8166613047465683,0.762478480485679,0.9927692497957175
1785,0.7392147626359339,0.7193596008230783,0.9431947626052505,0.6692815177703725,0.7185390695740779,0.6650043414945654,0.6818140484509675,0.806271820976279,0.8059067453416405,0.8176174789215699,0.7634268145481109,0.992785210907652
1786,0.739199346261292,0.7201662585526752,0.9439987184616211,0.669683661129865,0.7191939981489747,0.6655172079726294,0.6824579862766175,0.8068700183416679,0.8068684538827439,0.8185791619945274,0.7643823382370868,0.9928010085891268
1787,0.739167267682276,0.7209755392557585,0.944770231892891,0.6700841849262315,0.7198480703026544,0.6660324009700623,0.6831040416566714,0.8074794388678118,0.8078613197312215,0.8195433279567933,0.7653313102331751,0.9928190896029007
1788,0.7391173379892343,0.721785054441324,0.9455479501872045,0.6704774327821482,0.7205151856559683,0.6665503235364797,0.6837458462460606,0.8080749398558821,0.8088707036633884,0.8205134422327023,0.7662717667613629,0.9928371377020705
1789,0.7390639681141997,0.7226016192921868,0.9462913436250503,0.6708825604843122,0.7211762047949328,0.6670687106392141,0.6843967552630674,0.8086955867195137,0.8098781997144142,0.8214966371789935,0.7672027559527355,0.9928543724249834
1790,0.7390049859997476,0.7233976374705342,0.9470246568813288,0.671289517379952,0.7218305326169452,0.6675776129938489,0.6850508757025173,0.8093144375244303,0.8108600668561008,0.8224762690750642,0.7681473722305637,0.9928723688724995
1791,0.7389466517376478,0.7241848756620132,0.9477334379716693,0.6716946867658827,0.7224791551752376,0.6680958500628137,0.6857059216088027,0.8099295257673674,0.811855175353269,0.8234687235953413,0.7690794152436874,0.9928895261092661
1792,0.7388782961937437,0.7249832671713726,0.9484092420373343,0.672098901937298,0.7231123402398418,0.6686079898254789,0.6863700069386225,0.8105237712077523,0.81285171285901,0.8244560860761607,0.7700009419213654,0.9929066513435176
1793,0.7388098389320547,0.7257880767710204,0.9490775367419875,0.6725054599767907,0.7237512377338939,0.6691242705043258,0.6870414146838392,0.8111205846750382,0.813844167496217,0.8254260587334269,0.7709164303686606,0.9929237313097887
1794,0.7387278318646857,0.7265992442537155,0.949709907419586,0.6729086990788906,0.7243726537205363,0.6696433008499717,0.6877071515943364,0.8117265067585258,0.8148308661770003,0.8263941345507746,0.7718227653352716,0.9929407527426143
1795,0.738637369343089,0.7274178310477036,0.9503282619598247,0.6733114874790144,0.7249884912701683,0.6701615606652909,0.688376871657228,0.8123465911911418,0.8158409223832539,0.8273593039861045,0.7727193739237653,0.9929577023765284
1796,0.738534330278935,0.7282282059692836,0.9509143139202125,0.6737123875450062,0.7256018826812499,0.6706873442138737,0.689041591491692,0.8129737364340819,0.8168392046201272,0.8283081488811593,0.7736074935310551,0.9929745669460655
1797,0.7384414083494099,0.7290213042267233,0.9514814976429472,0.6741158834169994,0.7262097763976636,0.6712026072676623,0.689702236666213,0.81360782112291,0.817838180574477,0.8292558374551875,0.7744987692577902,0.9929913331857605
1798,0.7383635739732314,0.729834491520881,0.9520608266982997,0.6745396677546383,0.7268022959486695,0.6717241631312415,0.6903754054187992,0.8142512662166252,0.8188294298869181,0.8302060391314965,0.7753751005709353,0.9930088111280669
