Pixel,MeanSmoothedNormalizedIntensity,StdSmoothedNormalizedIntensity,CVSmoothedNormalizedIntensity
21,0.7194608771109985,0.0026638621968545755,0.0037025810319962606
22,0.7193896026876897,0.0026339724836088384,0.003661399155295175
23,0.7193187674492663,0.0026057145160100826,0.0036224753668669773
24,0.7192483433603148,0.002580518037132384,0.003587798374447763
25,0.7191847052354184,0.002570522217460664,0.003574217024845137
26,0.7191199470272313,0.0025605710295051134,0.003560700881807345
27,0.7190562873825487,0.002548425173624058,0.003544124734519229
28,0.7189925518503987,0.0025386452318771173,0.003530836620412356
29,0.7189276672828511,0.002529043135707634,0.003517799148370542
30,0.7188616988615493,0.0025196237047819736,0.003505018710514505
31,0.7187968564779001,0.0025095309100023992,0.0034912936629955286
32,0.7187352284652085,0.0024955463140525465,0.0034721357952379084
33,0.7186733501272269,0.0024817836779438096,0.00345328469116666
34,0.7186090753360221,0.0024691406568210436,0.003435999824614616
35,0.7185446932685784,0.002456671382244064,0.0034189541795499796
36,0.718479130151844,0.0024448378474768205,0.0034027959127499313
37,0.7184113856417474,0.002434102571763883,0.0033881737127391585
38,0.7183405318506285,0.002424937146813972,0.0033757487421275183
39,0.7182689294393128,0.002416322003025949,0.0033640909469829804
40,0.7181923396754918,0.002412939711698318,0.0033597402511819905
41,0.7181143651686519,0.0024076216555142206,0.0033526994755894925
42,0.7180362084682571,0.0024026507657600843,0.003346141514068647
43,0.7179600785039609,0.002396920725980578,0.0033385153266113727
44,0.7178816051633053,0.002392621852525579,0.0033328919912654674
45,0.7178031442339041,0.0023885957808511323,0.00332764741982348
46,0.7177247599356471,0.002384820410679653,0.003322750647328207
47,0.7176390538914112,0.002363681479392477,0.003293691259659532
48,0.7175497493222174,0.002348700850118266,0.0032732237065608346
49,0.7174604281983876,0.0023343953947159925,0.003253692193976307
50,0.7173775922947755,0.0023376785939612814,0.0032586445674772525
51,0.717295634727347,0.002340777989478377,0.0032633378430751716
52,0.7172146128744022,0.0023437057179009958,0.0032677885751770407
53,0.7171356584903219,0.0023466749966025596,0.0032722888184679904
54,0.7170565909755346,0.00235292333982914,0.003281363520594736
55,0.7169786334083661,0.002358772719003209,0.0032898786785180724
56,0.7168932214210193,0.002368498564763247,0.003303837299602904
57,0.7168096645044437,0.0023745074521803475,0.0033126052420372008
58,0.7167301175092641,0.0023789476373055805,0.003319167953444947
59,0.7166641442644608,0.00237492005665315,0.0033138536030578444
60,0.7165991815814089,0.002371194750652048,0.0033089554266853005
61,0.7165352917197805,0.0023677764501351794,0.0033044798734926223
62,0.7164703805521253,0.0023659225710677937,0.0033021917378420725
63,0.7164058189914269,0.0023428362367517064,0.0032702641081977907
64,0.7163458777240704,0.0023416606025233404,0.0032688965977763686
65,0.7162872885364554,0.0023410544407352026,0.003268317724189314
66,0.716223607127773,0.002344603309938925,0.003273563293091304
67,0.7161628674346459,0.0023505523936046277,0.003282147819286553
68,0.7161104576793675,0.0023528902334227974,0.0032856526646009186
69,0.7160595289855699,0.002355529580090542,0.003289572283784259
70,0.716001519062448,0.002363011383609845,0.0033002882266283972
71,0.7159403312686243,0.002373985651445782,0.0033158987526783865
72,0.7158795828113059,0.0023884931351259137,0.003336445391760085
73,0.7158313087366134,0.0023960796317771572,0.0033472685568979254
74,0.715782001061368,0.0024051540461946753,0.003360176761399827
75,0.7157437859375275,0.0024055271599376874,0.0033608774636957168
76,0.7157075200098111,0.002406222909480157,0.0033620198785212873
77,0.7156732655262681,0.0024072497794869513,0.0033636156266320604
78,0.7156410847349486,0.002408616739873529,0.003365677001014561
79,0.7156131962710253,0.002409075184151672,0.0033664487976256927
80,0.7155862821000305,0.0024105740335644017,0.0033686699897182096
81,0.7155615574702213,0.002412464959846253,0.0033714289632540096
