Wavelength_nm,Group09_AreaNormShape,Group08_AreaNormShape,Difference_A_minus_B
405.028362554401,1.0188068901219,1.03991570402276,-0.0211088139008599
405.072523960818,1.01878412017859,1.03988436936425,-0.02110024918566
405.116685367234,1.0187611530845,1.03985259042708,-0.0210914373425799
405.160846773648,1.0187380207403,1.03982036947555,-0.0210823487352498
405.205008180065,1.01871474146326,1.03978770918042,-0.0210729677171599
405.249169586481,1.0186913299654,1.03975460316444,-0.0210632731990401
405.293330992898,1.01866780724341,1.039721043147,-0.02105323590359
405.337492399315,1.01864420170724,1.03968702194236,-0.0210428202351201
405.381653805729,1.01862054924868,1.03965253589174,-0.0210319866430599
405.425815212145,1.01859689459516,1.03961758859096,-0.0210206939958
405.469976618562,1.01857329617888,1.0395822050668,-0.02100890888792
405.514138024978,1.01854981393436,1.0395464249147,-0.0209966109803399
405.558299431395,1.01852648787649,1.03951028695971,-0.02098379908322
405.602460837809,1.01850333487846,1.03947382593463,-0.0209704910561699
405.646622244226,1.01848034823724,1.03943707034218,-0.02095672210494
405.690783650642,1.0184574972477,1.03940003899796,-0.02094254175026
405.734945057059,1.01843473474487,1.03936273231036,-0.0209279975654901
405.779106463475,1.01841201508245,1.03932515073587,-0.02091313565342
405.823267869889,1.01838931115699,1.03928730358672,-0.0208979924297301
405.867429276306,1.018366615871,1.03924920902583,-0.02088259315483
405.911590682723,1.01834394207373,1.039210894016,-0.0208669519422702
405.955752089139,1.01832132097187,1.03917239470731,-0.0208510737354399
405.999913495556,1.01829878223094,1.03913375238878,-0.0208349701578401
406.04407490197,1.01827632842285,1.03909498900964,-0.0208186605867899
406.088236308387,1.01825395486184,1.03905611449725,-0.0208021596354102
406.132397714803,1.01823165589923,1.03901713056027,-0.0207854746610401
406.17655912122,1.01820942637983,1.0389780321699,-0.02076860579007
406.220720527634,1.01818726650446,1.03893880995794,-0.02075154345348
406.26488193405,1.01816520082005,1.03889945968265,-0.0207342588626001
406.309043340467,1.01814324200779,1.03885997080088,-0.0207167287930901
406.353204746883,1.01812138215285,1.03882034069709,-0.0206989585442399
406.3973661533,1.0180995946761,1.03878057828901,-0.02068098361291
406.441527559714,1.01807783614702,1.03874070451386,-0.0206628683668399
406.485688966131,1.01805605127588,1.03870075229351,-0.0206447010176301
406.529850372547,1.018034200901,1.03866075972368,-0.0206265588226802
406.574011778964,1.01801225083434,1.03862075825361,-0.0206085074192699
406.61817318538,1.0179901722263,1.03858077399316,-0.02059060176686
406.662334591794,1.01796794273221,1.03854082879565,-0.02057288606344
406.706495998211,1.01794554733009,1.03850094005936,-0.0205553927292699
406.750657404628,1.01792297621989,1.03846111975587,-0.0205381435359799
406.794818811044,1.0179002135931,1.038421371562,-0.0205211579689002
406.838980217461,1.01787727024571,1.03838170041639,-0.02050443017068
406.883141623875,1.01785417296692,1.03834212115832,-0.0204879481914
406.927303030291,1.01783095788406,1.0383026592651,-0.0204717013810398
406.971464436708,1.01780766565302,1.03826335061999,-0.0204556849669701
407.015625843125,1.01778433651448,1.03822424044933,-0.02043990393485
407.059787249539,1.01776099215381,1.03818537517112,-0.0204243830173101
407.103948655955,1.01773761890899,1.03814680364533,-0.0204091847363401
407.148110062372,1.01771418756827,1.03810856446572,-0.0203943768974499
407.192271468788,1.0176906604017,1.03807068290447,-0.0203800225027699
407.236432875205,1.01766699618337,1.03803316956925,-0.02036617338588
407.280594281619,1.01764315830371,1.0379960189305,-0.02035286062679
407.324755688036,1.01761914195439,1.03795920985364,-0.02034006789925
407.368917094452,1.01759493447328,1.03792271869606,-0.02032778422278
407.413078500869,1.01757052334335,1.03788652672943,-0.0203160033860799
407.457239907285,1.0175459010895,1.03785062069317,-0.0203047196036699
407.501401313699,1.01752106573849,1.03781499346283,-0.0202939277243399
407.545562720116,1.01749602338425,1.03777964417804,-0.02028362079379
407.589724126533,1.0174707990519,1.03774457208101,-0.0202737730291098
407.633885532949,1.01744541500832,1.03770976446218,-0.0202643494538599
407.678046939366,1.01741987831908,1.03767520484208,-0.0202553265230001
407.72220834578,1.01739418057121,1.0376408756104,-0.0202466950391902
407.766369752196,1.01736829878765,1.03760675824621,-0.0202384594585601
407.810531158613,1.01734219505453,1.03757283205356,-0.0202306369990299
407.85469256503,1.01731582391013,1.03753906507524,-0.02022324116511
407.898853971446,1.01728917927992,1.0375054193994,-0.0202162401194801
407.94301537786,1.01726228357071,1.03747186729644,-0.0202095837257301
407.987176784277,1.01723517966626,1.03743839388985,-0.0202032142235899
408.031338190693,1.01720792619591,1.03740499707551,-0.0201970708796
408.07549959711,1.01718059385641,1.03737168913863,-0.02019109528222
408.119661003524,1.01715324871906,1.03733849790186,-0.0201852491828001
408.163822409941,1.01712590941824,1.03730542740682,-0.02017951798858
408.207983816357,1.01709856436685,1.03727245796698,-0.0201738936001301
408.252145222774,1.01707118112051,1.03723955045099,-0.0201683693304799
408.29630662919,1.01704371300316,1.03720664892529,-0.02016293592213
408.340468035604,1.01701610904432,1.03717368397857,-0.02015757493425
408.384629442021,1.01698835716769,1.0371405922392,-0.02015223507151
408.428790848438,1.01696047584473,1.03710733776145,-0.02014686191672
408.472952254854,1.01693249297125,1.03707389981949,-0.02014140684824
408.517113661271,1.01690444062823,1.03704026748949,-0.0201358268612601
408.561275067685,1.01687635076407,1.03700643643379,-0.0201300856697202
408.605436474101,1.01684824936344,1.03697240606757,-0.0201241567041299
408.649597880518,1.01682013754039,1.03693816839024,-0.0201180308498499
408.693759286935,1.01679200842826,1.03690368875704,-0.02011168032878
408.737920693351,1.01676384958989,1.036868917387,-0.02010506779711
408.782082099765,1.01673564249266,1.0368337948472,-0.02009815235454
408.826243506182,1.01670736385129,1.03679825623488,-0.0200908923835901
408.870404912598,1.016678987984,1.03676223777193,-0.0200832497879302
408.914566319015,1.01665049303109,1.0367257030771,-0.02007521004601
408.958727725432,1.01662183472383,1.03668862555826,-0.0200667908344299
409.002889131846,1.01659297353943,1.03665098146711,-0.0200580079276802
409.047050538262,1.01656388320503,1.03661274956382,-0.0200488663587899
409.091211944679,1.01653455325819,1.03657390988537,-0.0200393566271799
409.135373351095,1.01650499256209,1.0365344470235,-0.0200294544614101
409.179534757509,1.01647523254304,1.03649436999534,-0.0200191374523
409.223696163926,1.01644528816443,1.0364536649926,-0.02000837682817
409.267857570343,1.01641516755495,1.03641228968462,-0.01999712212967
409.312018976759,1.01638487763623,1.03637017825238,-0.0199853006161499
409.356180383176,1.01635442514996,1.03632724689126,-0.0199728217413
409.40034178959,1.01632381725386,1.03628340086419,-0.0199595836103299
409.444503196007,1.01629306776433,1.03623857278537,-0.01994550502104
409.488664602423,1.01626222522736,1.03619274953282,-0.0199305243054599
409.53282600884,1.01623134200012,1.03614595659073,-0.0199146145906099
409.576987415256,1.01620046383393,1.0360982499179,-0.01989778608397
409.62114882167,1.01616962517288,1.03604970959909,-0.0198800844262099
409.665310228087,1.01613884239882,1.03600042952544,-0.0198615871266199
409.709471634503,1.0161080928911,1.03595047048689,-0.0198423775957901
409.75363304092,1.0160773374885,1.03589987670428,-0.01982253921578
409.797794447337,1.01604654525021,1.0358486840438,-0.0198021387935898
409.841955853751,1.01601569707041,1.03579692087225,-0.01978122380184
409.886117260167,1.01598478793898,1.03574460991048,-0.0197598219714998
409.930278666584,1.01595383059379,1.0356917701717,-0.01973793957791
409.974440073,1.01592285952991,1.03563842536981,-0.0197155658399002
410.018601479414,1.01589188487994,1.03558461247284,-0.0196927275929
410.062762885831,1.01586089947868,1.03553037718063,-0.0196694777019499
410.106924292248,1.0158298849294,1.03547577154107,-0.01964588661167
410.151085698664,1.01579881326184,1.03542085196502,-0.01962203870318
410.195247105081,1.01576764801658,1.03536567556974,-0.01959802755316
410.239408511495,1.01573634760436,1.03531028428374,-0.0195739366793801
410.283569917911,1.01570487167864,1.03525471855965,-0.0195498468810098
410.327731324328,1.01567320308775,1.03519901832161,-0.01952581523386
410.371892730745,1.01564135168113,1.03514322180566,-0.01950187012453
410.416054137161,1.01560935407731,1.03508736528785,-0.0194780112105402
410.460215543575,1.01557727460841,1.0350314852027,-0.0194542105942901
410.504376949992,1.01554520278419,1.03497563154197,-0.01943042875778
410.548538356408,1.01551322223956,1.03491984895515,-0.0194066267155901
410.592699762825,1.01548137820401,1.03486415797643,-0.01938277977242
410.636861169242,1.01544967334124,1.03480855322607,-0.0193588798848301
410.681022575656,1.01541806723263,1.03475300446192,-0.0193349372292899
410.725183982072,1.01538647811812,1.03469746031605,-0.0193109821979298
410.769345388489,1.01535480835615,1.03464187246527,-0.0192870641091198
410.813506794905,1.01532295045875,1.03458617763166,-0.0192632271729101
410.857668201322,1.01529082154877,1.0345303188478,-0.01923949729903
410.901829607736,1.01525837079009,1.03447425227505,-0.0192158814849601
410.945991014153,1.01522558270331,1.03441795002447,-0.0191923673211598
410.990152420569,1.01519247919235,1.03436140351702,-0.0191689243246702
411.034313826986,1.01515910584733,1.03430462840882,-0.01914552256149
411.0784752334,1.01512549912031,1.03424764462704,-0.0191221455067301
411.122636639817,1.01509168393893,1.03419046018201,-0.0190987762430801
411.166798046233,1.01505767533756,1.03413306885639,-0.0190753935188299
411.21095945265,1.01502347620919,1.03407544804173,-0.0190519718325399
411.255120859066,1.01498907677542,1.03401755611211,-0.0190284793366902
411.29928226548,1.01495446325073,1.03395932916472,-0.0190048659139901
411.343443671897,1.01491961434775,1.03390069409231,-0.01898107974456
411.387605078314,1.01488450075753,1.03384159070457,-0.0189570899470399
411.43176648473,1.01484908635351,1.03378197551343,-0.0189328891599201
411.475927891147,1.0148133310718,1.03372182347335,-0.0189084924015501
411.520089297561,1.01477719438046,1.03366112860099,-0.01888393422053
411.564250703977,1.01474064874267,1.03359989309781,-0.0188592443551401
411.608412110394,1.01470367829389,1.03353810993354,-0.0188344316396498
411.652573516811,1.01466628005039,1.03347576856705,-0.0188094885166599
411.696734923227,1.01462846362371,1.03341285736212,-0.01878439373841
411.740896329641,1.01459024944012,1.03334936261273,-0.0187591131726099
411.785057736058,1.01455166418985,1.03328526777598,-0.0187336035861301
411.829219142474,1.0145127156285,1.03322054661968,-0.0187078309911799
411.873380548891,1.01447340666414,1.03315513114655,-0.01868172448241
411.917541955307,1.01443374986893,1.03308896361457,-0.0186552137456399
411.961703361721,1.01439376911543,1.03302201246038,-0.0186282433449498
412.005864768138,1.01435349943262,1.03295427840143,-0.0186007789688101
412.050026174555,1.01431298615575,1.03288579998425,-0.0185728138285
412.094187580971,1.01427227699326,1.03281665689644,-0.0185443799031801
412.138348987385,1.01423142227865,1.03274695084621,-0.01851552856756
412.182510393802,1.01419046457417,1.03267677678056,-0.0184863122063901
412.226671800218,1.01414943604256,1.03260621628275,-0.01845678024019
412.270833206635,1.01410835725651,1.0325353309884,-0.0184269737318901
412.314994613052,1.0140672381488,1.03246415638554,-0.0183969182367398
412.359156019466,1.01402609245095,1.03239269654973,-0.01836660409878
412.403317425882,1.01398493247005,1.03232095207765,-0.0183360196075999
412.447478832299,1.01394375631695,1.03224891837373,-0.01830516205678
412.491640238715,1.01390254624327,1.03217658379093,-0.01827403754766
412.535801645132,1.01386127024243,1.03210393325282,-0.01824266301039
412.579963051546,1.01381988618614,1.03203095433495,-0.0182110681488099
412.624124457963,1.01377836450207,1.03195766343734,-0.01817929893527
412.668285864379,1.01373666549864,1.03188408692374,-0.0181474214251001
412.712447270796,1.01369475067511,1.03181024518152,-0.0181154945064101
412.756608677213,1.01365258800902,1.03173615064076,-0.0180835626317402
412.800770083627,1.0136101542099,1.03166180644697,-0.0180516522370699
412.844931490043,1.01356743537779,1.03158720395,-0.0180197685722101
412.88909289646,1.01352442339807,1.0315123181034,-0.01798789470533
412.933254302876,1.01348113735066,1.03143713927853,-0.0179560019278699
412.97741570929,1.01343760632933,1.03136166838706,-0.0179240620577299
413.021577115707,1.0133938620136,1.03128591198563,-0.0178920499720299
413.065738522124,1.01334993354677,1.03120988025356,-0.0178599467067901
413.10989992854,1.01330584160224,1.03113358139158,-0.01782773978934
413.154061334957,1.01326157738387,1.03105698998453,-0.0177954126006601
413.198222741371,1.01321709469936,1.03098006302515,-0.0177629683257901
413.242384147787,1.01317234214927,1.03090277369369,-0.01773043154442
413.286545554204,1.0131272722359,1.03082511687812,-0.01769784464222
413.330706960621,1.01308184666599,1.03074710939726,-0.0176652627312699
413.374868367037,1.01303604362503,1.03066879013111,-0.0176327465060799
413.419029773451,1.01298987849046,1.03059020730957,-0.01760032881911
413.463191179868,1.01294336498198,1.03051137713623,-0.0175680121542501
413.507352586284,1.01289650899918,1.03043229434129,-0.0175357853421101
413.551513992701,1.01284931077528,1.03035293909021,-0.0175036283149299
413.595675399118,1.01280176368528,1.03027327916511,-0.0174715154798299
413.639836805532,1.01275385230397,1.03019327592513,-0.0174394236211599
413.683998211948,1.01270554933153,1.03011291582176,-0.0174073664902299
413.728159618365,1.01265683999667,1.03003217549583,-0.0173753354991599
413.772321024781,1.01260771815087,1.02995101810953,-0.01734329995866
413.816482431198,1.0125581826836,1.02986939694138,-0.0173112142577798
413.860643837612,1.01250823647756,1.02978725796531,-0.0172790214877501
413.904805244028,1.01245788493492,1.02970454380384,-0.01724665886892
413.948966650445,1.01240712654044,1.02962121343715,-0.0172140868967101
413.993128056862,1.01235593964335,1.02953724223526,-0.0171813025919101
414.037289463276,1.01230430402394,1.02945261152837,-0.0171483075044301
414.081450869692,1.01225220765066,1.02936730597685,-0.0171150983261901
414.125612276109,1.01219964926564,1.02928131204986,-0.0170816627842201
414.169773682526,1.01214664134399,1.02919461531731,-0.01704797397332
414.213935088942,1.01209321591526,1.0291071905027,-0.01701397458744
414.258096495356,1.01203941248135,1.02901902176035,-0.016979609279
414.302257901773,1.01198526670377,1.02893009821839,-0.0169448315146199
414.346419308189,1.011930808603,1.02884041065376,-0.01690960205076
414.390580714606,1.01187606068616,1.02874995052324,-0.0168738898370799
414.434742121023,1.01182103567485,1.0286587091354,-0.01683767346055
414.478903527437,1.01176573509017,1.02856667515536,-0.0168009400651898
414.523064933853,1.01171017793371,1.02847382894903,-0.01676365101532
414.56722634027,1.01165438452504,1.02838014835099,-0.0167257638259499
414.611387746686,1.01159836965422,1.02828561091539,-0.01668724126117
414.655549153103,1.0115421412223,1.02819019536955,-0.01664805414725
414.699710559517,1.01148569991838,1.02809388554853,-0.0166081856301499
414.743871965934,1.01142904431907,1.02799669042294,-0.01656764610387
414.78803337235,1.01137216505181,1.02789862120239,-0.01652645615058
414.832194778767,1.01131504252306,1.02779967250998,-0.0164846299869201
414.876356185183,1.01125764738919,1.02769982076876,-0.0164421733795699
414.920517591597,1.01119994212948,1.02759902465732,-0.0163990825278399
414.964678998014,1.01114188246331,1.02749722460533,-0.0163553421420199
415.008840404431,1.01108342130624,1.02739434566236,-0.0163109243561199
415.053001810847,1.0110245048932,1.02729032600329,-0.0162658211100899
415.097163217261,1.01096509463174,1.02718513599413,-0.0162200413623901
415.141324623678,1.01090517232686,1.0270787790654,-0.0161736067385398
415.185486030094,1.01084474038547,1.0269712904829,-0.0161265500974301
415.229647436511,1.0107838227929,1.02686273662856,-0.0160789138356601
415.273808842927,1.01072245958379,1.02675320012109,-0.0160307405372999
415.317970249341,1.01066065971254,1.02664272479817,-0.0159820650856299
415.362131655758,1.01059841306428,1.02653132588172,-0.0159329128174399
415.406293062175,1.01053569892834,1.02641899909584,-0.0158833001674998
415.450454468591,1.01047248938419,1.02630572509133,-0.0158332357071398
415.494615875008,1.01040875521733,1.02619147644587,-0.01578272122854
415.538777281422,1.01034449765106,1.02607625581594,-0.0157317581648799
415.582938687839,1.01027974533377,1.02596010009535,-0.01568035476158
415.627100094255,1.01021452402699,1.02584305832425,-0.01562853429726
415.671261500672,1.01014884952418,1.02572518562974,-0.0155763361055601
415.715422907088,1.01008272501546,1.02560654016835,-0.01552381515289
415.759584313502,1.01001613426208,1.02548717590837,-0.01547104164629
415.803745719919,1.00994901469625,1.02536711268127,-0.01541809798502
415.847907126335,1.00988132492707,1.02524640963664,-0.0153650847095701
415.892068532752,1.00981306460409,1.02512514576755,-0.0153120811634602
415.936229939166,1.00974427063045,1.0250034059581,-0.0152591353276499
415.980391345583,1.00967501387136,1.02488127508241,-0.01520626121105
416.024552751999,1.00960539383083,1.02475883058744,-0.01515343675661
416.068714158416,1.00953550102701,1.02463611425769,-0.0151006132306801
416.112875564833,1.0094653891129,1.0245131355179,-0.0150477464050001
416.157036971247,1.00939508770153,1.02438989007969,-0.0149948023781599
416.201198377663,1.00932460853885,1.02426636433807,-0.01494175579922
416.24535978408,1.0092539480264,1.02414253890529,-0.0148885908788901
416.289521190496,1.00918309464666,1.02401839473379,-0.01483530008713
416.333682596913,1.0091120724773,1.02389393528272,-0.0147818628054202
416.377844003327,1.0090408996214,1.02376913194951,-0.0147282323281099
416.422005409744,1.00896956777076,1.02364394600545,-0.0146743782346901
416.46616681616,1.00889804292526,1.02351834031672,-0.01462029739146
416.510328222577,1.00882626786993,1.02339228260449,-0.0145660147345599
416.554489628993,1.00875416644544,1.02326574862658,-0.0145115821811399
416.598651035407,1.00868167171222,1.02313872761406,-0.01445705590184
