Wavelength_nm,Group03_AreaNormShape,Group10_AreaNormShape,Difference_A_minus_B
405.028362554401,1.0163277831559,1.01404583196796,0.00228195118794017
405.072523960818,1.01629245527211,1.01402785259926,0.00226460267284989
405.116685367234,1.01625687866481,1.0140098405227,0.00224703814211002
405.160846773648,1.01622109599496,1.01399181914105,0.00222927685391006
405.205008180065,1.01618514963955,1.01397382159695,0.00221132804259994
405.249169586481,1.01614907848992,1.01395589648401,0.00219318200591001
405.293330992898,1.01611290823811,1.01393809376116,0.00217481447695
405.337492399315,1.01607665033955,1.0139204599842,0.00215619035534997
405.381653805729,1.01604030314649,1.01390303444267,0.00213726870381992
405.425815212145,1.01600385407141,1.01388584439189,0.00211800967952014
405.469976618562,1.01596729487504,1.0138688911777,0.00209840369733993
405.514138024978,1.01593063237265,1.0138521561318,0.00207847624085011
405.558299431395,1.01589388152137,1.01383561622136,0.00205826530001008
405.602460837809,1.0158570625055,1.01381924728316,0.00203781522233992
405.646622244226,1.01582019916846,1.01380302638057,0.00201717278788993
405.690783650642,1.01578331361512,1.01378693498998,0.00199637862514002
405.734945057059,1.01574640311191,1.01377096271476,0.00197544039714992
405.779106463475,1.01570947435361,1.01375507309434,0.00195440125926982
405.823267869889,1.01567254386397,1.0137392316406,0.00193331222337001
405.867429276306,1.01563563412473,1.01372341450532,0.00191221961940991
405.911590682723,1.01559877067645,1.0137076105554,0.00189116012105006
405.955752089139,1.01556198165346,1.01369182325301,0.00187015840044991
405.999913495556,1.01552529185976,1.01367606748088,0.00184922437887991
406.04407490197,1.01548865996022,1.01366034550103,0.00182831445918996
406.088236308387,1.01545201940968,1.01364465835632,0.00180736105336021
406.132397714803,1.01541529426677,1.01362900989354,0.00178628437322992
406.17655912122,1.01537840752843,1.01361340686585,0.00176500066258001
406.220720527634,1.01534129511882,1.01359786207078,0.00174343304804014
406.26488193405,1.0153039522392,1.01358240877359,0.00172154346560993
406.309043340467,1.0152663622742,1.01356707200351,0.00169929027069005
406.353204746883,1.01522850590208,1.01355185426687,0.00167665163521002
406.3973661533,1.01519036850814,1.01353673582613,0.00165363268201002
406.441527559714,1.01515194083972,1.01352167649182,0.00163026434790003
406.485688966131,1.01511321970461,1.01350662075058,0.00160659895402993
406.529850372547,1.01507421361605,1.01349153186301,0.00158268175303999
406.574011778964,1.01503495720457,1.0134763952676,0.00155856193697002
406.61817318538,1.01499548527561,1.01346120631767,0.00153427895794001
406.662334591794,1.01495582533616,1.01344596690801,0.00150985842814988
406.706495998211,1.01491599432971,1.013430684276,0.00148531005371
406.750657404628,1.01487599495442,1.01341536664719,0.00146062830723004
406.794818811044,1.01483581009005,1.01340000379407,0.00143580629598006
406.838980217461,1.01479542012569,1.01338459535457,0.00141082477111998
