Pixel,Group01_WhiteNorm,Group02_WhiteNorm,Group03_WhiteNorm,Group04_WhiteNorm,Group05_WhiteNorm,Group06_WhiteNorm,Group07_WhiteNorm,Group08_WhiteNorm,Group09_WhiteNorm,Group10_WhiteNorm,Group11_WhiteNorm
21,0.917821964441214,1,0.934849300821154,0.911246033838702,0.963216394487502,0.923915992288532,0.958169766989883,0.89008210613189,0.949982995788448,0.964306490453952,0.969097009296306
21.1666283718579,0.917802431201316,1,0.934827920133607,0.911245442692831,0.963214617788131,0.923911183864665,0.95814610218153,0.890084091420839,0.949972164390825,0.964301859121656,0.969092173497406
21.3332567437158,0.917782774605209,1,0.934806389631845,0.911244847940864,0.963212836681154,0.923906339451758,0.958122266244246,0.890086114069086,0.949961256025487,0.964297197292865,0.969087302720955
21.4998851155737,0.917763001612016,1,0.934784716983503,0.911244249814743,0.963211051780325,0.923901460796502,0.958098267671246,0.890088173314922,0.949950274563707,0.964292506616871,0.969082398693179
21.6665134874316,0.917743119180859,1,0.934762909856216,0.91124364854641,0.963209263699399,0.923896549645582,0.958074114955748,0.89009026839664,0.949939223876762,0.964287788742969,0.969077463140307
21.8331418592896,0.91772313427086,1,0.934740975917619,0.911243044367805,0.963207473052132,0.923891607745688,0.958049816590964,0.890092398552533,0.949928107835925,0.964283045320451,0.969072497788569
21.9997702311475,0.917703053841143,1,0.934718922835348,0.911242437510872,0.963205680452278,0.923886636843508,0.958025381070113,0.890094563020893,0.949916930312474,0.96427827799861,0.969067504364192
22.1663986030054,0.917682884850831,1,0.934696758277038,0.911241828207551,0.963203886513593,0.923881638685728,0.958000816886408,0.890096761040013,0.949905695177681,0.964273488426741,0.969062484593405
22.3330269748633,0.917662634259045,1,0.934674489910325,0.911241216689784,0.963202091849831,0.923876615019038,0.957976132533067,0.890098991848186,0.949894406302824,0.964268678254135,0.969057440202435
22.4996553467212,0.917642309024909,1,0.934652125402843,0.911240603189512,0.963200297074748,0.923871567590125,0.957951336503303,0.890101254683704,0.949883067559177,0.964263849130087,0.969052372917512
22.6662837185791,0.917621916107544,1,0.934629672422228,0.911239987938678,0.963198502802099,0.923866498145677,0.957926437290333,0.89010354878486,0.949871682818014,0.964259002703889,0.969047284464864
22.832912090437,0.917601462466075,1,0.934607138636116,0.911239371169222,0.963196709645638,0.923861408432383,0.957901443387372,0.890105873389947,0.949860255950613,0.964254140624835,0.969042176570718
22.9995404622949,0.917580955059623,1,0.93458453171214,0.911238753113087,0.963194918219121,0.923856300196929,0.957876363287637,0.890108227737257,0.949848790828246,0.964249264542219,0.969037050961304
23.1661688341528,0.917560400847311,1,0.934561859317938,0.911238134002213,0.963193129136303,0.923851175186005,0.957851205484342,0.890110611065082,0.94983729132219,0.964244376105333,0.969031909362849
23.3327972060108,0.917539806788262,1,0.934539129121144,0.911237514068543,0.963191343010938,0.923846035146297,0.957825978470703,0.890113022611716,0.949825761303721,0.96423947696347,0.969026753501583
23.4994255778687,0.917519179841598,1,0.934516348789392,0.911236893544017,0.963189560456783,0.923840881824494,0.957800690739936,0.890115461615452,0.949814204644112,0.964234568765924,0.969021585103733
23.6660539497266,0.917498526966442,1,0.93449352599032,0.911236272660578,0.963187782087591,0.923835716967284,0.957775350785256,0.890117927314581,0.949802625214639,0.964229653161989,0.969016405895528
23.8326823215845,0.917477855121917,1,0.934470668391562,0.911235651650168,0.963186008517119,0.923830542321355,0.957749967099879,0.890120418947396,0.949791026886578,0.964224731800956,0.969011217603196
23.9993106934424,0.917457171267144,1,0.934447783660753,0.911235030744727,0.96318424035912,0.923825359633395,0.95772454817702,0.89012293575219,0.949779413531203,0.964219806332121,0.969006021952965
24.1659390653003,0.917436482361249,1,0.934424879465528,0.911234410176197,0.96318247822735,0.923820170650091,0.957699102509895,0.890125476967257,0.94976778901979,0.964214878404774,0.969000820671064
24.3325674371582,0.917415795363351,1,0.934401963473523,0.91123379017652,0.963180722735565,0.923814977118132,0.95767363859172,0.890128041830887,0.949756157223614,0.964209949668212,0.968995615483722
24.4991958090161,0.917395117232575,1,0.934379043352373,0.911233170977637,0.96317897449752,0.923809780784206,0.957648164915711,0.890130629581374,0.94974452201395,0.964205021771725,0.968990408117165
24.665824180874,0.917374454928043,1,0.934356126769714,0.911232552811491,0.963177234126967,0.923804583395,0.957622689975081,0.890133239457011,0.949732887262073,0.964200096364608,0.968985200297624
24.832452552732,0.917353815408878,1,0.934333221393181,0.911231935910022,0.963175502237665,0.923799386697202,0.957597222263048,0.89013587069609,0.949721256839259,0.964195175096154,0.968979993751326
24.9990809245899,0.917333205634202,1,0.934310334890407,0.911231320505172,0.963173779443367,0.923794192437501,0.957571770272827,0.890138522536904,0.949709634616782,0.964190259615656,0.968974790204499
25.1657092964478,0.917312632563138,1,0.934287474929031,0.911230706828883,0.963172066357828,0.923789002362585,0.957546342497634,0.890141194217746,0.949698024465917,0.964185351572408,0.968969591383373
25.3323376683057,0.917292103154807,1,0.934264649176686,0.911230095113097,0.963170363594803,0.92378381821914,0.957520947430684,0.890143884976907,0.949686430257941,0.964180452615702,0.968964399014175
