Pixel,Group09_AreaNormShape,Group08_AreaNormShape,Difference_A_minus_B
21,0.985829858100492,0.985661975339167,0.000167882761324845
21.1666283718579,0.985818617988586,0.985664173814807,0.000154444173779855
21.3332567437158,0.985807298004648,0.985666413661504,0.000140884343143743
21.4998851155737,0.985795902166032,0.985668694035758,0.000127208130274004
21.6665134874316,0.985784434490093,0.985671014094066,0.000113420396027131
21.8331418592896,0.985772898994185,0.985673372992925,9.95260012600641e-05
21.9997702311475,0.985761299695664,0.985675769888835,8.55298068290766e-05
22.1663986030054,0.985749640611884,0.985678203938293,7.14366735905525e-05
22.3330269748633,0.985737925760199,0.985680674297797,5.7251462401875e-05
22.4996553467212,0.985726159157964,0.985683180123845,4.2979034118984e-05
22.6662837185791,0.985714344822535,0.985685720572936,2.86242495990408e-05
22.832912090437,0.985702486771265,0.985688294801567,1.41919696985404e-05
22.9995404622949,0.98569058902151,0.985690901966236,-3.12944726355013e-07
23.1661688341528,0.985678655590624,0.985693541223442,-1.48856328182623e-05
23.3327972060108,0.985666690495962,0.985696211729683,-2.95212337209083e-05
23.4994255778687,0.985654697754878,0.985698912641456,-4.4214886577798e-05
23.6660539497266,0.985642681384728,0.98570164311526,-5.89617305322143e-05
23.8326823215845,0.985630645402865,0.985704402307593,-7.375690472744e-05
23.9993106934424,0.985618593826646,0.985707189374952,-8.85955483060918e-05
24.1659390653003,0.985606530673423,0.985710003473837,-0.000103472800413118
24.3325674371582,0.985594459960553,0.985712843760744,-0.000118383800190136
24.4991958090161,0.985582385705389,0.985715709392172,-0.000133323686782205
24.665824180874,0.985570311925287,0.985718599524619,-0.000148287599331276
24.832452552732,0.985558242637602,0.985721513314583,-0.000163270676980964
24.9990809245899,0.985546181859687,0.985724449918563,-0.000178268058875553
25.1657092964478,0.985534133608897,0.985727408493056,-0.000193274884158323
25.3323376683057,0.985522101902588,0.98573038819456,-0.000208286291971338
25.4989660401636,0.985510090758114,0.985733388179573,-0.00022329742145899
25.6655944120215,0.98549810419283,0.985736407604594,-0.000238303411764229
25.8322227838794,0.98548614622409,0.98573944562612,-0.000253299402030005
25.9988511557373,0.985474220869249,0.98574250140065,-0.000268280531401155
26.1654795275952,0.985462067904263,0.985745625363158,-0.000283557458895412
26.3321078994531,0.985450028066526,0.985748751957356,-0.000298723890829966
26.4987362713111,0.985438124279318,0.985751876413667,-0.000313752134349476
26.665364643169,0.985426379394087,0.985754993594729,-0.000328614200642119
26.8319930150269,0.985414817718397,0.985758098309913,-0.000343280591515893
26.9986213868848,0.985403463477002,0.985761184998109,-0.000357721521107912
27.1652497587427,0.985392167073152,0.985764284101437,-0.000372117028284769
27.3318781306006,0.98538092842032,0.98576739559344,-0.000386467173119964
27.4985065024585,0.985369747379712,0.985770519461637,-0.000400772081925349
27.6651348743164,0.985358623806546,0.985773655693678,-0.000415031887132655
27.8317632461743,0.985347557555146,0.985776804275842,-0.000429246720696108
27.9983916180323,0.985336548484045,0.985779965191528,-0.000443416707482824
28.1650199898902,0.985325596504494,0.985783138409471,-0.000457541904976377
28.3316483617481,0.985314701531106,0.985786323900498,-0.000471622369392022
28.498276733606,0.985303863424522,0.985789521651796,-0.000485658227274421
28.6649051054639,0.985293082039322,0.985792731650707,-0.000499649611385489
28.8315334773218,0.985282357229159,0.985795953883279,-0.00051359665411943
28.9981618491797,0.985271688851881,0.985799188332809,-0.000527499480928006
29.1647902210376,0.985261076818247,0.98580243496843,-0.000541358150182969
29.3314185928955,0.985250521042723,0.985805693761166,-0.000555172718442853
29.4980469647535,0.985240021385401,0.98580896469789,-0.000568943312489134
29.6646753366114,0.985229577700237,0.985812247765655,-0.000582670065418456
29.8313037084693,0.985219189840219,0.985815542950291,-0.000596353110071668
29.9979320803272,0.985208857662518,0.985818850234996,-0.000609992572478513
30.1645604521851,0.985198581077412,0.985822169589273,-0.000623588511861284
30.331188824043,0.985188359999259,0.985825500984336,-0.000637140985076723
30.4978171959009,0.985178194287612,0.985828844406763,-0.000650650119150997
30.6644455677588,0.985168083795812,0.985832199843334,-0.000664116047521701
30.8310739396167,0.985158028376191,0.985835567279672,-0.000677538903481656
30.9977023114747,0.985148027885243,0.985838946698876,-0.000690918813633368
31.1643306833326,0.985138082232794,0.985842338070802,-0.000704255838008261
31.3309590551905,0.985128191333117,0.985845741366842,-0.000717550033725312
31.4975874270484,0.985118355045238,0.985849156573298,-0.000730801528059044
31.6642157989063,0.985108573221901,0.98585258367669,-0.000744010454789779
31.8308441707642,0.985098845714778,0.985856022662446,-0.000757176947668525
31.9974725426221,0.985089172379699,0.985859473513569,-0.000770301133870444
32.16410091448,0.985079553126052,0.985862936200247,-0.000783383074194566
32.3307292863379,0.985069987868058,0.985866410694041,-0.00079642282598269
32.4973576581959,0.985060476464237,0.985869896980994,-0.000809420516757475
32.6639860300538,0.985051018766731,0.985873395047384,-0.000822376280653292
32.8306144019117,0.985041614626567,0.985876904878448,-0.000835290251880783
32.9972427737696,0.985032263898912,0.985880426457099,-0.000848162558187315
33.1638711456275,0.985022966492736,0.985883959753836,-0.000860993261099341
33.3304995174854,0.985013722322242,0.985887504740387,-0.000873782418144842
33.4971278893433,0.985004531245451,0.985891061402547,-0.000886530157095944
33.6637562612012,0.98499539311392,0.985894629726364,-0.000899236612444065
33.8303846330591,0.984986307778033,0.985898209696896,-0.000911901918862812
33.9970130049171,0.984977275092292,0.985901801296967,-0.000924526204674314
34.163641376775,0.984968294965275,0.985905404497372,-0.000937109532097358
34.3302697486329,0.984959367311196,0.985909019269998,-0.000949651958802256
34.4968981204908,0.984950491987598,0.985912645600408,-0.000962153612810268
34.6635264923487,0.984941668845455,0.985916283474431,-0.000974614628976189
34.8301548642066,0.98493289773451,0.985919932876954,-0.000987035142444026
34.9967832360645,0.984924178508606,0.985923593790717,-0.000999415282111227
35.1634116079224,0.984915511075946,0.985927266186794,-0.0010117551108485
35.3300399797803,0.984906895350794,0.985930950037226,-0.00102405468643163
35.4966683516382,0.984898331190224,0.985934645327356,-0.00103631413713179
35.6632967234962,0.984889818444637,0.985938352042805,-0.00104853359816892
35.8299250953541,0.984881356963139,0.9859420701683,-0.00106071320516099
35.996553467212,0.98487294659891,0.985945799686497,-0.00107285308758687
36.1631818390699,0.984864587259803,0.985949540568738,-0.00108495330893499
36.3298102109278,0.984856278860166,0.985953292787208,-0.00109701392704253
36.4964385827857,0.984848021256621,0.985957056327048,-0.00110903507042737
36.6630669546436,0.984839814298999,0.98596083117368,-0.00112101687468091
36.8296953265015,0.984831657835773,0.985964617311676,-0.00113295947590331
36.9963236983594,0.984823551719454,0.985968414723613,-0.00114486300415872
37.1629520702174,0.984815495857572,0.985972223381087,-0.00115672752351537
37.3295804420753,0.984807490164596,0.985976043256428,-0.00116855309183161
37.4962088139332,0.984799534496709,0.985979874334578,-0.00118033983786892
37.6628371857911,0.984791628703182,0.985983716600774,-0.00119208789759129
37.829465557649,0.984783772631847,0.98598757003944,-0.00120379740759258
37.9960939295069,0.984775966134552,0.985991434633078,-0.00121546849852638
38.1627223013648,0.984768209118517,0.985995310353528,-0.00122710123501113
38.3293506732227,0.98476050149838,0.985999197173255,-0.00123869567487533
38.4959790450806,0.984752843129897,0.986003095077017,-0.00125025194712025
38.6626074169386,0.984745233861782,0.986007004049875,-0.00126177018809337
