Pixel,NormalizedADC,SmoothedNormalizedADC
21,0.855057351407716,0.863406726489881
22,0.855057351407716,0.863374266481382
23,0.858185610010427,0.863342711441536
24,0.857838025721237,0.863312053646712
25,0.860966284323949,0.863282285373281
26,0.860618700034758,0.863253398897614
27,0.855057351407716,0.86322538649608
28,0.860966284323949,0.863198240445051
29,0.857838025721237,0.863171953020896
30,0.860618700034758,0.863146516499986
31,0.860966284323949,0.863121923158692
32,0.857838025721237,0.863098165273383
33,0.858185610010427,0.863075235120431
34,0.858185610010427,0.863053124976205
35,0.86374695863747,0.863031827117076
36,0.860966284323949,0.863011333819415
37,0.857838025721237,0.862991637359592
38,0.857838025721237,0.862972730013977
39,0.86374695863747,0.862954604058941
40,0.860966284323949,0.862937251770854
41,0.860618700034758,0.862920665426087
42,0.857838025721237,0.862904837301009
43,0.857838025721237,0.862889759671993
44,0.857838025721237,0.862875424815407
45,0.860618700034758,0.862861825007622
46,0.857838025721237,0.862848952525009
47,0.855404935696906,0.862836799643938
48,0.857838025721237,0.862825358640779
49,0.855404935696906,0.862814621791903
50,0.860966284323949,0.862804581373681
51,0.858185610010427,0.862795229662482
52,0.849843587069864,0.862786558934678
53,0.857838025721237,0.862778561466639
54,0.857838025721237,0.862771229534734
55,0.857838025721237,0.862764555415334
56,0.860618700034758,0.862758531384811
57,0.855404935696906,0.862753149719533
58,0.857838025721237,0.862748402695873
59,0.852624261383385,0.862744282590199
60,0.860618700034758,0.862740781678883
61,0.860966284323949,0.862737892238295
62,0.857838025721237,0.862735606544805
63,0.857838025721237,0.862733916874784
64,0.857838025721237,0.862732815504602
65,0.855057351407716,0.86273229471063
66,0.855404935696906,0.862732346769237
67,0.855057351407716,0.862732963956796
68,0.852624261383385,0.862734138549674
69,0.855057351407716,0.862735862824245
70,0.858185610010427,0.862738129056877
71,0.857838025721237,0.86274092952394
72,0.855404935696906,0.862744256501807
73,0.860618700034758,0.862748102266846
74,0.858185610010427,0.862752459095428
75,0.860966284323949,0.862757319263925
76,0.855404935696906,0.862762675048705
77,0.860966284323949,0.86276851872614
78,0.860966284323949,0.8627748425726
79,0.861661452902329,0.862781638864456
80,0.860966284323949,0.862788899878077
81,0.860966284323949,0.862796617889835
82,0.866527632950991,0.862804785176099
83,0.858185610010427,0.86281339401324
84,0.860966284323949,0.862822436677629
85,0.866527632950991,0.862831905445635
86,0.860618700034758,0.86284179259363
87,0.860966284323949,0.862852090397984
88,0.860966284323949,0.862862791135067
89,0.860618700034758,0.862873887081249
90,0.857838025721237,0.862885370512902
91,0.860618700034758,0.862897233706394
92,0.860966284323949,0.862909468938098
93,0.86374695863747,0.862922068484383
94,0.858185610010427,0.862935024621619
95,0.858185610010427,0.862948329626178
96,0.855057351407716,0.862961975774429
97,0.855404935696906,0.862958042047552
98,0.860618700034758,0.862956505007267
99,0.860618700034758,0.862953869276272
100,0.857838025721237,0.86295358303202
101,0.852624261383385,0.862952150897208
102,0.858185610010427,0.862954814795854
103,0.855404935696906,0.862983308279663
104,0.857838025721237,0.863014128259318
105,0.857838025721237,0.863047274734818
106,0.855057351407716,0.863057635254212
107,0.855057351407716,0.863068691590753
108,0.858185610010427,0.863105534880333
109,0.855057351407716,0.863119549581683
110,0.855404935696906,0.863157720557375
111,0.857838025721237,0.863198292939642
112,0.855057351407716,0.863261185369817
113,0.855404935696906,0.863346422209113
114,0.858185610010427,0.863433903629676
115,0.857838025721237,0.863520090860796
116,0.858185610010427,0.86357633267981
117,0.858185610010427,0.863653017210751
118,0.858185610010427,0.863725077678941
119,0.858185610010427,0.863792559761653
120,0.857838025721237,0.863855509136164
121,0.857838025721237,0.863890468390431
122,0.860618700034758,0.863922574337619
123,0.866180048661801,0.863951851338943
124,0.857838025721237,0.863978323755614
125,0.857838025721237,0.864002015948847
126,0.855057351407716,0.864022952279853
127,0.855057351407716,0.864041157109847
128,0.855404935696906,0.864056654800042
129,0.857838025721237,0.864069469711649
130,0.857838025721237,0.864076268621695
131,0.857838025721237,0.864080660339377
132,0.857838025721237,0.864082666180756
133,0.860966284323949,0.864058804372578
134,0.857838025721237,0.864034187366795
135,0.858185610010427,0.864008815163407
136,0.860966284323949,0.863982687762416
137,0.860618700034758,0.863955805163819
138,0.860966284323949,0.863928167367619
139,0.860966284323949,0.863899774373814
140,0.860966284323949,0.863870626182404
141,0.861661452902329,0.863815610341437
142,0.860966284323949,0.863758208624167
143,0.860966284323949,0.863698399714534
144,0.860966284323949,0.863636162296474
145,0.860966284323949,0.863571475053928
146,0.861661452902329,0.863504316670833
147,0.866180048661801,0.863459778283082
148,0.858185610010427,0.863414356801357
149,0.860966284323949,0.863371639718797
150,0.860966284323949,0.863328272496363
151,0.860966284323949,0.863282509957656
152,0.858185610010427,0.863243136451586
153,0.860618700034758,0.863206797439116
154,0.858185610010427,0.863173495965397
155,0.858185610010427,0.863143235075581
156,0.855057351407716,0.863116017814821
157,0.860618700034758,0.863091847228268
158,0.860966284323949,0.863070726361072
159,0.860966284323949,0.863076161347703
160,0.860618700034758,0.863086421681607
161,0.858185610010427,0.863121450365331
162,0.860966284323949,0.863132680580029
163,0.860966284323949,0.863165167780202
164,0.857838025721237,0.863200790268493
165,0.858185610010427,0.863212736093826
166,0.857838025721237,0.86322255762138
167,0.855057351407716,0.863233636796559
168,0.860966284323949,0.863245997980574
169,0.857838025721237,0.863231195498496
170,0.866527632950991,0.86321631993278
171,0.860618700034758,0.863226483735378
172,0.855404935696906,0.863189589591766
173,0.855057351407716,0.863154231727151
174,0.860618700034758,0.863147249498976
175,0.860966284323949,0.863136358514169
176,0.858185610010427,0.863124916356916
177,0.860618700034758,0.863112923027219
178,0.866180048661801,0.863100378525076
179,0.855404935696906,0.863087282850488
180,0.860618700034758,0.863073636003455
181,0.860618700034758,0.863034325532024
182,0.857838025721237,0.862992833209449
183,0.860618700034758,0.862949137719669
184,0.860618700034758,0.862899860162434
185,0.855404935696906,0.862848563669669
186,0.860618700034758,0.86279522388016
187,0.858185610010427,0.862739816432693
188,0.855404935696906,0.862710787002197
189,0.852624261383385,0.86268104500622
190,0.852624261383385,0.86265059044476
191,0.852624261383385,0.862623010810956
192,0.855057351407716,0.86259495156577
193,0.849843587069864,0.862566415754353
194,0.855057351407716,0.862560909511174
195,0.855057351407716,0.862553344745493
196,0.849843587069864,0.862543745818523
197,0.852624261383385,0.862532137091476
198,0.855404935696906,0.86251495543243
199,0.852624261383385,0.862495579741634
200,0.855057351407716,0.86247403133515
201,0.855057351407716,0.862450331529038
202,0.855057351407716,0.862424501639361
203,0.855404935696906,0.862396562982179
204,0.857838025721237,0.862366536873554
205,0.860966284323949,0.862334444629548
206,0.852624261383385,0.862300307566222
207,0.855404935696906,0.862264146999637
208,0.852624261383385,0.862225984245855
209,0.857838025721237,0.862185840620938
210,0.852624261383385,0.862147324934082
211,0.857838025721237,0.862132216414266
212,0.857838025721237,0.862120645142584
213,0.858185610010427,0.862085799167959
214,0.858185610010427,0.862052818348707
215,0.858185610010427,0.862021730091193
216,0.855057351407716,0.861965701128279
217,0.857838025721237,0.861940295123708
218,0.858185610010427,0.861916839538757
219,0.855057351407716,0.861918864869107
220,0.857838025721237,0.861897804295913
221,0.855057351407716,0.861878797677495
222,0.860966284323949,0.861861872420216
223,0.855404935696906,0.861847055930441
224,0.857838025721237,0.861857878703853
225,0.860618700034758,0.86187263459511
226,0.860966284323949,0.861884430294466
227,0.857838025721237,0.861893314524349
228,0.855404935696906,0.861880935678455
229,0.860618700034758,0.861892349211282
230,0.860618700034758,0.86190410075594
231,0.860618700034758,0.861916239034855
232,0.855404935696906,0.861928812770454
233,0.860618700034758,0.861941870685162
234,0.860618700034758,0.861955461501405
235,0.855057351407716,0.86196963394161
236,0.858185610010427,0.861984436728202
237,0.857838025721237,0.86199656099942
238,0.855404935696906,0.861986136836357
239,0.855404935696906,0.861953188600228
240,0.855057351407716,0.861917864841312
241,0.858185610010427,0.861860249963428
242,0.855057351407716,0.861828938191785
243,0.858185610010427,0.861775313985113
244,0.860618700034758,0.861720880986168
245,0.857838025721237,0.861668972417925
246,0.860618700034758,0.861616206334982
247,0.857838025721237,0.861594842769202
248,0.860618700034758,0.861578018001926
249,0.860966284323949,0.861565728988006
250,0.852624261383385,0.861557972682287
251,0.860618700034758,0.861554746039619
252,0.857838025721237,0.86155604601485
253,0.855057351407716,0.861561869562829
254,0.855404935696906,0.861572213638403
255,0.855057351407716,0.861587075196422
256,0.858185610010427,0.861606451191733
257,0.857838025721237,0.861630338579185
258,0.858185610010427,0.861658734313626
259,0.857838025721237,0.861691635349906
260,0.860966284323949,0.861729038642871
261,0.858185610010427,0.861745828695417
262,0.857838025721237,0.861761896742512
263,0.858185610010427,0.861755460510025
264,0.857838025721237,0.861749974364848
265,0.858185610010427,0.861745159675604
266,0.855057351407716,0.861740737810921
267,0.855404935696906,0.861736660048372
268,0.855057351407716,0.861707765213578
269,0.860618700034758,0.861677486357368
270,0.860618700034758,0.861645753441255
271,0.857838025721237,0.86161249642675
272,0.855057351407716,0.861599400143132
273,0.855057351407716,0.861586497226642
274,0.855404935696906,0.861573735909703
275,0.857838025721237,0.861561064424737
276,0.855404935696906,0.861541715835791
277,0.849843587069864,0.861529522439631
278,0.860618700034758,0.861517257482408
279,0.857838025721237,0.861504869196544
280,0.855057351407716,0.861492305814461
281,0.855404935696906,0.861456242388213
282,0.855404935696906,0.861421948195063
283,0.855057351407716,0.861416210824875
284,0.858185610010427,0.861435394062088
285,0.855404935696906,0.861455967411021
286,0.855057351407716,0.861477903465308
287,0.860966284323949,0.861501174818586
288,0.860618700034758,0.861525754064488
289,0.857838025721237,0.861551613796652
290,0.855057351407716,0.861578726608711
291,0.855404935696906,0.861607065094302
292,0.860618700034758,0.861639959431248
293,0.857838025721237,0.861673797765198
294,0.860618700034758,0.861708555734942
295,0.860618700034758,0.861744208979265
296,0.850538755648245,0.861780733136955
297,0.855057351407716,0.861841606936114
298,0.855404935696906,0.861901714879639
299,0.857838025721237,0.861961053922375
300,0.858185610010427,0.862022978603362
301,0.860618700034758,0.862083901429462
302,0.852624261383385,0.862172522345766
303,0.852624261383385,0.86226200503998
304,0.849843587069864,0.86235237387332
305,0.860966284323949,0.862443653206997
306,0.855057351407716,0.862535867402224
307,0.852624261383385,0.862629040820216
308,0.855404935696906,0.862723197822183
309,0.855057351407716,0.862818362769341
310,0.855057351407716,0.862889447570949
311,0.857838025721237,0.862956370868337
312,0.860618700034758,0.862997377793743
313,0.855057351407716,0.863061062572372
314,0.855057351407716,0.863098809662956
315,0.860618700034758,0.863134100838751
316,0.858185610010427,0.863188669651458
317,0.861661452902329,0.863219094370431
318,0.857838025721237,0.86325046308641
319,0.866180048661801,0.863279393853993
320,0.860966284323949,0.863313034253088
321,0.857838025721237,0.863348002338294
322,0.860966284323949,0.863384273748398
323,0.858185610010427,0.863450294158329
324,0.860618700034758,0.863542476074949
325,0.86374695863747,0.863607028417278
326,0.860966284323949,0.863670808813669
327,0.855404935696906,0.863737171803157
328,0.860966284323949,0.863802529892608
329,0.861661452902329,0.863863525497832
330,0.860966284323949,0.863900239977498
331,0.858185610010427,0.863937761422347
332,0.860966284323949,0.863976065471164
333,0.861661452902329,0.864015127762738
334,0.866180048661801,0.864078427025171
335,0.868960722975322,0.864144435254495
336,0.860966284323949,0.864209794866521
337,0.860966284323949,0.86427450586125
338,0.860618700034758,0.864338568238682
339,0.861661452902329,0.86439839450568
340,0.860966284323949,0.864457339201281
341,0.855404935696906,0.864515399280333
342,0.858185610010427,0.864572571697686
343,0.860618700034758,0.864628853408186
344,0.857838025721237,0.864684241366682
345,0.860966284323949,0.86471362007607
346,0.860618700034758,0.864740468264452
347,0.861661452902329,0.864764761570617
348,0.860966284323949,0.864789833217539
349,0.857838025721237,0.864835577485335
350,0.860966284323949,0.864880239506243
351,0.860966284323949,0.864920234832276
352,0.866180048661801,0.864955566508587
353,0.866527632950991,0.864986237580327
354,0.86374695863747,0.865012251092648
355,0.866180048661801,0.865030252506513
356,0.860966284323949,0.865020326225742
357,0.860618700034758,0.865007563386227
358,0.860966284323949,0.864991942671907
359,0.860618700034758,0.86497344276672
360,0.866180048661801,0.864952042354604
361,0.86374695863747,0.864924362535311
362,0.860966284323949,0.864897324024951
363,0.86374695863747,0.86486396043014
364,0.860966284323949,0.864852947334752
365,0.860618700034758,0.864840778604321
366,0.858185610010427,0.864827451193693
367,0.860966284323949,0.864841662002808
368,0.860966284323949,0.864827871729134
369,0.857838025721237,0.864789434911705
370,0.860618700034758,0.864726327189309
371,0.857838025721237,0.864687118425942
372,0.860618700034758,0.864648281171074
373,0.860966284323949,0.864609791063492
374,0.858185610010427,0.864571623741982
375,0.855057351407716,0.86450864239338
376,0.855404935696906,0.864440716936589
377,0.860966284323949,0.864374743726509
378,0.857838025721237,0.864307319501677
379,0.857838025721237,0.864258314180999
380,0.855404935696906,0.864209303074533
381,0.860966284323949,0.864156674327929
