Pixel,SmoothedIntensityADC,ReferenceIntensityADC,ReferenceCorrectedRatio,ReferenceCorrectedRatioNormalizedMax
21,1475.686678885083,2295.3742109671243,0.6428959042209169,0.8716140210939979
22,1475.7379534951094,2295.264152045115,0.6429490706680555,0.8716861021579361
23,1475.796405766191,2295.1260979790954,0.6430132126795383,0.8717730634780853
24,1475.8421681486582,2294.990850138015,0.6430710466928026,0.8718514726521465
25,1475.8855077654955,2294.8584085218736,0.6431270453483527,0.8719273935174366
26,1475.8591606250125,2294.728773130671,0.6431518957299321,0.8719610847275874
27,1475.8349355832024,2294.601943964408,0.6431768871569014,0.8719949671617583
28,1475.8127716351753,2294.4779210230827,0.643201992973254,0.8720290046807412
29,1475.85987176773,2294.385531731707,0.643248421573602,0.8720919508261084
30,1475.837102128295,2294.294000866283,0.6432641595066048,0.8721132877221411
31,1475.816271572863,2294.222572855104,0.6432751072343629,0.8721281302385586
32,1475.7973190965438,2294.150757027123,0.6432869830267637,0.872144230990018
33,1475.7033105610883,2294.0785969572635,0.6432662387933779,0.8721161067407309
34,1475.6162522255977,2294.0061362204465,0.6432486072843686,0.872092202605762
35,1475.5360133653082,2293.933418391593,0.6432340195819155,0.8720724251489292
36,1475.4624632554558,2293.8604870456247,0.6432224067627479,0.8720566809266618
37,1475.395471171276,2293.7873857574637,0.6432136998975017,0.8720448764871271
38,1475.3349063880046,2293.7141581020296,0.6432078300501026,0.872036918369396
39,1475.357511314237,2293.640847654245,0.6432382440446665,0.8720781525162078
40,1475.3042148278569,2293.567497989031,0.6432355778155139,0.8720745377432755
41,1475.3338963213266,2293.494152681309,0.6432690899152821,0.8721199721842829
42,1475.4316217975786,2293.440073589341,0.6433268690070716,0.8721983068978799
43,1475.525521395731,2293.3847874720495,0.6433833212184913,0.8722748426771129
44,1475.615595115783,2293.3283553343244,0.6434384294265902,0.8723495563073305
45,1475.701842957735,2293.270838181056,0.6434921764967853,0.8724224245581113
46,1475.784264921587,2293.212297017136,0.6435445452831353,0.872493424183635
47,1475.7955970156495,2293.152792847451,0.6435661860905161,0.8725227639741313
48,1475.749993245896,2293.0923866768935,0.6435632518864733,0.8725187858909493
49,1475.70894305543,2293.0311395103536,0.6435625393951466,0.8725178199220791
50,1475.6723331494557,2292.969112352719,0.6435639822619897,0.8725197761065294
51,1475.640050233178,2292.906366208882,0.6435675141296844,0.8725245644795507
52,1475.6119810118007,2292.842962083731,0.64357306863736,0.8725320950715775
53,1475.5880121905286,2292.778960982157,0.6435805794198458,0.872542277907214
54,1475.6929493162745,2292.7144239090494,0.6436444652362052,0.8726288918876769
55,1475.6684009485477,2292.649411869299,0.6436520094650536,0.8726391200686303
56,1475.772645233043,2292.5839858677946,0.6437158482874205,0.8727256703364105
57,1475.8722095709788,2292.5182069094267,0.6437777484701511,0.8728095922696847
58,1475.9670939623547,2292.452135999086,0.6438376927416657,0.8728908624522964
59,1476.0669075488408,2292.3858341416612,0.6438998555849674,0.8729751404908671
60,1476.161391922438,2292.319362342043,0.6439597449520544,0.8730563362361266
61,1476.250555798131,2292.2623907467914,0.6440146476063704,0.8731307711842774
62,1476.4016718825935,2292.233549377807,0.6440886759917379,0.8732311360772899
