Pixel,SmoothedIntensityADC,ReferenceIntensityADC,ReferenceCorrectedRatio,ReferenceCorrectedRatioNormalizedMax
21,1277.9035582409408,2295.3742109671243,0.5567299450064457,0.8346540939297128
22,1277.8710992819802,2295.264152045115,0.5567424987417582,0.8346729145925255
23,1277.8388756275954,2295.1260979790954,0.5567619473077136,0.834702072041916
24,1277.8068872777865,2294.990850138015,0.5567808199326556,0.8347303660358216
25,1277.7463068075435,2294.8584085218736,0.5567865547010129,0.8347389636475184
26,1277.6879094408628,2294.728773130671,0.556792560585593,0.8347479677188773
27,1277.6316690327922,2294.601943964408,0.5567988262161996,0.8347573612036067
28,1277.577559438379,2294.4779210230827,0.5568053402181883,0.8347671270487467
29,1277.5255545126697,2294.385531731707,0.5568050952397902,0.8347667597751255
30,1277.4756281107116,2294.294000866283,0.5568055478628111,0.8347674383512661
31,1277.4277540875528,2294.222572855104,0.5568020161608929,0.8347621435948208
32,1277.3819062982393,2294.150757027123,0.5567994615809537,0.8347583137476506
33,1277.3380585978184,2294.0785969572635,0.5567978622406432,0.8347559160035564
34,1277.296184841338,2294.0061362204465,0.5567971962558839,0.8347549175537498
35,1277.2562588838446,2293.933418391593,0.5567974417406594,0.8347552855865361
36,1277.2182545803853,2293.8604870456247,0.5567985768068123,0.8347569872870103
37,1277.1821457860074,2293.7873857574637,0.5568005795638514,0.8347599898367687
38,1277.0902515057385,2293.7141581020296,0.5567782920965563,0.8347265762832351
39,1277.0617508926398,2293.640847654245,0.5567836621843902,0.834734627162904
40,1277.0350150638578,2293.567497989031,0.5567898115854645,0.8347438463953666
41,1277.01001787444,2293.494152681309,0.5567967183964677,0.8347542011429988
42,1276.986733179434,2293.440073589341,0.5567996948709848,0.8347586634979761
43,1276.9651348338866,2293.3847874720495,0.5568036998455278,0.8347646677886172
44,1276.945196692845,2293.3283553343244,0.5568087071886791,0.8347721748384866
45,1276.9268926113564,2293.270838181056,0.5568146907690027,0.8347811454711214
46,1276.910196444468,2293.212297017136,0.5568216244546531,0.8347915405094448
47,1276.8950820472269,2293.152792847451,0.5568294821130004,0.834803320775204
48,1276.8815232746801,2293.0923866768935,0.5568382376102661,0.8348164470884242
49,1276.8694939818752,2293.0311395103536,0.5568478648111747,0.8348308802668861
50,1276.8589680238583,2292.969112352719,0.5568583375786197,0.834846581125626
51,1276.8499192556778,2292.906366208882,0.5568696297733414,0.8348635104764512
52,1276.8423215323805,2292.842962083731,0.5568817152536207,0.8348816291274825
53,1276.8361487090133,2292.778960982157,0.556894567874984,0.8349008978827108
54,1276.8313746406234,2292.7144239090494,0.556908161489926,0.834921277541582
55,1276.8279731822577,2292.649411869299,0.5569224699476415,0.8349427288985949
56,1276.825918188964,2292.5839858677946,0.5569374670937766,0.8349652127429276
57,1276.8444017991287,2292.5182069094267,0.5569615098152084,0.8350012577878408
58,1276.8628810518014,2292.452135999086,0.5569856229496913,0.835037408396577
59,1276.881347231998,2292.3858341416612,0.5570097878876926,0.8350736366695724
60,1276.9574464747527,2292.319362342043,0.5570591373315873,0.8351476217600983
61,1277.0296196170884,2292.2623907467914,0.5571044679579843,0.8352155818065122
62,1277.1171285172663,2292.233549377807,0.5571496538229802,0.8352833248254479
63,1277.1994999342096,2292.2021327309667,0.5571932255435664,0.8353486479058624
64,1277.276794872808,2292.168236671099,0.5572351865096032,0.8354115561298622
65,1277.3490743379518,2292.1319570630285,0.5572755400935355,0.8354720545534443
66,1277.4163993345314,2292.0933897715854,0.5573142896510993,0.8355301482075556
67,1277.478830867436,2292.062239803264,0.5573491019061885,0.8355823390255449
68,1277.5364299415562,2292.0283446148937,0.5573824743237229,0.8356323712272781
69,1277.5219935700923,2291.9918087862857,0.5573850607461807,0.8356362488130131
70,1277.4977824722569,2291.9527368972526,0.5573839992013442,0.8356346573362987
71,1277.474055056049,2291.9016243859337,0.5573860768994922,0.8356377722383813
72,1277.450802606485,2291.8584433818105,0.557386432960279,0.8356383060476297
73,1277.42801640858,2291.8130313417114,0.5573875350820947,0.8356399583576836
74,1277.4056877473497,2291.7654928454467,0.5573893540744991,0.8356426854059963
