Pixel,SmoothedIntensityADC,ReferenceIntensityADC,ReferenceCorrectedRatio,ReferenceCorrectedRatioNormalizedMax
21,1353.8083383226697,2295.3742109671243,0.589798531260949,0.8415921641859194
22,1354.0723439560354,2295.264152045115,0.5899418342544741,0.8417966453266189
23,1354.3379357165409,2295.1260979790954,0.5900930397284326,0.8420124026324118
24,1354.5857035911915,2294.990850138015,0.5902357752361976,0.8422160740193672
25,1354.8359726663316,2294.8584085218736,0.590378895549807,0.8424202944914189
26,1355.0885337823377,2294.728773130671,0.5905223090629602,0.8426249333341946
27,1355.3431777795872,2294.601943964408,0.5906659241462798,0.8428298598003937
28,1355.6189137817971,2294.4779210230827,0.5908180250334862,0.8430468947844669
29,1355.8950158133468,2294.385531731707,0.5909621539454067,0.8432525544402236
30,1356.1712921445826,2294.294000866283,0.591106149269674,0.843458023477801
31,1356.4283327625099,2294.222572855104,0.5912365909095157,0.8436441525645243
32,1356.6864627534728,2294.150757027123,0.591367615488154,0.8438311134551558
33,1356.9646912411874,2294.0785969572635,0.5915074980608724,0.8440307139473008
34,1357.223073966694,2294.0061362204465,0.5916388158415411,0.8442180932122045
35,1357.4819360163367,2293.933418391593,0.5917704171937755,0.8444058771095296
36,1357.6930225221422,2293.8604870456247,0.5918812544135069,0.8445640323620133
37,1357.9074163644827,2293.7873857574637,0.5919935844080287,0.8447243176767131
38,1358.1248648088144,2293.7141581020296,0.5921072859107329,0.8448865600165294
39,1358.3451151205927,2293.640847654245,0.5922222376314064,0.8450505863106804
40,1358.6351785569632,2293.567497989031,0.5923676454903535,0.8452580709146846
41,1358.932602669059,2293.494152681309,0.5925162708962392,0.8454701466835491
42,1359.2173281775567,2293.440073589341,0.5926543901582386,0.8456672310817984
43,1359.5090396174548,2293.3847874720495,0.5927958740478144,0.8458691165164247
44,1359.7972868511013,2293.3283553343244,0.5929361505029088,0.8460692790451018
45,1360.0818868638248,2293.270838181056,0.5930751240627972,0.8462675824535233
46,1360.3626566409566,2293.212297017136,0.5932126992387183,0.8464638904873772
47,1360.6394131678262,2293.152792847451,0.5933487805137897,0.8466580668522244
48,1360.9504099964433,2293.0923866768935,0.5935000342348644,0.8468738930025342
49,1361.2159939134629,2293.0311395103536,0.5936317089021881,0.8470617815142342
50,1361.4770503961474,2292.969112352719,0.5937616180966315,0.8472471508468189
51,1361.7333964298273,2292.906366208882,0.593889666188739,0.8474298645452172
52,1361.9848489998324,2292.842962083731,0.5940157575214237,0.8476097861149308
53,1362.2312250914933,2292.778960982157,0.5941397964101846,0.8477867790223432
54,1362.4723416901395,2292.7144239090494,0.5942616871433736,0.847960706695102
55,1362.7080157811015,2292.649411869299,0.5943813339825146,0.848131432522573
56,1362.9380643497088,2292.5839858677946,0.5944986411626731,0.8482988198563683
57,1363.162304381292,2292.5182069094267,0.5946135128928762,0.8484627320109455
58,1363.380552861181,2292.452135999086,0.5947258533565845,0.8486230322642806
59,1363.5926267747054,2292.3858341416612,0.5948355667122135,0.8487795838586133
60,1363.7983431071962,2292.319362342043,0.5949425570937092,0.8489322500012664
