Pixel,SmoothedIntensityADC,ReferenceIntensityADC,ReferenceCorrectedRatio,ReferenceCorrectedRatioNormalizedMax
21,1358.0740364059834,2295.3742109671243,0.5916569202168467,0.8470491628518949
22,1358.0086330634383,2295.264152045115,0.5916567955167303,0.8470489843242287
23,1357.9440271419548,2295.1260979790954,0.5916642350664967,0.8470596352000762
24,1357.8802447864866,2294.990850138015,0.5916713108920791,0.847069765348024
25,1357.817312141986,2294.8584085218736,0.5916780342960509,0.8470793909494684
26,1357.7552553534051,2294.728773130671,0.5916844165862076,0.8470885281932825
27,1357.6941005656977,2294.601943964408,0.5916904690754315,0.8470971932756217
28,1357.6338739238165,2294.4779210230827,0.5916962030815544,0.8471054023997275
29,1357.6130381393937,2294.385531731707,0.5917109480352779,0.8471265121007739
30,1357.5905857253867,2294.294000866283,0.5917247681477551,0.8471462977473274
31,1357.5665776866852,2294.222572855104,0.5917327262617013,0.8471576910286795
32,1357.541075028179,2294.150757027123,0.5917401334110012,0.8471682955182059
33,1357.5141387547585,2294.0785969572635,0.5917470049000452,0.8471781331265282
34,1357.447393304634,2294.0061362204465,0.591736600818834,0.8471632380615352
35,1357.3531058896815,2293.933418391593,0.5917142559618835,0.8471312479136519
36,1357.2620778788503,2293.8604870456247,0.5916933856892642,0.8471013688632316
37,1357.1743092721408,2293.7873857574637,0.5916739788958117,0.8470735850114995
38,1357.0898000695531,2293.7141581020296,0.5916560244771296,0.8470478804607802
39,1356.9701137044076,2293.640847654245,0.5916227534455578,0.8470002477897556
40,1356.8562838086998,2293.567497989031,0.591592043834931,0.8469562821923222
41,1356.748275522493,2293.494152681309,0.5915638694506056,0.8469159461667619
42,1356.6844905525293,2293.440073589341,0.5915500065494428,0.8468960992615312
43,1356.6238604068753,2293.3847874720495,0.5915378299435977,0.8468786665510617
44,1356.5663850855321,2293.3283553343244,0.5915273240005661,0.8468636256549852
45,1356.5120645884995,2293.270838181056,0.5915184730925364,0.8468509541996521
46,1356.4608989157769,2293.212297017136,0.5915112615958734,0.8468406298173918
47,1356.4128880673643,2293.152792847451,0.5915056738906093,0.8468326301457839
48,1356.4064686099418,2293.0923866768935,0.5915184562518306,0.8468509300895551
49,1356.4006069115133,2293.0311395103536,0.5915316994784269,0.8468698898339924
50,1356.3569012653363,2292.969112352719,0.5915286402936477,0.8468655101338356
51,1356.316420163344,2292.906366208882,0.5915271727409843,0.8468634091033017
52,1356.3079910305462,2292.842962083731,0.5915398539976485,0.84688156430013
53,1356.3392752096252,2292.778960982157,0.5915700110178133,0.8469247387781287
54,1356.3308286468584,2292.7144239090494,0.5915829788929104,0.8469433043139479
55,1356.3621825458117,2292.649411869299,0.591613430088253,0.8469868999495965
56,1356.3538928527623,2292.5839858677946,0.5916266977409562,0.8470058946638157
57,1356.347054204596,2292.5182069094267,0.5916406901880639,0.8470259270342719
58,1356.3801293129447,2292.452135999086,0.5916721697318289,0.8470709949110803
59,1356.4217198324363,2292.3858341416612,0.5917074253515974,0.8471214688296473
60,1356.4616283599612,2292.319362342043,0.5917419931287742,0.8471709579942608
61,1356.5383611820737,2292.2623907467914,0.5917901749197787,0.8472399377430654
62,1356.6109543866517,2292.233549377807,0.5918292901501611,0.8472959372962152
63,1356.679512553507,2292.2021327309667,0.5918673109937024,0.847350370063909
64,1356.744140262451,2292.168236671099,0.5919042584033194,0.8474032660435152
65,1356.804942093295,2292.1319570630285,0.591940153319884,0.8474546552151581
66,1356.8620226258502,2292.0933897715854,0.5919750166728878,0.8475045675426691
67,1356.9154864399281,2292.062239803264,0.5920063874689533,0.847549479730184
68,1356.9270015486607,2292.0283446148937,0.5920201662151134,0.8475692061544027
69,1356.9761427305345,2291.9918087862857,0.5920510437814851,0.8476134122066812
70,1357.0219460734281,2291.9527368972526,0.5920811211449789,0.8476564726437312
71,1357.0645161571529,2291.9016243859337,0.5921128994883231,0.8477019682987413
72,1357.1039575615205,2291.8584433818105,0.5921412648675679,0.8477425777633183
73,1357.1019382996624,2291.8130313417114,0.5921521170098091,0.8477581142975604
74,1357.0995965833856,2291.7654928454467,0.59216337832996,0.8477742366338005
