Pixel,SmoothedIntensityADC,ReferenceIntensityADC,ReferenceCorrectedRatio,ReferenceCorrectedRatioNormalizedMax
21,2217.6733841765654,2295.3742109671243,0.9661489501714752,0.6093200381372709
22,2217.6347950976606,2295.264152045115,0.9661784649586909,0.6093386521939013
23,2217.5961580863423,2295.1260979790954,0.9662197471585462,0.6093646875910166
24,2217.5574818575947,2294.990850138015,0.9662598357306027,0.609389970204272
25,2217.5187751264025,2294.8584085218736,0.9662987341143693,0.6094145022028588
26,2217.470437466079,2294.728773130671,0.966332258274171,0.609435644845849
27,2217.4227359996094,2294.601943964408,0.9663648816441535,0.6094562193887685
28,2217.385279868661,2294.4779210230827,0.9664007918977723,0.6094788668667797
29,2217.3478106652365,2294.385531731707,0.966423375670293,0.609493109748409
30,2217.3103371043203,2294.294000866283,0.9664455977599666,0.6095071245279365
31,2217.2728679008956,2294.222572855104,0.96645935496204,0.6095158007666164
32,2217.235411769948,2294.150757027123,0.9664732820972735,0.6095245841768453
33,2217.197977426461,2294.0785969572635,0.9664873646296284,0.6095334655911966
34,2217.1509644437488,2294.0061362204465,0.9664973992164979,0.6095397940924624
35,2217.0662033781155,2293.933418391593,0.9664910871443804,0.609535813265259
36,2216.984727861556,2293.8604870456247,0.9664862969573705,0.6095327922435718
37,2216.906503034134,2293.7873857574637,0.9664829952415395,0.6095307099542769
38,2216.831494035913,2293.7141581020296,0.9664811485796754,0.6095295453221804
39,2216.7692751486247,2293.640847654245,0.9664849130219151,0.6095319194386027
40,2216.709553104333,2293.567497989031,0.9664897828591982,0.6095349906932355
41,2216.652301758086,2293.494152681309,0.9664957284354148,0.6095387403828939
42,2216.5974949649303,2293.440073589341,0.9664946211111816,0.6095380420280038
43,2216.583543146593,2293.3847874720495,0.9665118366769525,0.6095488993489068
44,2216.5693865261246,2293.3283553343244,0.9665294467625375,0.6095600054811634
45,2216.5550338185094,2293.270838181056,0.966547429511904,0.6095713466408551
46,2216.5404937387325,2293.212297017136,0.966565763066013,0.6095829090421669
47,2216.5642115684573,2293.152792847451,0.9666011870129716,0.6096052498217206
48,2216.5851623906733,2293.0923866768935,0.9666357863596184,0.6096270705515517
49,2216.6033897802995,2293.0311395103536,0.9666695543670749,0.6096483669816597
50,2216.6189373122597,2292.969112352719,0.9667024842902835,0.6096691348581468
51,2216.5934119947947,2292.906366208882,0.9667178061264385,0.6096787978627888
52,2216.5678910348215,2292.842962083731,0.9667334081268301,0.6096886375582848
53,2216.5423831473254,2292.778960982157,0.9667492684065043,0.6096986401424768
54,2216.5168970472896,2292.7144239090494,0.9667653650768053,0.6097087918108711
55,2216.4914414496984,2292.649411869299,0.9667816762452548,0.6097190787565641
56,2216.4660250695374,2292.5839858677946,0.9667981800154445,0.6097294871701732
57,2216.440656621789,2292.5182069094267,0.966814854486936,0.6097400032397744
58,2216.415344821439,2292.452135999086,0.9668316777551785,0.60975061315085
59,2216.4285349501506,2292.3858341416612,0.966865394969625,0.6097718775473892
60,2216.439202090912,2292.319362342043,0.9668980851893147,0.609792494250336
61,2216.476217243655,2292.2623907467914,0.9669382642191995,0.6098178339125251
62,2216.5088487593043,2292.233549377807,0.9669646661270371,0.6098344847731276
63,2216.5371663577334,2292.2021327309667,0.9669902731121339,0.6098506343007268
64,2216.561239758817,2292.168236671099,0.9670150752014235,0.6098662762056206
65,2216.5907478240997,2292.1319570630285,0.9670432546406613,0.6098840480998902
66,2216.615501865456,2292.0933897715854,0.9670703260857747,0.60990112121679
67,2216.635580317744,2292.062239803264,0.9670922289213253,0.6099149346526899
68,2216.651061615824,2292.0283446148937,0.967113284974783,0.6099282140495093
69,2216.662024194553,2291.9918087862857,0.9671334843767948,0.6099409531829544
70,2216.6589373471197,2291.9527368972526,0.9671486246910735,0.6099505017074052
71,2216.652137916383,2291.9016243859337,0.9671672266955558,0.6099622334120026
72,2216.6416956222156,2291.8584433818105,0.9671808928789656,0.6099708522480475
73,2216.6276801844924,2291.8130313417114,0.9671939420323469,0.6099790819424797
74,2216.6101613230876,2291.7654928454467,0.9672063604426443,0.6099869138469026
75,2216.589208757876,2291.715932472829,0.9672181343898547,0.6099943393085376
