Pixel,ADC,VoltageV
1,3940,3.175092
2,3940,3.175092
3,3940,3.175092
4,3932,3.168645
5,3933,3.169451
6,3932,3.168645
7,3933,3.169451
8,3932,3.168645
9,3925,3.163004
10,3932,3.168645
11,3932,3.168645
12,3932,3.168645
13,3932,3.168645
14,3933,3.169451
15,3932,3.168645
16,3917,3.156557
17,3133,2.524762
18,2556,2.059780
19,2573,2.073480
20,2581,2.079927
21,2596,2.092015
22,2588,2.085568
23,2589,2.086374
24,2557,2.060586
25,2596,2.092015
26,2589,2.086374
27,2589,2.086374
28,2596,2.092015
29,2589,2.086374
30,2605,2.099267
31,2589,2.086374
32,2604,2.098462
33,2596,2.092015
34,2604,2.098462
35,2596,2.092015
36,2596,2.092015
37,2605,2.099267
38,2604,2.098462
39,2604,2.098462
40,2597,2.092821
41,2596,2.092015
42,2597,2.092821
43,2588,2.085568
44,2597,2.092821
45,2596,2.092015
46,2597,2.092821
47,2596,2.092015
48,2588,2.085568
49,2588,2.085568
50,2588,2.085568
51,2597,2.092821
52,2588,2.085568
53,2588,2.085568
54,2573,2.073480
55,2596,2.092015
56,2596,2.092015
57,2604,2.098462
58,2588,2.085568
59,2596,2.092015
60,2596,2.092015
61,2588,2.085568
62,2588,2.085568
63,2596,2.092015
64,2596,2.092015
65,2588,2.085568
66,2575,2.075092
67,2589,2.086374
68,2589,2.086374
69,2581,2.079927
70,2588,2.085568
71,2589,2.086374
72,2581,2.079927
73,2588,2.085568
74,2588,2.085568
75,2588,2.085568
76,2596,2.092015
77,2588,2.085568
78,2596,2.092015
79,2589,2.086374
80,2596,2.092015
81,2596,2.092015
82,2604,2.098462
83,2596,2.092015
84,2597,2.092821
85,2589,2.086374
86,2589,2.086374
87,2589,2.086374
88,2589,2.086374
89,2596,2.092015
90,2596,2.092015
91,2596,2.092015
92,2604,2.098462
93,2597,2.092821
94,2588,2.085568
95,2589,2.086374
96,2596,2.092015
97,2588,2.085568
98,2596,2.092015
99,2589,2.086374
100,2596,2.092015
101,2588,2.085568
102,2596,2.092015
103,2572,2.072674
104,2589,2.086374
105,2605,2.099267
106,2588,2.085568
107,2589,2.086374
108,2597,2.092821
109,2588,2.085568
110,2588,2.085568
111,2596,2.092015
112,2573,2.073480
113,2589,2.086374
114,2588,2.085568
115,2588,2.085568
116,2581,2.079927
117,2559,2.062198
118,2588,2.085568
119,2596,2.092015
120,2581,2.079927
121,2573,2.073480
122,2604,2.098462
123,2588,2.085568
124,2596,2.092015
125,2575,2.075092
126,2589,2.086374
127,2572,2.072674
128,2581,2.079927
129,2589,2.086374
130,2581,2.079927
131,2589,2.086374
132,2604,2.098462
133,2596,2.092015
134,2588,2.085568
135,2589,2.086374
136,2597,2.092821
137,2604,2.098462
138,2596,2.092015
139,2596,2.092015
140,2581,2.079927
141,2604,2.098462
142,2605,2.099267
143,2605,2.099267
144,2589,2.086374
145,2604,2.098462
146,2596,2.092015
147,2588,2.085568
148,2596,2.092015
149,2596,2.092015
150,2597,2.092821
151,2605,2.099267
152,2589,2.086374
153,2596,2.092015
154,2596,2.092015
155,2597,2.092821
156,2596,2.092015
157,2588,2.085568
158,2573,2.073480
159,2596,2.092015
160,2596,2.092015
161,2596,2.092015
162,2597,2.092821
163,2596,2.092015
164,2596,2.092015
165,2597,2.092821
166,2588,2.085568
167,2589,2.086374
168,2589,2.086374
169,2596,2.092015
170,2573,2.073480
171,2596,2.092015
172,2613,2.105714
173,2604,2.098462
174,2604,2.098462
175,2581,2.079927
176,2597,2.092821
177,2581,2.079927
178,2581,2.079927
179,2573,2.073480
180,2588,2.085568
181,2588,2.085568
182,2589,2.086374
183,2596,2.092015
184,2573,2.073480
185,2581,2.079927
186,2572,2.072674
187,2589,2.086374
188,2580,2.079121
189,2575,2.075092
190,2588,2.085568
191,2573,2.073480
192,2575,2.075092
193,2596,2.092015
194,2596,2.092015
195,2596,2.092015
196,2588,2.085568
197,2573,2.073480
198,2596,2.092015
199,2581,2.079927
200,2581,2.079927
201,2564,2.066227
202,2581,2.079927
203,2589,2.086374
204,2573,2.073480
205,2588,2.085568
206,2573,2.073480
207,2581,2.079927
208,2581,2.079927
209,2581,2.079927
210,2589,2.086374
211,2588,2.085568
212,2581,2.079927
213,2596,2.092015
214,2588,2.085568
215,2596,2.092015
216,2596,2.092015
217,2597,2.092821
218,2588,2.085568
219,2573,2.073480
220,2588,2.085568
221,2588,2.085568
222,2588,2.085568
223,2588,2.085568
224,2575,2.075092
225,2573,2.073480
226,2597,2.092821
227,2596,2.092015
228,2596,2.092015
229,2596,2.092015
230,2604,2.098462
231,2596,2.092015
232,2588,2.085568
233,2589,2.086374
234,2588,2.085568
235,2596,2.092015
236,2573,2.073480
237,2589,2.086374
238,2588,2.085568
239,2596,2.092015
240,2596,2.092015
241,2588,2.085568
242,2604,2.098462
243,2588,2.085568
244,2588,2.085568
245,2581,2.079927
246,2588,2.085568
247,2604,2.098462
248,2596,2.092015
249,2588,2.085568
250,2597,2.092821
251,2588,2.085568
252,2588,2.085568
