Pixel,ADC,VoltageV
1,3949,3.182344
2,3949,3.182344
3,3949,3.182344
4,3949,3.182344
5,3949,3.182344
6,3949,3.182344
7,3949,3.182344
8,3949,3.182344
9,3948,3.181538
10,3949,3.182344
11,3949,3.182344
12,3949,3.182344
13,3949,3.182344
14,3949,3.182344
15,3949,3.182344
16,3940,3.175092
17,2476,1.995311
18,1636,1.318388
19,1652,1.331282
20,1652,1.331282
21,1660,1.337729
22,1660,1.337729
23,1652,1.331282
24,1660,1.337729
25,1660,1.337729
26,1660,1.337729
27,1660,1.337729
28,1661,1.338535
29,1647,1.327253
30,1660,1.337729
31,1653,1.332088
32,1661,1.338535
33,1660,1.337729
34,1660,1.337729
35,1660,1.337729
36,1660,1.337729
37,1660,1.337729
38,1660,1.337729
39,1661,1.338535
40,1653,1.332088
41,1653,1.332088
42,1660,1.337729
43,1660,1.337729
44,1652,1.331282
45,1661,1.338535
46,1652,1.331282
47,1661,1.338535
48,1660,1.337729
49,1660,1.337729
50,1661,1.338535
51,1660,1.337729
52,1660,1.337729
53,1660,1.337729
54,1660,1.337729
55,1660,1.337729
56,1653,1.332088
57,1660,1.337729
58,1660,1.337729
59,1660,1.337729
60,1660,1.337729
61,1660,1.337729
62,1660,1.337729
63,1660,1.337729
64,1660,1.337729
65,1660,1.337729
66,1661,1.338535
67,1660,1.337729
68,1652,1.331282
69,1661,1.338535
70,1660,1.337729
71,1661,1.338535
72,1661,1.338535
73,1661,1.338535
74,1661,1.338535
75,1660,1.337729
76,1660,1.337729
77,1660,1.337729
78,1661,1.338535
79,1661,1.338535
80,1660,1.337729
81,1660,1.337729
82,1660,1.337729
83,1661,1.338535
84,1660,1.337729
85,1676,1.350623
86,1661,1.338535
87,1660,1.337729
88,1668,1.344176
89,1661,1.338535
90,1660,1.337729
91,1661,1.338535
92,1668,1.344176
93,1661,1.338535
94,1669,1.344982
95,1661,1.338535
96,1661,1.338535
97,1660,1.337729
98,1660,1.337729
99,1660,1.337729
100,1660,1.337729
101,1660,1.337729
102,1660,1.337729
103,1660,1.337729
104,1661,1.338535
105,1660,1.337729
106,1661,1.338535
107,1660,1.337729
108,1660,1.337729
109,1660,1.337729
110,1660,1.337729
111,1660,1.337729
112,1660,1.337729
113,1660,1.337729
114,1653,1.332088
115,1660,1.337729
116,1653,1.332088
117,1661,1.338535
118,1661,1.338535
119,1661,1.338535
120,1660,1.337729
121,1663,1.340147
122,1661,1.338535
123,1660,1.337729
124,1661,1.338535
125,1668,1.344176
126,1661,1.338535
127,1661,1.338535
128,1661,1.338535
129,1668,1.344176
130,1663,1.340147
131,1661,1.338535
132,1660,1.337729
133,1661,1.338535
134,1661,1.338535
135,1660,1.337729
136,1676,1.350623
137,1661,1.338535
138,1669,1.344982
139,1669,1.344982
140,1661,1.338535
141,1668,1.344176
142,1661,1.338535
143,1669,1.344982
144,1668,1.344176
145,1669,1.344982
146,1668,1.344176
147,1669,1.344982
148,1661,1.338535
149,1661,1.338535
150,1668,1.344176
151,1668,1.344176
152,1668,1.344176
153,1676,1.350623
154,1668,1.344176
155,1669,1.344982
156,1660,1.337729
157,1661,1.338535
158,1661,1.338535
159,1661,1.338535
160,1668,1.344176
161,1661,1.338535
162,1668,1.344176
163,1668,1.344176
164,1669,1.344982
165,1660,1.337729
166,1661,1.338535
167,1668,1.344176
168,1661,1.338535
169,1661,1.338535
170,1661,1.338535
171,1668,1.344176
172,1661,1.338535
173,1668,1.344176
174,1668,1.344176
175,1668,1.344176
176,1661,1.338535
177,1668,1.344176
178,1668,1.344176
179,1668,1.344176
180,1660,1.337729
181,1661,1.338535
182,1661,1.338535
183,1660,1.337729
184,1660,1.337729
185,1661,1.338535
186,1660,1.337729
187,1660,1.337729
188,1668,1.344176
189,1660,1.337729
190,1660,1.337729
191,1661,1.338535
192,1668,1.344176
193,1660,1.337729
194,1660,1.337729
195,1661,1.338535
196,1661,1.338535
197,1661,1.338535
198,1661,1.338535
199,1661,1.338535
200,1668,1.344176
201,1660,1.337729
202,1660,1.337729
203,1660,1.337729
204,1668,1.344176
205,1661,1.338535
206,1660,1.337729
207,1652,1.331282
208,1660,1.337729
209,1660,1.337729
210,1661,1.338535
211,1660,1.337729
212,1660,1.337729
213,1661,1.338535
214,1660,1.337729
215,1660,1.337729
216,1661,1.338535
217,1660,1.337729
218,1660,1.337729
219,1660,1.337729
220,1663,1.340147
221,1668,1.344176
222,1661,1.338535
223,1661,1.338535
224,1660,1.337729
225,1661,1.338535
226,1661,1.338535
227,1661,1.338535
228,1668,1.344176
229,1660,1.337729
230,1660,1.337729
231,1668,1.344176
232,1660,1.337729
233,1660,1.337729
234,1661,1.338535
235,1663,1.340147
236,1660,1.337729
237,1661,1.338535
238,1661,1.338535
239,1661,1.338535
240,1660,1.337729
241,1660,1.337729
242,1653,1.332088
243,1660,1.337729
244,1660,1.337729
245,1653,1.332088
246,1653,1.332088
247,1660,1.337729
248,1653,1.332088
249,1660,1.337729
250,1653,1.332088
251,1653,1.332088
252,1647,1.327253
253,1653,1.332088
254,1645,1.325641
255,1645,1.325641
256,1660,1.337729
257,1653,1.332088
258,1653,1.332088
259,1653,1.332088
260,1647,1.327253
261,1653,1.332088
262,1652,1.331282
263,1652,1.331282
264,1645,1.325641
265,1645,1.325641
266,1647,1.327253
267,1647,1.327253
268,1644,1.324835
269,1652,1.331282
270,1645,1.325641
271,1644,1.324835
272,1653,1.332088
273,1645,1.325641
274,1645,1.325641
275,1653,1.332088
276,1644,1.324835
277,1652,1.331282
278,1645,1.325641
279,1644,1.324835
280,1645,1.325641
281,1645,1.325641
282,1647,1.327253
283,1645,1.325641
284,1644,1.324835
285,1645,1.325641
286,1645,1.325641
287,1644,1.324835
288,1644,1.324835
289,1644,1.324835
290,1644,1.324835
291,1644,1.324835
292,1637,1.319194
293,1644,1.324835
294,1644,1.324835
295,1644,1.324835
296,1644,1.324835
297,1644,1.324835
298,1637,1.319194
299,1644,1.324835
300,1644,1.324835
301,1637,1.319194
302,1645,1.325641
303,1644,1.324835
304,1636,1.318388
305,1637,1.319194
306,1637,1.319194
307,1637,1.319194
308,1636,1.318388
309,1637,1.319194
310,1637,1.319194
311,1636,1.318388
312,1636,1.318388
313,1637,1.319194
314,1636,1.318388
315,1636,1.318388
316,1636,1.318388
317,1632,1.315165
318,1636,1.318388
319,1637,1.319194
320,1636,1.318388
321,1636,1.318388
322,1636,1.318388
323,1629,1.312747
324,1629,1.312747
325,1628,1.311941
326,1636,1.318388
327,1636,1.318388
328,1628,1.311941
329,1629,1.312747
330,1629,1.312747
331,1632,1.315165
332,1628,1.311941
333,1632,1.315165
334,1629,1.312747
335,1632,1.315165
336,1636,1.318388
337,1629,1.312747
338,1636,1.318388
339,1636,1.318388
340,1628,1.311941
341,1628,1.311941
342,1632,1.315165
343,1636,1.318388
344,1628,1.311941
345,1628,1.311941
346,1637,1.319194
347,1620,1.305495
348,1628,1.311941
349,1632,1.315165
350,1629,1.312747
351,1628,1.311941
352,1624,1.308718
353,1629,1.312747
354,1628,1.311941
355,1628,1.311941
356,1628,1.311941
357,1628,1.311941
358,1628,1.311941
359,1628,1.311941
360,1628,1.311941
361,1632,1.315165
362,1621,1.306300
363,1621,1.306300
364,1628,1.311941
365,1621,1.306300
366,1628,1.311941
367,1624,1.308718
368,1624,1.308718
369,1628,1.311941
370,1615,1.301465
371,1621,1.306300
372,1628,1.311941
373,1624,1.308718
374,1621,1.306300
375,1621,1.306300
376,1620,1.305495
377,1628,1.311941
378,1621,1.306300
379,1621,1.306300
380,1620,1.305495
381,1628,1.311941
382,1628,1.311941
383,1621,1.306300
384,1621,1.306300
385,1624,1.308718
386,1620,1.305495
387,1629,1.312747
388,1621,1.306300
389,1628,1.311941
390,1615,1.301465
391,1628,1.311941
392,1628,1.311941
393,1628,1.311941
394,1628,1.311941
395,1628,1.311941
396,1629,1.312747
397,1628,1.311941
398,1628,1.311941
399,1628,1.311941
400,1632,1.315165
401,1628,1.311941
402,1628,1.311941
403,1628,1.311941
404,1624,1.308718
405,1628,1.311941
406,1628,1.311941
407,1629,1.312747
408,1628,1.311941
409,1629,1.312747
410,1628,1.311941
411,1628,1.311941
412,1624,1.308718
413,1628,1.311941
414,1621,1.306300
415,1628,1.311941
416,1628,1.311941
417,1621,1.306300
418,1621,1.306300
419,1621,1.306300
420,1621,1.306300
421,1621,1.306300
422,1628,1.311941
423,1620,1.305495
424,1615,1.301465
425,1628,1.311941
426,1613,1.299853
427,1612,1.299048
428,1628,1.311941
429,1613,1.299853
430,1615,1.301465
431,1613,1.299853
432,1620,1.305495
433,1615,1.301465
434,1615,1.301465
435,1615,1.301465
436,1613,1.299853
437,1620,1.305495
438,1615,1.301465
439,1620,1.305495
440,1621,1.306300
441,1613,1.299853
442,1621,1.306300
443,1621,1.306300
444,1620,1.305495
445,1621,1.306300
446,1628,1.311941
447,1620,1.305495
448,1620,1.305495
449,1613,1.299853
450,1615,1.301465
451,1612,1.299048
452,1612,1.299048
453,1620,1.305495
454,1620,1.305495
455,1613,1.299853
456,1615,1.301465
457,1613,1.299853
458,1620,1.305495
459,1620,1.305495
460,1612,1.299048
461,1620,1.305495
462,1620,1.305495
463,1620,1.305495
464,1615,1.301465
465,1613,1.299853
466,1613,1.299853
467,1621,1.306300
468,1615,1.301465
469,1613,1.299853
470,1613,1.299853
471,1620,1.305495
472,1615,1.301465
473,1615,1.301465
474,1613,1.299853
475,1621,1.306300
476,1621,1.306300
477,1615,1.301465
478,1613,1.299853
479,1621,1.306300
480,1615,1.301465
481,1613,1.299853
482,1613,1.299853
483,1615,1.301465
484,1613,1.299853
485,1612,1.299048
486,1613,1.299853
487,1612,1.299048
488,1612,1.299048
489,1615,1.301465
490,1612,1.299048
491,1612,1.299048
492,1615,1.301465
493,1621,1.306300
494,1612,1.299048
495,1613,1.299853
496,1621,1.306300
497,1620,1.305495
498,1613,1.299853
499,1613,1.299853
500,1621,1.306300
501,1628,1.311941
502,1613,1.299853
503,1612,1.299048
504,1612,1.299048
505,1615,1.301465
506,1628,1.311941
507,1612,1.299048
508,1604,1.292601
509,1612,1.299048
510,1615,1.301465
511,1612,1.299048
512,1604,1.292601
513,1613,1.299853
514,1613,1.299853
515,1612,1.299048
516,1612,1.299048
517,1612,1.299048
518,1613,1.299853
519,1612,1.299048
520,1613,1.299853
521,1613,1.299853
522,1605,1.293407
523,1612,1.299048
524,1612,1.299048
525,1613,1.299853
526,1613,1.299853
527,1620,1.305495
528,1613,1.299853
529,1620,1.305495
530,1612,1.299048
531,1612,1.299048
532,1613,1.299853
533,1615,1.301465
534,1615,1.301465
535,1620,1.305495
536,1628,1.311941
537,1628,1.311941
538,1620,1.305495
539,1615,1.301465
540,1620,1.305495
541,1613,1.299853
542,1613,1.299853
543,1612,1.299048
544,1612,1.299048
545,1613,1.299853
546,1613,1.299853
547,1620,1.305495
548,1615,1.301465
549,1613,1.299853
550,1615,1.301465
551,1620,1.305495
552,1613,1.299853
553,1615,1.301465
554,1613,1.299853
555,1612,1.299048
556,1613,1.299853
557,1613,1.299853
558,1613,1.299853
559,1612,1.299048
560,1613,1.299853
561,1613,1.299853
562,1615,1.301465
563,1613,1.299853
564,1615,1.301465
565,1615,1.301465
566,1613,1.299853
567,1613,1.299853
568,1613,1.299853
569,1613,1.299853
570,1615,1.301465
571,1620,1.305495
572,1613,1.299853
573,1613,1.299853
574,1612,1.299048
575,1613,1.299853
576,1615,1.301465
577,1613,1.299853
578,1612,1.299048
579,1612,1.299048
580,1621,1.306300
581,1615,1.301465
582,1615,1.301465
583,1615,1.301465
584,1613,1.299853
585,1613,1.299853
586,1612,1.299048
587,1612,1.299048
588,1613,1.299853
589,1605,1.293407
590,1605,1.293407
591,1612,1.299048
592,1612,1.299048
593,1613,1.299853
594,1612,1.299048
595,1613,1.299853
596,1613,1.299853
597,1613,1.299853
598,1605,1.293407
599,1612,1.299048
600,1612,1.299048
601,1612,1.299048
602,1612,1.299048
603,1612,1.299048
604,1612,1.299048
605,1620,1.305495
606,1613,1.299853
607,1613,1.299853
608,1613,1.299853
609,1621,1.306300
610,1628,1.311941
611,1620,1.305495
612,1613,1.299853
613,1613,1.299853
614,1613,1.299853
615,1613,1.299853
616,1615,1.301465
617,1621,1.306300
618,1620,1.305495
619,1613,1.299853
620,1613,1.299853
621,1613,1.299853
622,1613,1.299853
623,1613,1.299853
624,1613,1.299853
625,1612,1.299048
626,1613,1.299853
627,1613,1.299853
628,1613,1.299853
629,1613,1.299853
630,1613,1.299853
631,1613,1.299853
632,1612,1.299048
633,1613,1.299853
634,1613,1.299853
635,1613,1.299853
636,1615,1.301465
637,1621,1.306300
638,1613,1.299853
639,1620,1.305495
640,1615,1.301465
641,1615,1.301465
642,1621,1.306300
643,1621,1.306300
644,1620,1.305495
645,1628,1.311941
646,1628,1.311941
647,1628,1.311941
648,1621,1.306300
649,1620,1.305495
650,1620,1.305495
651,1628,1.311941
652,1615,1.301465
653,1613,1.299853
654,1613,1.299853
655,1621,1.306300
656,1628,1.311941
657,1621,1.306300
658,1621,1.306300
659,1620,1.305495
660,1612,1.299048
661,1615,1.301465
662,1613,1.299853
663,1620,1.305495
664,1628,1.311941
665,1615,1.301465
666,1613,1.299853
667,1615,1.301465
668,1628,1.311941
