Pixel,ADC,VoltageV
1,3951,3.183956
2,3951,3.183956
3,3951,3.183956
4,3947,3.180733
5,3947,3.180733
6,3947,3.180733
7,3947,3.180733
8,3947,3.180733
9,3946,3.179927
10,3947,3.180733
11,3947,3.180733
12,3947,3.180733
13,3947,3.180733
14,3947,3.180733
15,3947,3.180733
16,3938,3.173480
17,2472,1.992088
18,1632,1.315165
19,1643,1.324029
20,1647,1.327253
21,1651,1.330476
22,1656,1.334505
23,1654,1.332894
24,1647,1.327253
25,1658,1.336117
26,1651,1.330476
27,1658,1.336117
28,1655,1.333700
29,1656,1.334505
30,1651,1.330476
31,1658,1.336117
32,1654,1.332894
33,1651,1.330476
34,1659,1.336923
35,1651,1.330476
36,1658,1.336117
37,1651,1.330476
38,1651,1.330476
39,1654,1.332894
40,1658,1.336117
41,1647,1.327253
42,1651,1.330476
43,1651,1.330476
44,1651,1.330476
45,1659,1.336923
46,1647,1.327253
47,1651,1.330476
48,1651,1.330476
49,1651,1.330476
50,1656,1.334505
51,1659,1.336923
52,1656,1.334505
53,1659,1.336923
54,1658,1.336117
55,1651,1.330476
56,1651,1.330476
57,1651,1.330476
58,1651,1.330476
59,1651,1.330476
60,1651,1.330476
61,1656,1.334505
62,1658,1.336117
63,1647,1.327253
64,1651,1.330476
65,1658,1.336117
66,1658,1.336117
67,1651,1.330476
68,1647,1.327253
69,1658,1.336117
70,1658,1.336117
71,1658,1.336117
72,1650,1.329670
73,1658,1.336117
74,1658,1.336117
75,1658,1.336117
76,1658,1.336117
77,1651,1.330476
78,1655,1.333700
79,1659,1.336923
80,1659,1.336923
81,1659,1.336923
82,1659,1.336923
83,1654,1.332894
84,1656,1.334505
85,1659,1.336923
86,1658,1.336117
87,1659,1.336923
88,1663,1.340147
89,1663,1.340147
90,1659,1.336923
91,1663,1.340147
92,1659,1.336923
93,1663,1.340147
94,1658,1.336117
95,1663,1.340147
96,1659,1.336923
97,1651,1.330476
98,1651,1.330476
99,1647,1.327253
100,1651,1.330476
101,1654,1.332894
102,1651,1.330476
103,1651,1.330476
104,1651,1.330476
105,1658,1.336117
106,1656,1.334505
107,1658,1.336117
108,1658,1.336117
109,1651,1.330476
110,1658,1.336117
111,1656,1.334505
112,1647,1.327253
113,1650,1.329670
114,1651,1.330476
115,1658,1.336117
116,1656,1.334505
117,1659,1.336923
118,1651,1.330476
119,1659,1.336923
120,1658,1.336117
121,1658,1.336117
122,1658,1.336117
123,1659,1.336923
124,1658,1.336117
125,1658,1.336117
126,1659,1.336923
127,1658,1.336117
128,1656,1.334505
129,1658,1.336117
130,1656,1.334505
131,1658,1.336117
132,1659,1.336923
133,1655,1.333700
134,1662,1.339341
135,1658,1.336117
136,1662,1.339341
137,1658,1.336117
138,1663,1.340147
139,1658,1.336117
140,1663,1.340147
141,1672,1.347399
142,1662,1.339341
143,1659,1.336923
144,1663,1.340147
145,1658,1.336117
146,1663,1.340147
147,1663,1.340147
148,1658,1.336117
149,1663,1.340147
150,1658,1.336117
151,1663,1.340147
152,1663,1.340147
153,1658,1.336117
154,1663,1.340147
155,1658,1.336117
156,1659,1.336923
157,1659,1.336923
158,1659,1.336923
159,1662,1.339341
160,1663,1.340147
161,1663,1.340147
162,1663,1.340147
163,1663,1.340147
164,1663,1.340147
165,1659,1.336923
166,1663,1.340147
167,1651,1.330476
168,1659,1.336923
169,1659,1.336923
170,1659,1.336923
171,1659,1.336923
172,1663,1.340147
173,1659,1.336923
174,1663,1.340147
175,1663,1.340147
176,1662,1.339341
177,1663,1.340147
178,1663,1.340147
179,1663,1.340147
180,1658,1.336117
181,1659,1.336923
182,1656,1.334505
183,1659,1.336923
184,1656,1.334505
185,1651,1.330476
186,1658,1.336117
187,1659,1.336923
188,1658,1.336117
189,1658,1.336117
190,1659,1.336923
191,1658,1.336117
192,1658,1.336117
193,1654,1.332894
194,1659,1.336923
195,1658,1.336117
196,1651,1.330476
197,1651,1.330476
198,1658,1.336117
199,1651,1.330476
200,1651,1.330476
201,1659,1.336923
202,1659,1.336923
203,1655,1.333700
204,1659,1.336923
205,1651,1.330476
206,1658,1.336117
207,1651,1.330476
208,1659,1.336923
209,1659,1.336923
210,1651,1.330476
211,1658,1.336117
212,1656,1.334505
213,1651,1.330476
214,1651,1.330476
215,1659,1.336923
216,1656,1.334505
217,1658,1.336117
218,1659,1.336923
219,1659,1.336923
220,1659,1.336923
221,1656,1.334505
222,1659,1.336923
223,1659,1.336923
224,1651,1.330476
225,1658,1.336117
226,1647,1.327253
227,1658,1.336117
228,1656,1.334505
229,1659,1.336923
230,1663,1.340147
231,1658,1.336117
232,1658,1.336117
233,1654,1.332894
234,1658,1.336117
235,1658,1.336117
236,1654,1.332894
237,1658,1.336117
238,1651,1.330476
239,1659,1.336923
240,1658,1.336117
241,1651,1.330476
242,1659,1.336923
243,1656,1.334505
244,1647,1.327253
245,1651,1.330476
246,1647,1.327253
247,1651,1.330476
248,1651,1.330476
249,1651,1.330476
250,1656,1.334505
251,1647,1.327253
252,1651,1.330476
253,1651,1.330476
254,1650,1.329670
255,1647,1.327253
256,1646,1.326447
257,1651,1.330476
258,1647,1.327253
259,1647,1.327253
260,1643,1.324029
261,1650,1.329670
262,1647,1.327253
263,1651,1.330476
264,1651,1.330476
265,1651,1.330476
266,1651,1.330476
267,1651,1.330476
268,1643,1.324029
269,1646,1.326447
270,1650,1.329670
271,1647,1.327253
272,1651,1.330476
273,1643,1.324029
274,1647,1.327253
275,1643,1.324029
276,1643,1.324029
277,1642,1.323223
278,1642,1.323223
279,1642,1.323223
280,1643,1.324029
281,1646,1.326447
282,1643,1.324029
283,1642,1.323223
284,1638,1.320000
285,1643,1.324029
286,1642,1.323223
287,1643,1.324029
288,1643,1.324029
289,1643,1.324029
290,1635,1.317582
291,1642,1.323223
292,1635,1.317582
293,1642,1.323223
294,1635,1.317582
295,1635,1.317582
296,1634,1.316777
297,1635,1.317582
298,1640,1.321612
299,1643,1.324029
300,1635,1.317582
301,1635,1.317582
302,1635,1.317582
303,1635,1.317582
304,1634,1.316777
305,1634,1.316777
306,1635,1.317582
307,1638,1.320000
308,1635,1.317582
309,1635,1.317582
310,1632,1.315165
311,1634,1.316777
312,1635,1.317582
313,1634,1.316777
314,1632,1.315165
315,1634,1.316777
316,1634,1.316777
317,1634,1.316777
318,1634,1.316777
319,1635,1.317582
320,1632,1.315165
321,1632,1.315165
322,1632,1.315165
323,1626,1.310330
324,1632,1.315165
325,1626,1.310330
326,1632,1.315165
327,1635,1.317582
328,1632,1.315165
329,1632,1.315165
330,1632,1.315165
331,1632,1.315165
332,1624,1.308718
333,1632,1.315165
334,1626,1.310330
335,1626,1.310330
336,1626,1.310330
337,1632,1.315165
338,1632,1.315165
339,1632,1.315165
340,1632,1.315165
341,1624,1.308718
342,1624,1.308718
343,1626,1.310330
344,1623,1.307912
345,1619,1.304689
346,1622,1.307106
347,1626,1.310330
348,1618,1.303883
349,1626,1.310330
350,1626,1.310330
351,1632,1.315165
352,1632,1.315165
353,1632,1.315165
354,1619,1.304689
355,1632,1.315165
356,1632,1.315165
357,1626,1.310330
358,1626,1.310330
359,1619,1.304689
360,1624,1.308718
361,1632,1.315165
362,1632,1.315165
363,1622,1.307106
364,1624,1.308718
365,1619,1.304689
366,1622,1.307106
367,1615,1.301465
368,1619,1.304689
369,1623,1.307912
370,1619,1.304689
371,1619,1.304689
372,1618,1.303883
373,1622,1.307106
374,1626,1.310330
375,1624,1.308718
376,1619,1.304689
377,1619,1.304689
378,1619,1.304689
379,1622,1.307106
380,1632,1.315165
