NominalWavelength_nm,MeanCentroidPixel,StdCentroidPixel,MeanPeakPixel,StdPeakPixel,MeanFWHM_pixel,FileCount,MeanPeakExcessIntensity
405,2526.53121591661,2.77142833900368,2526.2,5.11642236115997,85.2875919005939,10,164.88990405354
780,1111.59350179534,3.83197305094823,1127.6,3.86436713231718,118.121370129812,10,189.508278514181
