Slope_nm_per_pixel,Intercept_nm,NmPerPixel_abs,AnchorRMSE_nm,AnchorCount,ValidMin_nm,ValidMax_nm
-0.265029333982302,1074.60488543987,0.265029333982302,2.41166201653828e-13,2,405,780
