Pixel	ADC	VoltageV
1	3935	3.171062
2	3935	3.171062
3	3935	3.171062
4	3924	3.162198
5	3925	3.163004
6	3927	3.164615
7	3927	3.164615
8	3927	3.164615
9	3924	3.162198
10	3927	3.164615
11	3924	3.162198
12	3927	3.164615
13	3932	3.168645
14	3927	3.164615
15	3927	3.164615
16	3924	3.162198
17	3174	2.557802
18	2567	2.068645
19	2580	2.079121
20	2583	2.081538
21	2572	2.072674
22	2583	2.081538
23	2596	2.092015
24	2604	2.098462
25	2589	2.086374
26	2588	2.085568
27	2588	2.085568
28	2596	2.092015
29	2581	2.079927
30	2596	2.092015
31	2597	2.092821
32	2591	2.087985
33	2599	2.094432
34	2589	2.086374
35	2597	2.092821
36	2597	2.092821
37	2591	2.087985
38	2599	2.094432
39	2608	2.101685
40	2599	2.094432
41	2588	2.085568
42	2608	2.101685
43	2589	2.086374
44	2612	2.104908
45	2599	2.094432
46	2591	2.087985
47	2591	2.087985
48	2598	2.093626
49	2608	2.101685
50	2591	2.087985
51	2599	2.094432
52	2596	2.092015
53	2599	2.094432
54	2597	2.092821
55	2604	2.098462
56	2599	2.094432
57	2613	2.105714
58	2604	2.098462
59	2599	2.094432
60	2612	2.104908
61	2624	2.114579
62	2597	2.092821
63	2591	2.087985
64	2612	2.104908
65	2624	2.114579
66	2608	2.101685
67	2608	2.101685
68	2612	2.104908
69	2599	2.094432
70	2614	2.106520
71	2614	2.106520
72	2591	2.087985
73	2596	2.092015
74	2615	2.107326
75	2599	2.094432
76	2608	2.101685
77	2604	2.098462
78	2608	2.101685
79	2596	2.092015
80	2599	2.094432
81	2591	2.087985
82	2591	2.087985
83	2604	2.098462
84	2590	2.087179
85	2596	2.092015
86	2591	2.087985
87	2608	2.101685
88	2583	2.081538
89	2604	2.098462
90	2599	2.094432
91	2580	2.079121
92	2588	2.085568
93	2591	2.087985
94	2596	2.092015
95	2589	2.086374
96	2599	2.094432
97	2608	2.101685
98	2596	2.092015
99	2604	2.098462
100	2608	2.101685
101	2604	2.098462
102	2608	2.101685
103	2591	2.087985
104	2597	2.092821
105	2599	2.094432
106	2615	2.107326
107	2624	2.114579
108	2608	2.101685
109	2583	2.081538
110	2599	2.094432
111	2612	2.104908
112	2624	2.114579
113	2597	2.092821
114	2604	2.098462
115	2596	2.092015
116	2608	2.101685
117	2608	2.101685
118	2599	2.094432
119	2612	2.104908
120	2599	2.094432
121	2608	2.101685
122	2613	2.105714
123	2608	2.101685
124	2608	2.101685
125	2612	2.104908
126	2599	2.094432
127	2599	2.094432
128	2608	2.101685
129	2591	2.087985
130	2591	2.087985
131	2608	2.101685
132	2599	2.094432
133	2612	2.104908
134	2591	2.087985
135	2583	2.081538
136	2608	2.101685
137	2591	2.087985
138	2596	2.092015
139	2591	2.087985
140	2599	2.094432
141	2597	2.092821
142	2599	2.094432
143	2608	2.101685
144	2596	2.092015
145	2608	2.101685
146	2614	2.106520
147	2604	2.098462
148	2613	2.105714
149	2612	2.104908
150	2608	2.101685
151	2599	2.094432
152	2614	2.106520
153	2599	2.094432
154	2612	2.104908
155	2605	2.099267
156	2599	2.094432
157	2591	2.087985
158	2608	2.101685
159	2612	2.104908
160	2608	2.101685
161	2598	2.093626
162	2608	2.101685
163	2591	2.087985
164	2599	2.094432
165	2612	2.104908
166	2604	2.098462
167	2612	2.104908
168	2608	2.101685
169	2612	2.104908
170	2612	2.104908
171	2612	2.104908
172	2624	2.114579
173	2608	2.101685
174	2615	2.107326
175	2608	2.101685
176	2599	2.094432
177	2612	2.104908
178	2599	2.094432
179	2604	2.098462
180	2624	2.114579
181	2612	2.104908
182	2612	2.104908
183	2612	2.104908
184	2624	2.114579
185	2599	2.094432
186	2624	2.114579
187	2624	2.114579
188	2615	2.107326
189	2624	2.114579
190	2613	2.105714
191	2624	2.114579
192	2599	2.094432
193	2608	2.101685
194	2608	2.101685
195	2599	2.094432
196	2612	2.104908
197	2608	2.101685
198	2612	2.104908
199	2624	2.114579
200	2614	2.106520
201	2612	2.104908
202	2612	2.104908
203	2599	2.094432
204	2599	2.094432
205	2596	2.092015
206	2613	2.105714
207	2612	2.104908
208	2604	2.098462
209	2599	2.094432
210	2614	2.106520
211	2599	2.094432
212	2591	2.087985
213	2599	2.094432
214	2598	2.093626
215	2624	2.114579
216	2612	2.104908
217	2615	2.107326
218	2604	2.098462
219	2599	2.094432
220	2599	2.094432
221	2596	2.092015
222	2612	2.104908
223	2599	2.094432
224	2608	2.101685
225	2599	2.094432
226	2614	2.106520
227	2599	2.094432
228	2598	2.093626
229	2612	2.104908
230	2612	2.104908
231	2613	2.105714
232	2590	2.087179
233	2608	2.101685
234	2613	2.105714
235	2599	2.094432
236	2599	2.094432
237	2597	2.092821
238	2608	2.101685
239	2596	2.092015
240	2612	2.104908
241	2599	2.094432
242	2612	2.104908
243	2596	2.092015
244	2612	2.104908
245	2624	2.114579
246	2612	2.104908
247	2612	2.104908
248	2615	2.107326
249	2604	2.098462
250	2608	2.101685
251	2612	2.104908
252	2612	2.104908
253	2599	2.094432
254	2608	2.101685
255	2598	2.093626
256	2612	2.104908
257	2612	2.104908
258	2624	2.114579
259	2612	2.104908
260	2624	2.114579
261	2612	2.104908
262	2615	2.107326
263	2624	2.114579
264	2612	2.104908
265	2624	2.114579
266	2608	2.101685
267	2612	2.104908
268	2613	2.105714
269	2613	2.105714
270	2608	2.101685
271	2608	2.101685
272	2614	2.106520
273	2604	2.098462
274	2624	2.114579
275	2608	2.101685
276	2612	2.104908
277	2612	2.104908
278	2615	2.107326
279	2612	2.104908
280	2608	2.101685
281	2608	2.101685
282	2624	2.114579
283	2624	2.114579
284	2608	2.101685
285	2598	2.093626
286	2624	2.114579
287	2613	2.105714
288	2613	2.105714
289	2624	2.114579
290	2604	2.098462
291	2624	2.114579
292	2624	2.114579
293	2612	2.104908
294	2614	2.106520
295	2612	2.104908
296	2612	2.104908
297	2624	2.114579
298	2615	2.107326
299	2612	2.104908
300	2624	2.114579
301	2624	2.114579
302	2604	2.098462
303	2615	2.107326
304	2624	2.114579
305	2624	2.114579
306	2624	2.114579
307	2612	2.104908
308	2615	2.107326
309	2624	2.114579
310	2615	2.107326
311	2599	2.094432
312	2604	2.098462
313	2613	2.105714
314	2624	2.114579
315	2615	2.107326
316	2624	2.114579
317	2624	2.114579
318	2628	2.117802
319	2624	2.114579
320	2624	2.114579
321	2628	2.117802
322	2624	2.114579
323	2612	2.104908
324	2624	2.114579
325	2629	2.118608
326	2624	2.114579
327	2609	2.102491
328	2628	2.117802
329	2624	2.114579
330	2615	2.107326
331	2612	2.104908
332	2612	2.104908
333	2612	2.104908
334	2612	2.104908
335	2612	2.104908
336	2624	2.114579
337	2629	2.118608
338	2624	2.114579
339	2624	2.114579
340	2615	2.107326
341	2628	2.117802
342	2624	2.114579
343	2624	2.114579
344	2614	2.106520
345	2612	2.104908
346	2612	2.104908
347	2615	2.107326
348	2613	2.105714
349	2628	2.117802
350	2624	2.114579
351	2629	2.118608
