Pixel,ADC,VoltageV
1,3947,3.180733
2,3947,3.180733
3,3947,3.180733
4,3946,3.179927
5,3947,3.180733
6,3947,3.180733
7,3946,3.179927
8,3946,3.179927
9,3944,3.178315
10,3946,3.179927
11,3946,3.179927
12,3947,3.180733
13,3947,3.180733
14,3947,3.180733
15,3946,3.179927
16,3944,3.178315
17,3386,2.728645
18,2955,2.381319
19,2978,2.399853
20,2991,2.410330
21,2987,2.407106
22,2987,2.407106
23,2986,2.406300
24,2984,2.404689
25,2991,2.410330
26,2987,2.407106
27,2987,2.407106
28,2987,2.407106
29,2987,2.407106
30,3008,2.424029
31,3000,2.417582
32,2987,2.407106
33,2991,2.410330
34,3003,2.420000
35,2987,2.407106
36,2991,2.410330
37,2987,2.407106
38,3002,2.419194
39,3003,2.420000
40,2991,2.410330
41,3011,2.426447
42,2991,2.410330
43,2991,2.410330
44,3003,2.420000
45,3002,2.419194
46,3003,2.420000
47,3002,2.419194
48,2987,2.407106
49,2987,2.407106
50,3010,2.425641
51,3002,2.419194
52,3002,2.419194
53,2987,2.407106
54,2991,2.410330
55,3002,2.419194
56,2987,2.407106
57,2987,2.407106
58,3008,2.424029
59,2987,2.407106
60,3000,2.417582
61,2991,2.410330
62,3000,2.417582
63,2987,2.407106
64,3010,2.425641
65,3000,2.417582
66,2991,2.410330
67,2991,2.410330
68,2991,2.410330
69,2987,2.407106
70,3000,2.417582
71,2991,2.410330
72,2978,2.399853
73,2984,2.404689
74,2986,2.406300
75,2978,2.399853
76,2991,2.410330
77,2979,2.400659
78,2987,2.407106
79,2987,2.407106
80,2987,2.407106
81,2991,2.410330
82,2991,2.410330
83,2987,2.407106
84,2987,2.407106
85,2991,2.410330
86,3000,2.417582
87,2991,2.410330
88,3000,2.417582
89,3000,2.417582
90,3002,2.419194
91,3002,2.419194
92,2991,2.410330
93,2987,2.407106
94,3008,2.424029
95,2991,2.410330
96,3002,2.419194
97,3000,2.417582
98,2984,2.404689
99,2987,2.407106
100,2991,2.410330
101,3002,2.419194
102,3000,2.417582
103,2986,2.406300
104,2991,2.410330
105,2991,2.410330
106,2986,2.406300
107,2991,2.410330
108,2991,2.410330
109,2987,2.407106
110,3000,2.417582
111,2986,2.406300
112,2986,2.406300
113,3000,2.417582
114,2991,2.410330
115,2991,2.410330
116,2986,2.406300
117,2987,2.407106
118,2991,2.410330
119,2991,2.410330
120,2987,2.407106
121,2991,2.410330
122,2987,2.407106
123,2984,2.404689
124,2987,2.407106
125,2987,2.407106
126,2986,2.406300
127,2987,2.407106
128,2986,2.406300
129,2987,2.407106
130,2991,2.410330
131,2987,2.407106
132,2991,2.410330
133,2987,2.407106
134,2979,2.400659
135,2978,2.399853
136,3000,2.417582
137,2987,2.407106
138,3008,2.424029
139,3000,2.417582
140,2991,2.410330
141,3000,2.417582
142,3002,2.419194
143,3003,2.420000
144,3003,2.420000
145,2987,2.407106
146,2991,2.410330
147,3002,2.419194
148,3000,2.417582
149,2987,2.407106
150,3008,2.424029
151,2987,2.407106
152,3002,2.419194
153,3000,2.417582
154,3002,2.419194
155,3003,2.420000
156,3018,2.432088
157,3002,2.419194
158,3002,2.419194
159,3002,2.419194
160,3000,2.417582
161,3002,2.419194
162,3002,2.419194
163,3000,2.417582
164,3003,2.420000
165,3002,2.419194
166,3002,2.419194
167,2987,2.407106
168,3003,2.420000
169,2987,2.407106
170,2987,2.407106
171,3000,2.417582
172,3000,2.417582
173,3003,2.420000
174,2991,2.410330
175,3002,2.419194
176,2991,2.410330
177,2991,2.410330
178,2987,2.407106
179,3010,2.425641
180,3008,2.424029
181,3008,2.424029
182,2991,2.410330
183,3000,2.417582
184,3018,2.432088
185,2987,2.407106
186,2991,2.410330
187,3008,2.424029
188,3010,2.425641
189,3003,2.420000
190,3008,2.424029
191,2979,2.400659
192,2991,2.410330
193,2991,2.410330
194,2991,2.410330
195,2986,2.406300
196,2991,2.410330
197,3002,2.419194
198,2991,2.410330
199,3000,2.417582
200,3002,2.419194
201,2987,2.407106
202,2991,2.410330
203,3002,2.419194
204,3000,2.417582
205,2987,2.407106
206,2987,2.407106
207,2987,2.407106
208,3010,2.425641
209,3003,2.420000
210,3002,2.419194
211,3000,2.417582
212,3002,2.419194
213,2987,2.407106
214,3010,2.425641
215,2987,2.407106
216,2991,2.410330
217,3002,2.419194
218,2986,2.406300
219,2991,2.410330
220,2991,2.410330
221,3002,2.419194
222,2986,2.406300
223,3008,2.424029
224,2991,2.410330
225,2991,2.410330
226,3002,2.419194
227,2987,2.407106
228,3000,2.417582
229,2991,2.410330
230,3003,2.420000
231,3000,2.417582
232,2991,2.410330
233,3002,2.419194
234,3003,2.420000
235,3000,2.417582
236,3000,2.417582
237,3002,2.419194
238,3000,2.417582
239,3002,2.419194
240,3010,2.425641
241,3000,2.417582
242,3008,2.424029
243,3002,2.419194
244,3016,2.430476
245,3000,2.417582
246,3008,2.424029
247,3008,2.424029
248,3010,2.425641
249,2991,2.410330
250,3010,2.425641
251,2987,2.407106
252,3002,2.419194
253,3016,2.430476
254,3002,2.419194
255,3002,2.419194
256,3002,2.419194
257,3000,2.417582
258,3002,2.419194
259,3002,2.419194
