Pixel,ADC,VoltageV
1,3963,3.193626
2,3962,3.192821
3,3963,3.193626
4,3951,3.183956
5,3951,3.183956
6,3963,3.193626
7,3962,3.192821
8,3960,3.191209
9,3951,3.183956
10,3960,3.191209
11,3951,3.183956
12,3960,3.191209
13,3962,3.192821
14,3962,3.192821
15,3951,3.183956
16,3951,3.183956
17,3106,2.503004
18,2431,1.959048
19,2467,1.988059
20,2479,1.997729
21,2475,1.994505
22,2472,1.992088
23,2466,1.987253
24,2475,1.994505
25,2466,1.987253
26,2472,1.992088
27,2479,1.997729
28,2474,1.993700
29,2475,1.994505
30,2467,1.988059
31,2474,1.993700
32,2467,1.988059
33,2475,1.994505
34,2472,1.992088
35,2475,1.994505
36,2496,2.011429
37,2474,1.993700
38,2490,2.006593
39,2483,2.000952
40,2479,1.997729
41,2472,1.992088
42,2483,2.000952
43,2474,1.993700
44,2490,2.006593
45,2479,1.997729
46,2483,2.000952
47,2491,2.007399
48,2474,1.993700
49,2490,2.006593
50,2488,2.004982
51,2475,1.994505
52,2479,1.997729
53,2490,2.006593
54,2483,2.000952
55,2496,2.011429
56,2479,1.997729
57,2496,2.011429
58,2479,1.997729
59,2474,1.993700
60,2475,1.994505
61,2479,1.997729
62,2488,2.004982
63,2488,2.004982
64,2479,1.997729
65,2496,2.011429
66,2488,2.004982
67,2479,1.997729
68,2483,2.000952
69,2479,1.997729
70,2488,2.004982
71,2467,1.988059
72,2475,1.994505
73,2479,1.997729
74,2479,1.997729
75,2479,1.997729
76,2479,1.997729
77,2479,1.997729
78,2479,1.997729
79,2491,2.007399
80,2479,1.997729
81,2475,1.994505
82,2479,1.997729
83,2479,1.997729
84,2490,2.006593
85,2490,2.006593
86,2483,2.000952
87,2490,2.006593
88,2496,2.011429
89,2504,2.017875
90,2490,2.006593
91,2479,1.997729
92,2496,2.011429
93,2479,1.997729
94,2491,2.007399
95,2499,2.013846
96,2483,2.000952
97,2479,1.997729
98,2475,1.994505
99,2490,2.006593
100,2498,2.013040
101,2483,2.000952
102,2475,1.994505
103,2474,1.993700
104,2491,2.007399
105,2498,2.013040
106,2504,2.017875
107,2504,2.017875
108,2490,2.006593
109,2488,2.004982
110,2479,1.997729
111,2475,1.994505
112,2479,1.997729
113,2467,1.988059
114,2479,1.997729
115,2479,1.997729
116,2490,2.006593
117,2479,1.997729
118,2474,1.993700
119,2475,1.994505
120,2467,1.988059
121,2479,1.997729
122,2490,2.006593
123,2479,1.997729
124,2498,2.013040
125,2488,2.004982
126,2490,2.006593
127,2479,1.997729
128,2490,2.006593
129,2490,2.006593
130,2490,2.006593
131,2479,1.997729
132,2490,2.006593
133,2479,1.997729
134,2479,1.997729
135,2479,1.997729
136,2491,2.007399
137,2479,1.997729
138,2496,2.011429
139,2490,2.006593
140,2490,2.006593
141,2483,2.000952
142,2496,2.011429
143,2483,2.000952
144,2490,2.006593
145,2488,2.004982
146,2499,2.013846
147,2496,2.011429
148,2491,2.007399
149,2496,2.011429
150,2498,2.013040
151,2483,2.000952
152,2479,1.997729
153,2496,2.011429
154,2498,2.013040
155,2506,2.019487
156,2507,2.020293
157,2496,2.011429
158,2499,2.013846
159,2496,2.011429
160,2479,1.997729
161,2498,2.013040
162,2498,2.013040
163,2498,2.013040
164,2506,2.019487
165,2496,2.011429
166,2499,2.013846
167,2499,2.013846
168,2504,2.017875
169,2498,2.013040
170,2506,2.019487
171,2498,2.013040
172,2498,2.013040
173,2491,2.007399
174,2491,2.007399
175,2498,2.013040
176,2504,2.017875
177,2499,2.013846
178,2496,2.011429
179,2498,2.013040
180,2506,2.019487
181,2506,2.019487
182,2498,2.013040
183,2504,2.017875
184,2498,2.013040
185,2499,2.013846
186,2498,2.013040
187,2488,2.004982
188,2490,2.006593
189,2499,2.013846
190,2490,2.006593
191,2504,2.017875
192,2483,2.000952
193,2511,2.023516
194,2498,2.013040
195,2499,2.013846
196,2496,2.011429
197,2498,2.013040
198,2499,2.013846
199,2491,2.007399
200,2498,2.013040
201,2479,1.997729
202,2499,2.013846
203,2488,2.004982
204,2496,2.011429
205,2496,2.011429
206,2491,2.007399
207,2506,2.019487
208,2496,2.011429
209,2499,2.013846
210,2499,2.013846
211,2499,2.013846
212,2499,2.013846
213,2496,2.011429
214,2498,2.013040
