Pixel,ADC,VoltageV
1,3968,3.197656
2,3968,3.197656
3,3959,3.190403
4,3957,3.188791
5,3957,3.188791
6,3959,3.190403
7,3957,3.188791
8,3957,3.188791
9,3957,3.188791
10,3959,3.190403
11,3956,3.187985
12,3968,3.197656
13,3968,3.197656
14,3968,3.197656
15,3959,3.190403
16,3956,3.187985
17,3095,2.494139
18,2420,1.950183
19,2448,1.972747
20,2455,1.978388
21,2452,1.975971
22,2463,1.984835
23,2448,1.972747
24,2452,1.975971
25,2452,1.975971
26,2455,1.978388
27,2448,1.972747
28,2452,1.975971
29,2461,1.983223
30,2452,1.975971
31,2453,1.976777
32,2468,1.988864
33,2460,1.982418
34,2461,1.983223
35,2471,1.991282
36,2463,1.984835
37,2463,1.984835
38,2471,1.991282
39,2471,1.991282
40,2471,1.991282
41,2463,1.984835
42,2460,1.982418
43,2453,1.976777
44,2469,1.989670
45,2463,1.984835
46,2463,1.984835
47,2469,1.989670
48,2468,1.988864
49,2463,1.984835
50,2455,1.978388
51,2485,2.002564
52,2468,1.988864
53,2460,1.982418
54,2463,1.984835
55,2469,1.989670
56,2461,1.983223
57,2463,1.984835
58,2480,1.998535
59,2480,1.998535
60,2471,1.991282
61,2463,1.984835
62,2476,1.995311
63,2471,1.991282
64,2481,1.999341
65,2469,1.989670
66,2460,1.982418
67,2476,1.995311
68,2463,1.984835
69,2462,1.984029
70,2455,1.978388
71,2469,1.989670
72,2461,1.983223
73,2463,1.984835
74,2471,1.991282
75,2461,1.983223
76,2471,1.991282
77,2463,1.984835
78,2461,1.983223
79,2463,1.984835
80,2453,1.976777
81,2469,1.989670
82,2469,1.989670
83,2469,1.989670
84,2470,1.990476
85,2471,1.991282
86,2484,2.001758
87,2461,1.983223
88,2484,2.001758
89,2480,1.998535
90,2471,1.991282
91,2480,1.998535
92,2484,2.001758
93,2485,2.002564
94,2476,1.995311
95,2471,1.991282
96,2471,1.991282
97,2470,1.990476
98,2468,1.988864
99,2463,1.984835
100,2484,2.001758
101,2463,1.984835
102,2471,1.991282
103,2496,2.011429
104,2484,2.001758
105,2480,1.998535
106,2476,1.995311
107,2496,2.011429
108,2496,2.011429
109,2484,2.001758
110,2468,1.988864
111,2455,1.978388
112,2463,1.984835
113,2471,1.991282
114,2471,1.991282
115,2469,1.989670
116,2471,1.991282
117,2452,1.975971
118,2463,1.984835
119,2461,1.983223
120,2463,1.984835
121,2468,1.988864
122,2470,1.990476
123,2460,1.982418
124,2476,1.995311
125,2463,1.984835
126,2463,1.984835
127,2463,1.984835
128,2476,1.995311
129,2469,1.989670
130,2480,1.998535
131,2469,1.989670
132,2480,1.998535
133,2455,1.978388
134,2471,1.991282
135,2469,1.989670
136,2476,1.995311
137,2471,1.991282
138,2484,2.001758
139,2461,1.983223
140,2476,1.995311
141,2484,2.001758
142,2468,1.988864
143,2469,1.989670
144,2496,2.011429
145,2476,1.995311
146,2480,1.998535
147,2480,1.998535
148,2480,1.998535
149,2471,1.991282
150,2476,1.995311
151,2469,1.989670
152,2484,2.001758
153,2496,2.011429
154,2480,1.998535
155,2484,2.001758
156,2480,1.998535
157,2480,1.998535
158,2476,1.995311
159,2481,1.999341
160,2496,2.011429
161,2485,2.002564
162,2484,2.001758
163,2496,2.011429
164,2496,2.011429
165,2481,1.999341
166,2496,2.011429
167,2484,2.001758
168,2476,1.995311
169,2496,2.011429
170,2500,2.014652
171,2471,1.991282
172,2484,2.001758
173,2471,1.991282
174,2485,2.002564
175,2469,1.989670
176,2480,1.998535
177,2476,1.995311
178,2484,2.001758
179,2496,2.011429
180,2484,2.001758
181,2496,2.011429
182,2496,2.011429
183,2496,2.011429
184,2496,2.011429
185,2484,2.001758
186,2496,2.011429
187,2480,1.998535
188,2480,1.998535
189,2496,2.011429
190,2485,2.002564
191,2471,1.991282
192,2484,2.001758
193,2484,2.001758
194,2480,1.998535
195,2496,2.011429
196,2471,1.991282
197,2476,1.995311
198,2480,1.998535
199,2484,2.001758
200,2496,2.011429
201,2496,2.011429
202,2471,1.991282
203,2469,1.989670
204,2471,1.991282
205,2484,2.001758
206,2496,2.011429
207,2485,2.002564
208,2471,1.991282
209,2485,2.002564
210,2484,2.001758
211,2496,2.011429
