Pixel,ADC,VoltageV
1,3951,3.183956
2,3947,3.180733
3,3951,3.183956
4,3946,3.179927
5,3947,3.180733
6,3947,3.180733
7,3946,3.179927
8,3947,3.180733
9,3946,3.179927
10,3946,3.179927
11,3946,3.179927
12,3946,3.179927
13,3947,3.180733
14,3947,3.180733
15,3947,3.180733
16,3946,3.179927
17,3426,2.760879
18,3027,2.439341
19,3040,2.449817
20,3072,2.475604
21,3072,2.475604
22,3042,2.451429
23,3072,2.475604
24,3043,2.452234
25,3048,2.456264
26,3043,2.452234
27,3043,2.452234
28,3072,2.475604
29,3050,2.457875
30,3072,2.475604
31,3072,2.475604
32,3072,2.475604
33,3072,2.475604
34,3072,2.475604
35,3050,2.457875
36,3040,2.449817
37,3072,2.475604
38,3072,2.475604
39,3072,2.475604
40,3072,2.475604
41,3072,2.475604
42,3050,2.457875
43,3072,2.475604
44,3050,2.457875
45,3072,2.475604
46,3072,2.475604
47,3072,2.475604
48,3072,2.475604
49,3072,2.475604
50,3072,2.475604
51,3042,2.451429
52,3072,2.475604
53,3050,2.457875
54,3072,2.475604
55,3072,2.475604
56,3072,2.475604
57,3072,2.475604
58,3072,2.475604
59,3072,2.475604
60,3072,2.475604
61,3072,2.475604
62,3072,2.475604
63,3072,2.475604
64,3042,2.451429
65,3072,2.475604
66,3072,2.475604
67,3072,2.475604
68,3072,2.475604
69,3072,2.475604
70,3072,2.475604
71,3072,2.475604
72,3043,2.452234
73,3043,2.452234
74,3042,2.451429
75,3040,2.449817
76,3042,2.451429
77,3050,2.457875
78,3043,2.452234
79,3072,2.475604
80,3072,2.475604
81,3042,2.451429
82,3072,2.475604
83,3042,2.451429
84,3072,2.475604
85,3072,2.475604
86,3072,2.475604
87,3072,2.475604
88,3072,2.475604
89,3072,2.475604
90,3072,2.475604
91,3072,2.475604
92,3072,2.475604
93,3072,2.475604
94,3072,2.475604
95,3072,2.475604
96,3072,2.475604
97,3043,2.452234
98,3072,2.475604
99,3072,2.475604
100,3050,2.457875
101,3072,2.475604
102,3043,2.452234
103,3043,2.452234
104,3048,2.456264
105,3050,2.457875
106,3072,2.475604
107,3072,2.475604
108,3048,2.456264
109,3072,2.475604
110,3072,2.475604
111,3072,2.475604
112,3072,2.475604
113,3042,2.451429
114,3050,2.457875
115,3048,2.456264
116,3072,2.475604
117,3043,2.452234
118,3072,2.475604
119,3072,2.475604
120,3043,2.452234
121,3072,2.475604
122,3072,2.475604
123,3042,2.451429
124,3040,2.449817
125,3048,2.456264
126,3042,2.451429
127,3072,2.475604
128,3072,2.475604
129,3050,2.457875
130,3072,2.475604
131,3072,2.475604
132,3050,2.457875
133,3072,2.475604
134,3043,2.452234
135,3042,2.451429
136,3042,2.451429
137,3042,2.451429
138,3072,2.475604
139,3072,2.475604
140,3043,2.452234
141,3072,2.475604
142,3072,2.475604
143,3072,2.475604
144,3050,2.457875
145,3042,2.451429
146,3072,2.475604
147,3072,2.475604
148,3072,2.475604
149,3072,2.475604
150,3072,2.475604
151,3072,2.475604
152,3072,2.475604
153,3072,2.475604
154,3072,2.475604
155,3072,2.475604
156,3072,2.475604
157,3072,2.475604
158,3072,2.475604
159,3072,2.475604
160,3072,2.475604
161,3072,2.475604
162,3072,2.475604
163,3072,2.475604
164,3072,2.475604
165,3072,2.475604
166,3072,2.475604
167,3043,2.452234
168,3072,2.475604
169,3072,2.475604
170,3072,2.475604
171,3072,2.475604
172,3043,2.452234
173,3072,2.475604
174,3050,2.457875
175,3072,2.475604
176,3072,2.475604
177,3072,2.475604
178,3072,2.475604
179,3072,2.475604
180,3072,2.475604
181,3072,2.475604
182,3072,2.475604
183,3072,2.475604
184,3072,2.475604
185,3072,2.475604
186,3048,2.456264
187,3072,2.475604
188,3072,2.475604
189,3072,2.475604
190,3072,2.475604
191,3072,2.475604
192,3072,2.475604
193,3072,2.475604
194,3072,2.475604
195,3048,2.456264
196,3042,2.451429
197,3043,2.452234
198,3048,2.456264
199,3040,2.449817
200,3072,2.475604
201,3072,2.475604
202,3072,2.475604
203,3072,2.475604
204,3050,2.457875
205,3042,2.451429
206,3072,2.475604
207,3072,2.475604
208,3072,2.475604
209,3072,2.475604
210,3050,2.457875
211,3048,2.456264
212,3043,2.452234
213,3042,2.451429
214,3072,2.475604
215,3072,2.475604
216,3072,2.475604
217,3072,2.475604
218,3042,2.451429
219,3050,2.457875
220,3072,2.475604
221,3072,2.475604
222,3072,2.475604
223,3072,2.475604
224,3072,2.475604
225,3072,2.475604
226,3072,2.475604
227,3050,2.457875
228,3072,2.475604
229,3072,2.475604
230,3050,2.457875
231,3050,2.457875
232,3072,2.475604
233,3072,2.475604
234,3072,2.475604
235,3072,2.475604
236,3072,2.475604
237,3072,2.475604
238,3074,2.477216
239,3072,2.475604
240,3072,2.475604
241,3072,2.475604
242,3072,2.475604
243,3072,2.475604
244,3072,2.475604
245,3072,2.475604
246,3072,2.475604
247,3072,2.475604
248,3072,2.475604
249,3072,2.475604
250,3072,2.475604
251,3072,2.475604
252,3072,2.475604
253,3048,2.456264
254,3072,2.475604
255,3072,2.475604
256,3072,2.475604
257,3072,2.475604
258,3072,2.475604
259,3072,2.475604
260,3072,2.475604
261,3048,2.456264
262,3072,2.475604
263,3072,2.475604
264,3072,2.475604
265,3072,2.475604
266,3072,2.475604
267,3040,2.449817
268,3072,2.475604
269,3072,2.475604
270,3042,2.451429
271,3072,2.475604
272,3072,2.475604
273,3072,2.475604
274,3042,2.451429
275,3042,2.451429
276,3072,2.475604
277,3072,2.475604
278,3072,2.475604
279,3072,2.475604
280,3072,2.475604
281,3072,2.475604
282,3072,2.475604
283,3042,2.451429
284,3072,2.475604
285,3048,2.456264
286,3072,2.475604
287,3072,2.475604
288,3072,2.475604
289,3048,2.456264
290,3050,2.457875
291,3072,2.475604
292,3072,2.475604
293,3072,2.475604
294,3072,2.475604
295,3072,2.475604
296,3072,2.475604
297,3072,2.475604
298,3072,2.475604
299,3072,2.475604
300,3072,2.475604
301,3072,2.475604
302,3072,2.475604
303,3072,2.475604
304,3072,2.475604
305,3072,2.475604
306,3072,2.475604
307,3072,2.475604
308,3072,2.475604
309,3072,2.475604
310,3050,2.457875
311,3072,2.475604
312,3072,2.475604
313,3042,2.451429
314,3072,2.475604
315,3072,2.475604
316,3072,2.475604
317,3072,2.475604
318,3072,2.475604
319,3072,2.475604
320,3072,2.475604
321,3072,2.475604
322,3072,2.475604
323,3072,2.475604
324,3072,2.475604
325,3050,2.457875
326,3072,2.475604
327,3072,2.475604
328,3072,2.475604
329,3072,2.475604
330,3072,2.475604
331,3072,2.475604
332,3072,2.475604
333,3075,2.478022
334,3072,2.475604
335,3072,2.475604
336,3072,2.475604
337,3072,2.475604
338,3072,2.475604
339,3072,2.475604
340,3072,2.475604
341,3074,2.477216
342,3075,2.478022
343,3072,2.475604
344,3072,2.475604
345,3072,2.475604
346,3074,2.477216
347,3072,2.475604
348,3072,2.475604
349,3072,2.475604
350,3074,2.477216
351,3072,2.475604
352,3072,2.475604
353,3072,2.475604
354,3072,2.475604
355,3072,2.475604
356,3072,2.475604
357,3072,2.475604
358,3072,2.475604
359,3072,2.475604
360,3072,2.475604
361,3072,2.475604
362,3072,2.475604
363,3074,2.477216
364,3072,2.475604
365,3072,2.475604
366,3072,2.475604
367,3072,2.475604
368,3072,2.475604
369,3072,2.475604
370,3080,2.482051
371,3074,2.477216
372,3072,2.475604
373,3072,2.475604
374,3082,2.483663
375,3072,2.475604
376,3072,2.475604
377,3072,2.475604
378,3072,2.475604
379,3072,2.475604
380,3072,2.475604
381,3072,2.475604
382,3072,2.475604
383,3072,2.475604
384,3072,2.475604
385,3072,2.475604
386,3072,2.475604
387,3072,2.475604
388,3072,2.475604
389,3072,2.475604
390,3072,2.475604
391,3072,2.475604
392,3072,2.475604
393,3072,2.475604
394,3072,2.475604
395,3072,2.475604
396,3072,2.475604
397,3072,2.475604
398,3072,2.475604
399,3072,2.475604
400,3072,2.475604
401,3072,2.475604
402,3072,2.475604
403,3072,2.475604
404,3072,2.475604
405,3072,2.475604
406,3074,2.477216
407,3074,2.477216
408,3072,2.475604
409,3072,2.475604
410,3072,2.475604
411,3072,2.475604
412,3072,2.475604
413,3074,2.477216
414,3072,2.475604
415,3074,2.477216
416,3072,2.475604
417,3072,2.475604
418,3072,2.475604
419,3072,2.475604
420,3072,2.475604
421,3074,2.477216
422,3074,2.477216
423,3074,2.477216
424,3072,2.475604
425,3072,2.475604
426,3072,2.475604
427,3072,2.475604
428,3080,2.482051
429,3072,2.475604
430,3072,2.475604
431,3072,2.475604
432,3074,2.477216
433,3074,2.477216
434,3075,2.478022
435,3072,2.475604
436,3072,2.475604
437,3072,2.475604
438,3074,2.477216
439,3072,2.475604
440,3072,2.475604
441,3072,2.475604
442,3072,2.475604
443,3072,2.475604
444,3072,2.475604
445,3072,2.475604
446,3072,2.475604
447,3072,2.475604
448,3072,2.475604
449,3072,2.475604
450,3074,2.477216
451,3072,2.475604
452,3072,2.475604
453,3072,2.475604
454,3072,2.475604
455,3072,2.475604
456,3072,2.475604
457,3072,2.475604
458,3074,2.477216
459,3072,2.475604
460,3074,2.477216
461,3075,2.478022
462,3082,2.483663
463,3072,2.475604
464,3072,2.475604
465,3074,2.477216
466,3074,2.477216
467,3074,2.477216
468,3072,2.475604
469,3072,2.475604
470,3074,2.477216
471,3074,2.477216
472,3072,2.475604
473,3072,2.475604
474,3072,2.475604
475,3074,2.477216
476,3072,2.475604
477,3072,2.475604
478,3080,2.482051
479,3082,2.483663
480,3080,2.482051
481,3072,2.475604
482,3072,2.475604
483,3074,2.477216
484,3083,2.484469
485,3075,2.478022
486,3083,2.484469
487,3082,2.483663
488,3087,2.487692
489,3075,2.478022
490,3082,2.483663
491,3083,2.484469
492,3072,2.475604
493,3074,2.477216
494,3074,2.477216
495,3074,2.477216
496,3082,2.483663
497,3075,2.478022
498,3072,2.475604
499,3074,2.477216
500,3082,2.483663
501,3072,2.475604
502,3075,2.478022
503,3072,2.475604
504,3083,2.484469
505,3072,2.475604
506,3074,2.477216
507,3074,2.477216
508,3074,2.477216
509,3082,2.483663
510,3082,2.483663
511,3072,2.475604
512,3074,2.477216
513,3082,2.483663
514,3082,2.483663
515,3072,2.475604
516,3082,2.483663
517,3074,2.477216
518,3082,2.483663
519,3072,2.475604
520,3074,2.477216
521,3074,2.477216
522,3074,2.477216
523,3072,2.475604
524,3074,2.477216
525,3074,2.477216
526,3072,2.475604
527,3072,2.475604
528,3075,2.478022
529,3072,2.475604
530,3072,2.475604
531,3074,2.477216
532,3074,2.477216
533,3072,2.475604
534,3074,2.477216
535,3075,2.478022
536,3080,2.482051
537,3082,2.483663
538,3082,2.483663
539,3074,2.477216
540,3080,2.482051
541,3082,2.483663
542,3074,2.477216
543,3087,2.487692
544,3082,2.483663
545,3082,2.483663
546,3074,2.477216
547,3083,2.484469
548,3083,2.484469
549,3080,2.482051
550,3074,2.477216
551,3082,2.483663
552,3074,2.477216
553,3082,2.483663
554,3072,2.475604
555,3074,2.477216
556,3074,2.477216
557,3072,2.475604
558,3074,2.477216
559,3074,2.477216
560,3072,2.475604
561,3082,2.483663
562,3072,2.475604
563,3074,2.477216
564,3072,2.475604
565,3072,2.475604
566,3072,2.475604
567,3074,2.477216
568,3075,2.478022
569,3075,2.478022
570,3075,2.478022
571,3072,2.475604
572,3082,2.483663
573,3072,2.475604
574,3080,2.482051
575,3072,2.475604
576,3074,2.477216
577,3074,2.477216
578,3074,2.477216
579,3075,2.478022
580,3074,2.477216
581,3082,2.483663
582,3082,2.483663
583,3072,2.475604
584,3074,2.477216
585,3080,2.482051
586,3072,2.475604
587,3072,2.475604
588,3072,2.475604
589,3072,2.475604
590,3074,2.477216
591,3072,2.475604
592,3074,2.477216
593,3072,2.475604
594,3072,2.475604
595,3074,2.477216
596,3072,2.475604
597,3072,2.475604
598,3072,2.475604
599,3072,2.475604
600,3072,2.475604
601,3072,2.475604
602,3072,2.475604
603,3072,2.475604
604,3074,2.477216
605,3072,2.475604
606,3075,2.478022
607,3074,2.477216
608,3072,2.475604
609,3074,2.477216
610,3074,2.477216
611,3072,2.475604
612,3075,2.478022
613,3072,2.475604
614,3074,2.477216
615,3072,2.475604
616,3082,2.483663
617,3072,2.475604
618,3072,2.475604
619,3072,2.475604
620,3074,2.477216
621,3072,2.475604
622,3072,2.475604
623,3074,2.477216
624,3072,2.475604
625,3074,2.477216
626,3072,2.475604
627,3072,2.475604
628,3072,2.475604
629,3072,2.475604
630,3072,2.475604
631,3074,2.477216
632,3072,2.475604
633,3072,2.475604
634,3072,2.475604
635,3074,2.477216
636,3072,2.475604
637,3072,2.475604
638,3082,2.483663
639,3074,2.477216
640,3072,2.475604
641,3074,2.477216
642,3080,2.482051
643,3072,2.475604
644,3074,2.477216
645,3082,2.483663
646,3075,2.478022
647,3082,2.483663
648,3083,2.484469
649,3080,2.482051
650,3091,2.490916
651,3075,2.478022
652,3082,2.483663
653,3072,2.475604
654,3074,2.477216
655,3074,2.477216
656,3072,2.475604
657,3074,2.477216
658,3072,2.475604
659,3072,2.475604
660,3074,2.477216
661,3074,2.477216
662,3074,2.477216
663,3083,2.484469
664,3074,2.477216
665,3083,2.484469
666,3074,2.477216
667,3072,2.475604
668,3080,2.482051
669,3074,2.477216
670,3074,2.477216
671,3074,2.477216
672,3072,2.475604
673,3082,2.483663
674,3074,2.477216
675,3074,2.477216
676,3082,2.483663
677,3072,2.475604
678,3075,2.478022
679,3072,2.475604
680,3074,2.477216
681,3074,2.477216
682,3072,2.475604
683,3072,2.475604
684,3074,2.477216
685,3074,2.477216
686,3074,2.477216
687,3082,2.483663
688,3074,2.477216
689,3075,2.478022
690,3082,2.483663
691,3074,2.477216
692,3082,2.483663
693,3074,2.477216
694,3082,2.483663
695,3072,2.475604
696,3082,2.483663
697,3080,2.482051
698,3072,2.475604
