Pixel,RawADC,RawVoltageV,DarkADC,DarkCorrectedIntensityADC,SmoothedIntensityADC,NormalizedIntensity,SmoothedNormalizedIntensity
21,2571.0,2.071868,3936.0,1365.0,1359.2766998794798,0.7199367088607594,0.7287009275371971
22,2571.0,2.071868,3936.0,1365.0,1359.0483367888323,0.7199367088607594,0.7285785033126189
23,2571.0,2.071868,3936.0,1365.0,1358.8190804122962,0.7199367088607594,0.7284556002022805
24,2579.0,2.078315,3936.0,1357.0,1358.5698431912956,0.7157172995780591,0.7283219854686975
25,2575.0,2.075092,3936.0,1361.0,1358.3212726665927,0.7178270042194093,0.7281887281474136
26,2579.0,2.078315,3936.0,1357.0,1358.0927004163227,0.7157172995780591,0.7280661917934867
27,2563.0,2.065421,3936.0,1373.0,1357.9213777693028,0.7241561181434599,0.7279743466439285
28,2571.0,2.071868,3936.0,1365.0,1357.745885002304,0.7199367088607594,0.7278802659154797
29,2575.0,2.075092,3936.0,1361.0,1357.5664051299962,0.7178270042194093,0.7277840477213207
30,2592.0,2.088791,3936.0,1344.0,1357.3831211670486,0.7088607594936709,0.727685790174631
31,2592.0,2.088791,3936.0,1344.0,1357.1962161281322,0.7088607594936709,0.7275855913885914
32,2575.0,2.075092,3936.0,1361.0,1357.0058730279154,0.7178270042194093,0.7274835494763814
33,2570.0,2.071062,3936.0,1366.0,1356.81227488107,0.7204641350210971,0.7273797625511819
34,2575.0,2.075092,3936.0,1361.0,1356.6156047022648,0.7178270042194093,0.7272743287261727
35,2579.0,2.078315,3936.0,1357.0,1356.4160455061694,0.7157172995780591,0.7271673461145336
36,2584.0,2.082344,3936.0,1352.0,1356.213780307455,0.7130801687763713,0.7270589128294453
37,2592.0,2.088791,3936.0,1344.0,1356.0089921207903,0.7088607594936709,0.7269491269840878
38,2586.0,2.083956,3936.0,1350.0,1355.801863960846,0.7120253164556962,0.7268380866916412
39,2592.0,2.088791,3936.0,1344.0,1355.592578842292,0.7088607594936709,0.7267258900652857
40,2584.0,2.082344,3936.0,1352.0,1355.3813197797974,0.7130801687763713,0.7266126352182012
41,2579.0,2.078315,3936.0,1357.0,1355.168269788033,0.7157172995780591,0.7264984202635681
42,2592.0,2.088791,3936.0,1344.0,1354.9536118816688,0.7088607594936709,0.7263833433145668
43,2592.0,2.088791,3936.0,1344.0,1354.7567473587142,0.7088607594936709,0.7262778053027042
44,2586.0,2.083956,3936.0,1350.0,1354.557342417841,0.7120253164556962,0.7261709053864601
45,2575.0,2.075092,3936.0,1361.0,1354.3555975036875,0.7178270042194093,0.7260627510231266
46,2579.0,2.078315,3936.0,1357.0,1354.1517130608931,0.7157172995780591,0.7259534496699968
47,2575.0,2.075092,3936.0,1361.0,1353.9266712507563,0.7178270042194093,0.7258328059660357
48,2579.0,2.078315,3936.0,1357.0,1353.701189333913,0.7157172995780591,0.7257119263232366
49,2586.0,2.083956,3936.0,1350.0,1353.475450325033,0.7120253164556962,0.7255909088547795
50,2575.0,2.075092,3936.0,1361.0,1353.2496372387868,0.7178270042194093,0.7254698516738448
51,2594.0,2.090403,3936.0,1342.0,1353.0239330898444,0.7078059071729957,0.7253488528936127
52,2592.0,2.088791,3936.0,1344.0,1352.740866042856,0.7088607594936709,0.7251971021722813
53,2592.0,2.088791,3936.0,1344.0,1352.462169560485,0.7088607594936709,0.725047694487133
54,2586.0,2.083956,3936.0,1350.0,1352.187974367496,0.7120253164556962,0.7249006999190108
55,2592.0,2.088791,3936.0,1344.0,1351.9184111886534,0.7088607594936709,0.7247561885487579
56,2579.0,2.078315,3936.0,1357.0,1351.653610748721,0.7157172995780591,0.7246142304572168
57,2603.0,2.097656,3936.0,1333.0,1351.3937037724631,0.7030590717299579,0.7244748957252309
58,2595.0,2.091209,3936.0,1341.0,1351.1388209846443,0.7072784810126582,0.724338254433643
59,2592.0,2.088791,3936.0,1344.0,1350.8890931100284,0.7088607594936709,0.724204376663296
60,2592.0,2.088791,3936.0,1344.0,1350.64465087338,0.7088607594936709,0.724073332495033
61,2592.0,2.088791,3936.0,1344.0,1350.405624999463,0.7088607594936709,0.7239451920096969
62,2592.0,2.088791,3936.0,1344.0,1350.2298010630616,0.7088607594936709,0.7238509337431126
63,2594.0,2.090403,3936.0,1342.0,1350.0557593409458,0.7078059071729957,0.7237576309120207
64,2592.0,2.088791,3936.0,1344.0,1349.8836828477858,0.7088607594936709,0.7236653816296016
65,2603.0,2.097656,3936.0,1333.0,1349.7137545982512,0.7030590717299579,0.723574284009035
66,2592.0,2.088791,3936.0,1344.0,1349.5461576070122,0.7088607594936709,0.7234844361635013
67,2595.0,2.091209,3936.0,1341.0,1349.381074888739,0.7072784810126582,0.7233959362061808
68,2592.0,2.088791,3936.0,1344.0,1349.2186894581014,0.7088607594936709,0.7233088822502536
69,2586.0,2.083956,3936.0,1350.0,1349.0591843297686,0.7120253164556962,0.7232233724088996
70,2602.0,2.09685,3936.0,1334.0,1348.9027425184115,0.7035864978902954,0.7231395047952991
71,2592.0,2.088791,3936.0,1344.0,1348.7495470386996,0.7088607594936709,0.7230573775226323
72,2600.0,2.095238,3936.0,1336.0,1348.5997809053029,0.7046413502109705,0.7229770887040794
73,2595.0,2.091209,3936.0,1341.0,1348.4536271328911,0.7072784810126582,0.7228987364528204
74,2592.0,2.088791,3936.0,1344.0,1348.3112687361347,0.7088607594936709,0.7228224188820357
75,2594.0,2.090403,3936.0,1342.0,1348.172888729703,0.7078059071729957,0.722748234104905
76,2586.0,2.083956,3936.0,1350.0,1348.0578884116062,0.7120253164556962,0.7226865830529363
77,2592.0,2.088791,3936.0,1344.0,1347.9459339805162,0.7088607594936709,0.7226265648846086
78,2586.0,2.083956,3936.0,1350.0,1347.837225881071,0.7120253164556962,0.7225682870572144
79,2575.0,2.075092,3936.0,1361.0,1347.7415736995797,0.7178270042194093,0.7225170084372102
80,2594.0,2.090403,3936.0,1342.0,1347.6489194726817,0.7078059071729957,0.7224673370045381
81,2575.0,2.075092,3936.0,1361.0,1347.5594723599995,0.7178270042194093,0.7224193848885467
82,2592.0,2.088791,3936.0,1344.0,1347.4638323794861,0.7088607594936709,0.7223681128094213
83,2571.0,2.071868,3936.0,1365.0,1347.3724670987635,0.7199367088607594,0.7223191323738608
84,2575.0,2.075092,3936.0,1361.0,1347.2855769624698,0.7178270042194093,0.7222725510391578
85,2571.0,2.071868,3936.0,1365.0,1347.2033624152436,0.7199367088607594,0.7222284762626049
86,2592.0,2.088791,3936.0,1344.0,1347.1260239017233,0.7088607594936709,0.7221870155014946
87,2571.0,2.071868,3936.0,1365.0,1347.053761866548,0.7199367088607594,0.7221482762131196
