Pixel,RawADC,RawVoltageV,DarkADC,DarkCorrectedIntensityADC,SmoothedIntensityADC,NormalizedIntensity,SmoothedNormalizedIntensity
21,2621.0,2.112161,3933.0,1312.0,1308.613230740546,0.7450312322544009,0.7557690870683889
22,2621.0,2.112161,3933.0,1312.0,1308.494386242882,0.7450312322544009,0.7557004502890925
23,2629.0,2.118608,3933.0,1304.0,1308.3755286727417,0.740488358886996,0.7556318059599921
24,2629.0,2.118608,3933.0,1304.0,1308.3335921683743,0.740488358886996,0.7556075861883468
25,2621.0,2.112161,3933.0,1312.0,1308.286570470678,0.7450312322544009,0.7555804295428954
26,2620.0,2.111355,3933.0,1313.0,1308.2442034460867,0.7455990914253265,0.7555559611310337
27,2607.0,2.100879,3933.0,1326.0,1308.196363411366,0.7529812606473595,0.7555283318678437
28,2621.0,2.112161,3933.0,1312.0,1308.1431898062647,0.7450312322544009,0.7554976222845692
29,2621.0,2.112161,3933.0,1312.0,1308.084822070531,0.7450312322544009,0.7554639129124541
30,2620.0,2.111355,3933.0,1313.0,1308.0213996439131,0.7455990914253265,0.7554272842827424
31,2621.0,2.112161,3933.0,1312.0,1307.9530619661602,0.7450312322544009,0.7553878169266784
32,2628.0,2.117802,3933.0,1305.0,1307.8799484770204,0.7410562180579217,0.755345591375506
33,2621.0,2.112161,3933.0,1312.0,1307.802198616242,0.7450312322544009,0.755300688160469
34,2621.0,2.112161,3933.0,1312.0,1307.7199518235743,0.7450312322544009,0.755253187812812
35,2629.0,2.118608,3933.0,1304.0,1307.633347538765,0.740488358886996,0.7552031708637785
36,2629.0,2.118608,3933.0,1304.0,1307.5425252015632,0.740488358886996,0.7551507178446129
37,2636.0,2.124249,3933.0,1297.0,1307.447624251717,0.7365133446905168,0.7550959092865588
38,2629.0,2.118608,3933.0,1304.0,1307.3391749873051,0.740488358886996,0.7550332761115057
39,2628.0,2.117802,3933.0,1305.0,1307.2275752560756,0.7410562180579217,0.7549688234336579
40,2628.0,2.117802,3933.0,1305.0,1307.1129557827917,0.7410562180579217,0.7549026267510559
41,2621.0,2.112161,3933.0,1312.0,1306.9954472922182,0.7450312322544009,0.7548347615617416
42,2636.0,2.124249,3933.0,1297.0,1306.8751805091194,0.7365133446905168,0.754765303363756
43,2637.0,2.125055,3933.0,1296.0,1306.7522861582595,0.7359454855195912,0.7546943276551407
44,2636.0,2.124249,3933.0,1297.0,1306.6268949644025,0.7365133446905168,0.7546219099339366
45,2621.0,2.112161,3933.0,1312.0,1306.4991376523128,0.7450312322544009,0.7545481256981852
46,2621.0,2.112161,3933.0,1312.0,1306.3691449467547,0.7450312322544009,0.7544730504459278
47,2629.0,2.118608,3933.0,1304.0,1306.237047572492,0.740488358886996,0.7543967596752055
48,2620.0,2.111355,3933.0,1313.0,1306.1029762542898,0.7455990914253265,0.7543193288840601
49,2629.0,2.118608,3933.0,1304.0,1305.9670617169118,0.740488358886996,0.7542408335705323
50,2621.0,2.112161,3933.0,1312.0,1305.8294346851221,0.7450312322544009,0.7541613492326635
51,2629.0,2.118608,3933.0,1304.0,1305.6902258836851,0.740488358886996,0.7540809513684953
52,2620.0,2.111355,3933.0,1313.0,1305.5495660373654,0.7455990914253265,0.7539997154760688
