Pixel,RawADC,RawVoltageV,DarkADC,DarkCorrectedIntensityADC,SmoothedIntensityADC,NormalizedIntensity,SmoothedNormalizedIntensity
21,2522.0,2.032381,3936.0,1414.0,1409.5562861617461,0.718131030980193,0.7284331639983517
22,2520.0,2.030769,3936.0,1416.0,1409.3937464758862,0.7191467750126967,0.7283491664320193
23,2528.0,2.037216,3936.0,1408.0,1409.2219418902357,0.7150837988826816,0.7282603809332467
24,2530.0,2.038828,3936.0,1406.0,1409.0512092476522,0.7140680548501778,0.7281721493952401
25,2528.0,2.037216,3936.0,1408.0,1408.8912274096797,0.7150837988826816,0.7280894736783775
26,2528.0,2.037216,3936.0,1408.0,1408.731807688193,0.7150837988826816,0.7280070884531358
27,2528.0,2.037216,3936.0,1408.0,1408.5730285180512,0.7150837988826816,0.7279250342532299
28,2511.0,2.023516,3936.0,1425.0,1408.4630140424624,0.7237176231589639,0.7278681807644224
29,2520.0,2.030769,3936.0,1416.0,1408.36976893963,0.7191467750126967,0.7278199933837903
30,2528.0,2.037216,3936.0,1408.0,1408.2825075450062,0.7150837988826816,0.7277748982752057
31,2520.0,2.030769,3936.0,1416.0,1408.18150174867,0.7191467750126967,0.7277227003087039
32,2531.0,2.039634,3936.0,1405.0,1408.0771581133538,0.7135601828339259,0.72766877740746
33,2522.0,2.032381,3936.0,1414.0,1407.9696160788058,0.718131030980193,0.7276132016314107
34,2536.0,2.043663,3936.0,1400.0,1407.8590150847747,0.7110208227526663,0.7275560450404931
35,2520.0,2.030769,3936.0,1416.0,1407.726276287669,0.7191467750126967,0.7274874480338249
36,2539.0,2.046081,3936.0,1397.0,1407.592055943235,0.7094972067039106,0.7274180853903258
37,2530.0,2.038828,3936.0,1406.0,1407.4756943445936,0.7140680548501778,0.7273579518232605
38,2528.0,2.037216,3936.0,1408.0,1407.3375784021857,0.7150837988826816,0.7272865760052711
39,2522.0,2.032381,3936.0,1414.0,1407.1983643717579,0.718131030980193,0.7272146327152776
40,2531.0,2.039634,3936.0,1405.0,1407.0581742630911,0.7135601828339259,0.7271421850057254
41,2520.0,2.030769,3936.0,1416.0,1406.917130085964,0.7191467750126967,0.7270692959290586
42,2530.0,2.038828,3936.0,1406.0,1406.7945721334972,0.7140680548501778,0.7270059601985418
43,2531.0,2.039634,3936.0,1405.0,1406.6797147411426,0.7135601828339259,0.7269466039780468
44,2536.0,2.043663,3936.0,1400.0,1406.5624389406494,0.7110208227526663,0.7268859979680191
45,2530.0,2.038828,3936.0,1406.0,1406.442892886751,0.7140680548501778,0.7268242187321421
46,2530.0,2.038828,3936.0,1406.0,1406.3212247341794,0.7140680548501778,0.7267613428340984
47,2531.0,2.039634,3936.0,1405.0,1406.1975826376681,0.7135601828339259,0.7266974468375715
48,2522.0,2.032381,3936.0,1414.0,1406.0721147519496,0.718131030980193,0.7266326073062442
49,2538.0,2.045275,3936.0,1398.0,1405.9449692317562,0.7100050787201625,0.7265669008037995
50,2536.0,2.043663,3936.0,1400.0,1405.8066850901519,0.7110208227526663,0.7264954380635112
51,2539.0,2.046081,3936.0,1397.0,1405.6676688898672,0.7094972067039106,0.7264235970085533
52,2528.0,2.037216,3936.0,1408.0,1405.508841787312,0.7150837988826816,0.726341518038044
53,2528.0,2.037216,3936.0,1408.0,1405.350860038232,0.7150837988826816,0.7262598759309029
54,2530.0,2.038828,3936.0,1406.0,1405.1938456524074,0.7140680548501778,0.7261787337395749
55,2539.0,2.046081,3936.0,1397.0,1405.0379206396183,0.7094972067039106,0.7260981545165047
56,2539.0,2.046081,3936.0,1397.0,1404.8832070096446,0.7094972067039106,0.7260182013141376
57,2531.0,2.039634,3936.0,1405.0,1404.7298267722658,0.7135601828339259,0.725938937184918
58,2528.0,2.037216,3936.0,1408.0,1404.5779019372621,0.7150837988826816,0.7258604251812909
59,2539.0,2.046081,3936.0,1397.0,1404.4275545144137,0.7094972067039106,0.7257827283557015
60,2543.0,2.049304,3936.0,1393.0,1404.2789065135003,0.707465718638903,0.7257059097605943
61,2536.0,2.043663,3936.0,1400.0,1404.132079944302,0.7110208227526663,0.7256300324484145
62,2539.0,2.046081,3936.0,1397.0,1403.9391511082488,0.7094972067039106,0.7255303303195584
63,2538.0,2.045275,3936.0,1398.0,1403.7515340551165,0.7100050787201625,0.7254333732239284
64,2543.0,2.049304,3936.0,1393.0,1403.5693072197623,0.707465718638903,0.7253392016952385
65,2543.0,2.049304,3936.0,1393.0,1403.392549037046,0.707465718638903,0.7252478562672036
66,2538.0,2.045275,3936.0,1398.0,1403.2213379418251,0.7100050787201625,0.725159377473538
67,2531.0,2.039634,3936.0,1405.0,1403.1037980773083,0.7135601828339259,0.7250986350000047
68,2538.0,2.045275,3936.0,1398.0,1402.9887158383594,0.7100050787201625,0.7250391625828614
69,2522.0,2.032381,3936.0,1414.0,1402.8762132347576,0.718131030980193,0.7249810232745526
70,2528.0,2.037216,3936.0,1408.0,1402.766412276284,0.7150837988826816,0.7249242801275239
71,2539.0,2.046081,3936.0,1397.0,1402.6594349727175,0.7094972067039106,0.7248689961942194
