Pixel,RawADC,RawVoltageV,DarkADC,DarkVoltageV,DarkCorrectedIntensityADC,SmoothedIntensityADC,NormalizedIntensity,SmoothedNormalizedIntensity
21,1660.0,1.337729,3949.0,3.182344,2289.0,2289.0491141654365,0.9226118500604595,0.9150803050226815
22,1660.0,1.337729,3949.0,3.182344,2289.0,2289.037815188314,0.9226118500604595,0.9150757880940723
23,1652.0,1.331282,3949.0,3.182344,2297.0,2289.0266992258616,0.9258363563079404,0.9150713443282096
24,1660.0,1.337729,3949.0,3.182344,2289.0,2289.015766278079,0.9226118500604595,0.9150669737250933
25,1660.0,1.337729,3949.0,3.182344,2289.0,2289.0050163449664,0.9226118500604595,0.9150626762847235
26,1660.0,1.337729,3949.0,3.182344,2289.0,2288.9944494265233,0.9226118500604595,0.9150584520070999
27,1660.0,1.337729,3949.0,3.182344,2289.0,2288.9840655227513,0.9226118500604595,0.9150543008922234
28,1661.0,1.338535,3949.0,3.182344,2288.0,2288.973864633648,0.9222087867795243,0.9150502229400929
29,1647.0,1.327253,3949.0,3.182344,2302.0,2288.963846759216,0.9278516727126159,0.9150462181507092
30,1660.0,1.337729,3949.0,3.182344,2289.0,2288.954011899453,0.9226118500604595,0.9150422865240716
31,1653.0,1.332088,3949.0,3.182344,2296.0,2288.9443600543595,0.9254332930270053,0.9150384280601805
32,1661.0,1.338535,3949.0,3.182344,2288.0,2288.9348912239366,0.9222087867795243,0.915034642759036
33,1660.0,1.337729,3949.0,3.182344,2289.0,2288.9256054081834,0.9226118500604595,0.915030930620638
34,1660.0,1.337729,3949.0,3.182344,2289.0,2288.9165026071005,0.9226118500604595,0.9150272916449864
35,1660.0,1.337729,3949.0,3.182344,2289.0,2288.9075828206874,0.9226118500604595,0.9150237258320814
36,1660.0,1.337729,3949.0,3.182344,2289.0,2288.898846048944,0.9226118500604595,0.9150202331819227
37,1660.0,1.337729,3949.0,3.182344,2289.0,2288.890292291871,0.9226118500604595,0.9150168136945106
38,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8819215494677,0.9226118500604595,0.915013467369845
39,1661.0,1.338535,3949.0,3.182344,2288.0,2288.8737338217343,0.9222087867795243,0.9150101942079257
40,1653.0,1.332088,3949.0,3.182344,2296.0,2288.8657291086706,0.9254332930270053,0.9150069942087529
41,1653.0,1.332088,3949.0,3.182344,2296.0,2288.857907410277,0.9254332930270053,0.9150038673723266
42,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8502687265536,0.9226118500604595,0.9150008136986468
43,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8524221991697,0.9226118500604595,0.9150016745802969
44,1652.0,1.331282,3949.0,3.182344,2297.0,2288.854109420127,0.9258363563079404,0.9150023490711405
45,1661.0,1.338535,3949.0,3.182344,2288.0,2288.8553391044097,0.9222087867795243,0.9150028406551182
46,1652.0,1.331282,3949.0,3.182344,2297.0,2288.856119967001,0.9258363563079404,0.9150031528161696
47,1661.0,1.338535,3949.0,3.182344,2288.0,2288.8564607228864,0.9222087867795243,0.9150032890382356
48,1660.0,1.337729,3949.0,3.182344,2289.0,2288.85637008705,0.9226118500604595,0.9150032528052564
49,1660.0,1.337729,3949.0,3.182344,2289.0,2288.855856774476,0.9226118500604595,0.9150030476011723
50,1661.0,1.338535,3949.0,3.182344,2288.0,2288.8549295001485,0.9222087867795243,0.9150026769099238
51,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8535969790514,0.9226118500604595,0.9150021442154506
52,1660.0,1.337729,3949.0,3.182344,2289.0,2288.85186792617,0.9226118500604595,0.9150014530016936
53,1660.0,1.337729,3949.0,3.182344,2289.0,2288.849751056488,0.9226118500604595,0.9150006067525929
54,1660.0,1.337729,3949.0,3.182344,2289.0,2288.847255084989,0.9226118500604595,0.9149996089520884
55,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8443887266585,0.9226118500604595,0.9149984630841212
56,1653.0,1.332088,3949.0,3.182344,2296.0,2288.8411606964805,0.9254332930270053,0.9149971726326314
57,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8375797094386,0.9226118500604595,0.9149957410815587
58,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8336544805175,0.9226118500604595,0.9149941719148439
59,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8293937247017,0.9226118500604595,0.9149924686164275
60,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8248061569757,0.9226118500604595,0.9149906346702494
61,1660.0,1.337729,3949.0,3.182344,2289.0,2288.819900492323,0.9226118500604595,0.9149886735602502
62,1660.0,1.337729,3949.0,3.182344,2289.0,2288.8146854457286,0.9226118500604595,0.9149865887703701
63,1660.0,1.337729,3949.0,3.182344,2289.0,2288.809169732176,0.9226118500604595,0.9149843837845492
64,1660.0,1.337729,3949.0,3.182344,2289.0,2288.870626058339,0.9226118500604595,0.9150089518348119
65,1660.0,1.337729,3949.0,3.182344,2289.0,2288.92725428321,0.9226118500604595,0.9150315897821444
66,1661.0,1.338535,3949.0,3.182344,2288.0,2288.979124126663,0.9222087867795243,0.9150523254980688
67,1660.0,1.337729,3949.0,3.182344,2289.0,2289.0263053085714,0.9226118500604595,0.9150711868541074
68,1652.0,1.331282,3949.0,3.182344,2297.0,2289.068867548811,0.9258363563079404,0.9150882017217831
69,1661.0,1.338535,3949.0,3.182344,2288.0,2289.1068805672544,0.9222087867795243,0.915103397972618
70,1660.0,1.337729,3949.0,3.182344,2289.0,2289.1404140837767,0.9226118500604595,0.9151168034781345
71,1661.0,1.338535,3949.0,3.182344,2288.0,2289.169537818252,0.9222087867795243,0.9151284461098554
72,1661.0,1.338535,3949.0,3.182344,2288.0,2289.1943214905546,0.9222087867795243,0.9151383537393029
73,1661.0,1.338535,3949.0,3.182344,2288.0,2289.2148348205583,0.9222087867795243,0.9151465542379993
74,1661.0,1.338535,3949.0,3.182344,2288.0,2289.2311475281385,0.9222087867795243,0.9151530754774676
75,1660.0,1.337729,3949.0,3.182344,2289.0,2289.2433293331687,0.9226118500604595,0.91515794532923
76,1660.0,1.337729,3949.0,3.182344,2289.0,2289.2514499555236,0.9226118500604595,0.915161191664809
77,1660.0,1.337729,3949.0,3.182344,2289.0,2289.255579115076,0.9226118500604595,0.9151628423557268
78,1661.0,1.338535,3949.0,3.182344,2288.0,2289.255786531702,0.9222087867795243,0.9151629252735061
79,1661.0,1.338535,3949.0,3.182344,2288.0,2289.2521419252753,0.9222087867795243,0.9151614682896694
80,1660.0,1.337729,3949.0,3.182344,2289.0,2289.2447150156695,0.9226118500604595,0.9151584992757389
81,1660.0,1.337729,3949.0,3.182344,2289.0,2289.2335755227596,0.9226118500604595,0.9151540461032374
82,1660.0,1.337729,3949.0,3.182344,2289.0,2289.1515291747305,0.9226118500604595,0.9151212468956031
83,1661.0,1.338535,3949.0,3.182344,2288.0,2289.070454547449,0.9222087867795243,0.9150888361473133
84,1660.0,1.337729,3949.0,3.182344,2289.0,2288.9903603558982,0.9226118500604595,0.9150568173423076
85,1676.0,1.350623,3949.0,3.182344,2273.0,2288.911255315065,0.9161628375654978,0.9150251939645274
86,1661.0,1.338535,3949.0,3.182344,2288.0,2288.8331481399305,0.9222087867795243,0.914993969497912
87,1660.0,1.337729,3949.0,3.182344,2289.0,2288.7560475454816,0.9226118500604595,0.9149631474264024
88,1668.0,1.344176,3949.0,3.182344,2281.0,2288.747226238391,0.9193873438129786,0.9149596209820228
89,1661.0,1.338535,3949.0,3.182344,2288.0,2288.7348840776494,0.9222087867795243,0.9149546870257587
90,1660.0,1.337729,3949.0,3.182344,2289.0,2288.651826791444,0.9226118500604595,0.9149214836810489
91,1661.0,1.338535,3949.0,3.182344,2288.0,2288.5699329556396,0.9222087867795243,0.9148887454423699
92,1668.0,1.344176,3949.0,3.182344,2281.0,2288.4892112852212,0.9193873438129786,0.9148564757936624
93,1661.0,1.338535,3949.0,3.182344,2288.0,2288.409670495173,0.9222087867795243,0.9148246782188665
94,1669.0,1.344982,3949.0,3.182344,2280.0,2288.331319300479,0.9189842805320435,0.9147933562019226
95,1661.0,1.338535,3949.0,3.182344,2288.0,2288.254166416124,0.9222087867795243,0.9147625132267709
96,1661.0,1.338535,3949.0,3.182344,2288.0,2288.245484548782,0.9222087867795243,0.9147590425254363
97,1660.0,1.337729,3949.0,3.182344,2289.0,2288.166209565754,0.9226118500604595,0.9147273512108197
98,1660.0,1.337729,3949.0,3.182344,2289.0,2288.1554840345984,0.9226118500604595,0.9147230635254833
99,1660.0,1.337729,3949.0,3.182344,2289.0,2288.1415078143036,0.9226118500604595,0.9147174763304111
100,1660.0,1.337729,3949.0,3.182344,2289.0,2288.1243506247474,0.9226118500604595,0.9147106174971273
101,1660.0,1.337729,3949.0,3.182344,2289.0,2288.104082185801,0.9226118500604595,0.9147025148971532
102,1660.0,1.337729,3949.0,3.182344,2289.0,2288.0807722173404,0.9226118500604595,0.9146931964020116
103,1660.0,1.337729,3949.0,3.182344,2289.0,2288.05449043924,0.9226118500604595,0.9146826898832254
104,1661.0,1.338535,3949.0,3.182344,2288.0,2287.9580425796835,0.9222087867795243,0.9146441334642322
105,1660.0,1.337729,3949.0,3.182344,2289.0,2287.863307214539,0.9226118500604595,0.9146062616395096
106,1661.0,1.338535,3949.0,3.182344,2288.0,2287.7702930587902,0.9222087867795243,0.914569077892998
107,1660.0,1.337729,3949.0,3.182344,2289.0,2287.679008827421,0.9226118500604595,0.9145325857086372
108,1660.0,1.337729,3949.0,3.182344,2289.0,2287.5798540937462,0.9226118500604595,0.9144929471777843
109,1660.0,1.337729,3949.0,3.182344,2289.0,2287.4830959807496,0.9226118500604595,0.9144542667305162
110,1660.0,1.337729,3949.0,3.182344,2289.0,2287.3887344884306,0.9226118500604595,0.914416544366833
111,1660.0,1.337729,3949.0,3.182344,2289.0,2287.296769616789,0.9226118500604595,0.914379780086734
112,1660.0,1.337729,3949.0,3.182344,2289.0,2287.2072013658253,0.9226118500604595,0.9143439738902199
113,1660.0,1.337729,3949.0,3.182344,2289.0,2287.1200297355394,0.9226118500604595,0.9143091257772906
114,1653.0,1.332088,3949.0,3.182344,2296.0,2287.0352547259313,0.9254332930270053,0.9142752357479459
115,1660.0,1.337729,3949.0,3.182344,2289.0,2286.952876337001,0.9226118500604595,0.9142423038021859
116,1653.0,1.332088,3949.0,3.182344,2296.0,2286.872894568748,0.9254332930270053,0.9142103299400105
117,1661.0,1.338535,3949.0,3.182344,2288.0,2286.8049185628424,0.9222087867795243,0.9141831555540031
118,1661.0,1.338535,3949.0,3.182344,2288.0,2286.738689911286,0.9222087867795243,0.9141566796980276
119,1661.0,1.338535,3949.0,3.182344,2288.0,2286.6742173290622,0.9222087867795243,0.914130905856024
120,1660.0,1.337729,3949.0,3.182344,2289.0,2286.611509531156,0.9226118500604595,0.9141058375119329
121,1663.0,1.340147,3949.0,3.182344,2286.0,2286.550575232551,0.9214026602176542,0.9140814781496944
122,1661.0,1.338535,3949.0,3.182344,2288.0,2286.4914231482317,0.9222087867795243,0.9140578312532487
123,1660.0,1.337729,3949.0,3.182344,2289.0,2286.4340619931827,0.9226118500604595,0.9140349003065364
124,1661.0,1.338535,3949.0,3.182344,2288.0,2286.378500482388,0.9222087867795243,0.9140126887934977
125,1668.0,1.344176,3949.0,3.182344,2281.0,2286.3247473308315,0.9193873438129786,0.9139912001980727
126,1661.0,1.338535,3949.0,3.182344,2288.0,2286.2728112534983,0.9222087867795243,0.9139704380042021
127,1661.0,1.338535,3949.0,3.182344,2288.0,2286.2227009653725,0.9222087867795243,0.913950405695826
128,1661.0,1.338535,3949.0,3.182344,2288.0,2286.1648160397676,0.9222087867795243,0.913927265364301
129,1668.0,1.344176,3949.0,3.182344,2281.0,2286.109423599668,0.9193873438129786,0.9139051214397043
130,1663.0,1.340147,3949.0,3.182344,2286.0,2286.0565236450725,0.9214026602176542,0.9138839739220354
131,1661.0,1.338535,3949.0,3.182344,2288.0,2286.0061161759827,0.9222087867795243,0.9138638228112947
132,1660.0,1.337729,3949.0,3.182344,2289.0,2285.958201192397,0.9226118500604595,0.913844668107482
133,1661.0,1.338535,3949.0,3.182344,2288.0,2285.912778694317,0.9222087867795243,0.9138265098105975
134,1661.0,1.338535,3949.0,3.182344,2288.0,2285.869848681741,0.9222087867795243,0.913809347920641
135,1660.0,1.337729,3949.0,3.182344,2289.0,2285.82941115467,0.9226118500604595,0.9137931824376125
136,1676.0,1.350623,3949.0,3.182344,2273.0,2285.791466113104,0.9161628375654978,0.913778013361512
137,1661.0,1.338535,3949.0,3.182344,2288.0,2285.7560135570425,0.9222087867795243,0.9137638406923395
138,1669.0,1.344982,3949.0,3.182344,2280.0,2285.723053486486,0.9189842805320435,0.9137506644300952
139,1669.0,1.344982,3949.0,3.182344,2280.0,2285.6925859014345,0.9189842805320435,0.913738484574779
