Pixel,RawADC,RawVoltageV,DarkADC,DarkVoltageV,DarkCorrectedIntensityADC,SmoothedIntensityADC,NormalizedIntensity,SmoothedNormalizedIntensity
21,1657.0,1.335311,3952.5,3.185165,2295.5,2298.2192633398217,0.9228140703517588,0.9172048080983433
22,1645.0,1.325641,3952.5,3.185165,2307.5,2298.269085161968,0.9276381909547738,0.9172246916732266
23,1653.0,1.332088,3952.5,3.185165,2299.5,2298.2866153528526,0.9244221105527638,0.9172316878618073
24,1652.0,1.331282,3952.5,3.185165,2300.5,2298.3026552814244,0.9248241206030151,0.9172380892961014
25,1653.0,1.332088,3952.5,3.185165,2299.5,2298.3172049476843,0.9244221105527638,0.9172438959761091
26,1652.0,1.331282,3952.5,3.185165,2300.5,2298.3302643516313,0.9248241206030151,0.91724910790183
27,1648.0,1.328059,3952.5,3.185165,2304.5,2298.341833493266,0.9264321608040201,0.9172537250732646
28,1648.0,1.328059,3952.5,3.185165,2304.5,2298.351912372589,0.9264321608040201,0.9172577474904129
29,1653.0,1.332088,3952.5,3.185165,2299.5,2298.3605009895996,0.9244221105527638,0.9172611751532745
30,1653.0,1.332088,3952.5,3.185165,2299.5,2298.367599344298,0.9244221105527638,0.9172640080618498
31,1652.0,1.331282,3952.5,3.185165,2300.5,2298.373207436684,0.9248241206030151,0.9172662462161385
32,1648.0,1.328059,3952.5,3.185165,2304.5,2298.3773252667575,0.9264321608040201,0.9172678896161407
33,1657.0,1.335311,3952.5,3.185165,2295.5,2298.341516267839,0.9228140703517588,0.9172535984705981
34,1653.0,1.332088,3952.5,3.185165,2299.5,2298.306814071924,0.9244221105527638,0.9172397490431511
35,1653.0,1.332088,3952.5,3.185165,2299.5,2298.2731838190766,0.9244221105527638,0.9172263274214194
36,1657.0,1.335311,3952.5,3.185165,2295.5,2298.2405906493586,0.9228140703517588,0.9172133196930214
37,1657.0,1.335311,3952.5,3.185165,2295.5,2298.2089997028324,0.9228140703517588,0.9172007119455761
38,1649.0,1.328864,3952.5,3.185165,2303.5,2298.178376119562,0.9260301507537688,0.9171884902667028
39,1653.0,1.332088,3952.5,3.185165,2299.5,2298.1486850396095,0.9244221105527638,0.9171766407440204
40,1653.0,1.332088,3952.5,3.185165,2299.5,2298.119891603039,0.9244221105527638,0.9171651494651484
41,1649.0,1.328864,3952.5,3.185165,2303.5,2298.0919609499124,0.9260301507537688,0.9171540025177053
42,1652.0,1.331282,3952.5,3.185165,2300.5,2298.064858220291,0.9248241206030151,0.9171431859893098
43,1653.0,1.332088,3952.5,3.185165,2299.5,2298.0769851209207,0.9244221105527638,0.91714802575884
44,1652.0,1.331282,3952.5,3.185165,2300.5,2298.0872731598665,0.9248241206030151,0.9171521316502742
45,1657.0,1.335311,3952.5,3.185165,2295.5,2298.0957223371283,0.9228140703517588,0.9171555036636119
46,1657.0,1.335311,3952.5,3.185165,2295.5,2298.102332652706,0.9228140703517588,0.9171581417988532
47,1649.0,1.328864,3952.5,3.185165,2303.5,2298.107104106601,0.9260301507537688,0.9171600460559988
48,1653.0,1.332088,3952.5,3.185165,2299.5,2298.1100366988117,0.9244221105527638,0.9171612164350477
49,1652.0,1.331282,3952.5,3.185165,2300.5,2298.1111304293395,0.9248241206030151,0.9171616529360008
50,1653.0,1.332088,3952.5,3.185165,2299.5,2298.1103852981837,0.9244221105527638,0.9171613555588577
51,1657.0,1.335311,3952.5,3.185165,2295.5,2298.107801305344,0.9228140703517588,0.9171603243036183
52,1653.0,1.332088,3952.5,3.185165,2299.5,2298.10337845082,0.9244221105527638,0.9171585591702823
53,1652.0,1.331282,3952.5,3.185165,2300.5,2298.0971167346133,0.9248241206030151,0.9171560601588507
54,1657.0,1.335311,3952.5,3.185165,2295.5,2298.0890161567227,0.9228140703517588,0.9171528272693226
55,1653.0,1.332088,3952.5,3.185165,2299.5,2298.079076717149,0.9244221105527638,0.9171488605016984
56,1657.0,1.335311,3952.5,3.185165,2295.5,2298.0672984158905,0.9228140703517588,0.9171441598559777
57,1657.0,1.335311,3952.5,3.185165,2295.5,2298.0536812529494,0.9228140703517588,0.9171387253321612
58,1653.0,1.332088,3952.5,3.185165,2299.5,2298.0382252283243,0.9244221105527638,0.9171325569302484
59,1649.0,1.328864,3952.5,3.185165,2303.5,2298.0209303420156,0.9260301507537688,0.9171256546502393
60,1649.0,1.328864,3952.5,3.185165,2303.5,2298.0306240190334,0.9260301507537688,0.9171295233355778
61,1653.0,1.332088,3952.5,3.185165,2299.5,2298.0365310353795,0.9244221105527638,0.9171318807885331
62,1652.0,1.331282,3952.5,3.185165,2300.5,2298.0386775360084,0.9248241206030151,0.9171327374433914
63,1653.0,1.332088,3952.5,3.185165,2299.5,2298.0466988075423,0.9244221105527638,0.9171359386822528
64,1657.0,1.335311,3952.5,3.185165,2295.5,2298.0503625869355,0.9228140703517588,0.9171374008734933
65,1649.0,1.328864,3952.5,3.185165,2303.5,2298.0497037341233,0.9260301507537688,0.9171371379294927
66,1653.0,1.332088,3952.5,3.185165,2299.5,2298.044757109044,0.9244221105527638,0.9171351637626327
67,1657.0,1.335311,3952.5,3.185165,2295.5,2298.0355575716358,0.9228140703517588,0.9171314922852947
68,1649.0,1.328864,3952.5,3.185165,2303.5,2298.022139981834,0.9260301507537688,0.9171261374098588
69,1649.0,1.328864,3952.5,3.185165,2303.5,2298.004539199577,0.9260301507537688,0.9171191130487067
70,1648.0,1.328059,3952.5,3.185165,2304.5,2297.9827900848018,0.9264321608040201,0.9171104331142194
71,1657.0,1.335311,3952.5,3.185165,2295.5,2297.956927497445,0.9228140703517588,0.9171001115187772
72,1661.0,1.338535,3952.5,3.185165,2291.5,2297.926986297444,0.9212060301507538,0.9170881621747614
73,1653.0,1.332088,3952.5,3.185165,2299.5,2297.8930013447357,0.9244221105527638,0.9170745989945531
74,1653.0,1.332088,3952.5,3.185165,2299.5,2297.845398357588,0.9244221105527638,0.9170556009427187
75,1653.0,1.332088,3952.5,3.185165,2299.5,2297.794470603935,0.9244221105527638,0.9170352759975487
76,1653.0,1.332088,3952.5,3.185165,2299.5,2297.7402442287325,0.9244221105527638,0.9170136345933299
77,1656.0,1.334505,3952.5,3.185165,2296.5,2297.682745376932,0.9232160804020101,0.9169906871643474
78,1660.0,1.337729,3952.5,3.185165,2292.5,2297.622000193486,0.9216080402010051,0.916966444144887
79,1653.0,1.332088,3952.5,3.185165,2299.5,2297.5580348233475,0.9244221105527638,0.9169409159692343
80,1660.0,1.337729,3952.5,3.185165,2292.5,2297.49087541147,0.9216080402010051,0.9169141130716755
81,1657.0,1.335311,3952.5,3.185165,2295.5,2297.420548102805,0.9228140703517588,0.9168860458864955
82,1663.0,1.340147,3952.5,3.185165,2289.5,2297.356688183976,0.9204020100502512,0.9168605597957953
83,1660.0,1.337729,3952.5,3.185165,2292.5,2297.289063391938,0.9216080402010051,0.9168335711679504
84,1661.0,1.338535,3952.5,3.185165,2291.5,2297.2177085866265,0.9212060301507538,0.9168050939153417
85,1663.0,1.340147,3952.5,3.185165,2289.5,2297.1426586279786,0.9204020100502512,0.9167751419503497
86,1660.0,1.337729,3952.5,3.185165,2292.5,2297.0639483759323,0.9216080402010051,0.916743729185356
87,1653.0,1.332088,3952.5,3.185165,2299.5,2296.981612690425,0.9244221105527638,0.9167108695327415
88,1660.0,1.337729,3952.5,3.185165,2292.5,2296.895686431393,0.9216080402010051,0.9166765769048868
89,1661.0,1.338535,3952.5,3.185165,2291.5,2296.8062044587737,0.9212060301507538,0.9166408652141731
90,1660.0,1.337729,3952.5,3.185165,2292.5,2296.7132016325045,0.9216080402010051,0.9166037483729815
91,1661.0,1.338535,3952.5,3.185165,2291.5,2296.6167128125217,0.9212060301507538,0.9165652402936926
92,1661.0,1.338535,3952.5,3.185165,2291.5,2296.5167728587635,0.9212060301507538,0.9165253548886878
93,1663.0,1.340147,3952.5,3.185165,2289.5,2296.4134166311665,0.9204020100502512,0.9164841060703478
94,1661.0,1.338535,3952.5,3.185165,2291.5,2296.306678989668,0.9212060301507538,0.9164415077510538
95,1663.0,1.340147,3952.5,3.185165,2289.5,2296.196594794205,0.9204020100502512,0.9163975738431865
96,1660.0,1.337729,3952.5,3.185165,2292.5,2296.083198904714,0.9216080402010051,0.9163523182591269
97,1653.0,1.332088,3952.5,3.185165,2299.5,2295.9665261811333,0.9244221105527638,0.9163057549112561
98,1653.0,1.332088,3952.5,3.185165,2299.5,2295.8876799753325,0.9244221105527638,0.9162742878879766
99,1661.0,1.338535,3952.5,3.185165,2291.5,2295.798684298836,0.9212060301507538,0.9162387702749775
100,1657.0,1.335311,3952.5,3.185165,2295.5,2295.720134402501,0.9228140703517588,0.9162074215069363
101,1653.0,1.332088,3952.5,3.185165,2299.5,2295.642490864531,0.9244221105527638,0.9161764344608002
102,1653.0,1.332088,3952.5,3.185165,2299.5,2295.565823404801,0.9244221105527638,0.9161458369613316
103,1657.0,1.335311,3952.5,3.185165,2295.5,2295.461374318175,0.9228140703517588,0.9161041519898482
104,1657.0,1.335311,3952.5,3.185165,2295.5,2295.3599885485246,0.9228140703517588,0.9160636895688428
105,1657.0,1.335311,3952.5,3.185165,2295.5,2295.2617096707704,0.9228140703517588,0.916024467088791
106,1653.0,1.332088,3952.5,3.185165,2299.5,2295.166581259834,0.9244221105527638,0.9159865019401695
107,1657.0,1.335311,3952.5,3.185165,2295.5,2295.064379767654,0.9228140703517588,0.915945713969449
108,1660.0,1.337729,3952.5,3.185165,2292.5,2294.964749195838,0.9216080402010051,0.9159059520368255
109,1649.0,1.328864,3952.5,3.185165,2303.5,2294.8677244043224,0.9260301507537688,0.9158672300546794
110,1653.0,1.332088,3952.5,3.185165,2299.5,2294.7733402530444,0.9244221105527638,0.9158295619353918
111,1653.0,1.332088,3952.5,3.185165,2299.5,2294.681631601941,0.9244221105527638,0.9157929615913436
112,1652.0,1.331282,3952.5,3.185165,2300.5,2294.592633310949,0.9248241206030151,0.9157574429349159
113,1649.0,1.328864,3952.5,3.185165,2303.5,2294.467943673327,0.9260301507537688,0.9157076800872315
114,1657.0,1.335311,3952.5,3.185165,2295.5,2294.348631181007,0.9228140703517588,0.9156600632243116
115,1649.0,1.328864,3952.5,3.185165,2303.5,2294.2346958339895,0.9260301507537688,0.9156145923461566
116,1660.0,1.337729,3952.5,3.185165,2292.5,2294.1261376322745,0.9216080402010051,0.9155712674527664
117,1653.0,1.332088,3952.5,3.185165,2299.5,2294.0613931425414,0.9244221105527638,0.9155454283353992
118,1657.0,1.335311,3952.5,3.185165,2295.5,2293.9994287327945,0.9228140703517588,0.9155206987304144
119,1653.0,1.332088,3952.5,3.185165,2299.5,2293.9402792629694,0.9244221105527638,0.9154970925501924
120,1660.0,1.337729,3952.5,3.185165,2292.5,2293.845543026326,0.9216080402010051,0.915459283915857
121,1653.0,1.332088,3952.5,3.185165,2299.5,2293.8049922044597,0.9244221105527638,0.9154431003386929
122,1661.0,1.338535,3952.5,3.185165,2291.5,2293.7577256157056,0.9212060301507538,0.915424236541335
123,1660.0,1.337729,3952.5,3.185165,2292.5,2293.713387261669,0.9216080402010051,0.915406541383978
124,1653.0,1.332088,3952.5,3.185165,2299.5,2293.6720120022896,0.9244221105527638,0.9153900287790041
125,1661.0,1.338535,3952.5,3.185165,2291.5,2293.6336346975036,0.9212060301507538,0.9153747126387937
126,1657.0,1.335311,3952.5,3.185165,2295.5,2293.5598536405673,0.9228140703517588,0.9153452670844691
127,1653.0,1.332088,3952.5,3.185165,2299.5,2293.4917373234152,0.9244221105527638,0.9153180822920524
128,1653.0,1.332088,3952.5,3.185165,2299.5,2293.4677223127264,0.9244221105527638,0.9153084980528018
129,1657.0,1.335311,3952.5,3.185165,2295.5,2293.4467749765054,0.9228140703517588,0.9153001381030766
130,1657.0,1.335311,3952.5,3.185165,2295.5,2293.3904936080085,0.9228140703517588,0.9152776765639993
131,1660.0,1.337729,3952.5,3.185165,2292.5,2293.3399466991696,0.9216080402010051,0.9152575036115917
132,1661.0,1.338535,3952.5,3.185165,2291.5,2293.3335708166687,0.9212060301507538,0.9152549590371123
133,1657.0,1.335311,3952.5,3.185165,2295.5,2293.330332328509,0.9228140703517588,0.91525366657692
134,1661.0,1.338535,3952.5,3.185165,2291.5,2293.3302660946288,0.9212060301507538,0.9152536401433963
135,1653.0,1.332088,3952.5,3.185165,2299.5,2293.333406974964,0.9244221105527638,0.9152548936489217
136,1657.0,1.335311,3952.5,3.185165,2295.5,2293.301353262773,0.9228140703517588,0.9152421012146191
137,1653.0,1.332088,3952.5,3.185165,2299.5,2293.275173449988,0.9244221105527638,0.9152316530165101
138,1661.0,1.338535,3952.5,3.185165,2291.5,2293.2548675366097,0.9212060301507538,0.9152235490545947
139,1660.0,1.337729,3952.5,3.185165,2292.5,2293.240435522638,0.9216080402010051,0.9152177893288729
140,1661.0,1.338535,3952.5,3.185165,2291.5,2293.231877408073,0.9212060301507538,0.9152143738393448
141,1661.0,1.338535,3952.5,3.185165,2291.5,2293.229193192914,0.9212060301507538,0.91521330258601
142,1661.0,1.338535,3952.5,3.185165,2291.5,2293.2426500001447,0.9212060301507538,0.9152186731128742
143,1661.0,1.338535,3952.5,3.185165,2291.5,2293.252380280096,0.9212060301507538,0.9152225564062126
144,1661.0,1.338535,3952.5,3.185165,2291.5,2293.267993174438,0.9212060301507538,0.9152287874138397
145,1660.0,1.337729,3952.5,3.185165,2292.5,2293.289488683171,0.9216080402010051,0.9152373661357559
146,1661.0,1.338535,3952.5,3.185165,2291.5,2293.3168668062945,0.9212060301507538,0.9152482925719607
