Pixel,RawADC,RawVoltageV,DarkADC,DarkVoltageV,DarkCorrectedIntensityADC,SmoothedIntensityADC,NormalizedIntensity,SmoothedNormalizedIntensity
21,1651.0,1.330476,3947.0,3.180733,2296.0,2295.3742109671243,0.9258064516129032,0.9185291803577291
22,1656.0,1.334505,3947.0,3.180733,2291.0,2295.264152045115,0.9237903225806452,0.9184851385927998
23,1654.0,1.332894,3947.0,3.180733,2293.0,2295.1260979790954,0.9245967741935484,0.9184298941418078
24,1647.0,1.327253,3947.0,3.180733,2300.0,2294.990850138015,0.9274193548387096,0.9183757726447468
25,1658.0,1.336117,3947.0,3.180733,2289.0,2294.8584085218736,0.9229838709677419,0.9183227741016167
26,1651.0,1.330476,3947.0,3.180733,2296.0,2294.728773130671,0.9258064516129032,0.9182708985124175
27,1658.0,1.336117,3947.0,3.180733,2289.0,2294.601943964408,0.9229838709677419,0.9182201458771493
28,1655.0,1.3337,3947.0,3.180733,2292.0,2294.4779210230827,0.9241935483870968,0.9181705161958117
29,1656.0,1.334505,3947.0,3.180733,2291.0,2294.385531731707,0.9237903225806452,0.9181335452044693
30,1651.0,1.330476,3947.0,3.180733,2296.0,2294.294000866283,0.9258064516129032,0.9180969177254319
31,1658.0,1.336117,3947.0,3.180733,2289.0,2294.222572855104,0.9229838709677419,0.9180683347117126
32,1654.0,1.332894,3947.0,3.180733,2293.0,2294.150757027123,0.9245967741935484,0.9180395965071545
33,1651.0,1.330476,3947.0,3.180733,2296.0,2294.0785969572635,0.9258064516129032,0.9180107205489313
34,1659.0,1.336923,3947.0,3.180733,2288.0,2294.0061362204465,0.9225806451612903,0.9179817242742155
35,1651.0,1.330476,3947.0,3.180733,2296.0,2293.933418391593,0.9258064516129032,0.9179526251201799
36,1658.0,1.336117,3947.0,3.180733,2289.0,2293.8604870456247,0.9229838709677419,0.9179234405239975
37,1651.0,1.330476,3947.0,3.180733,2296.0,2293.7873857574637,0.9258064516129032,0.9178941879228413
38,1651.0,1.330476,3947.0,3.180733,2296.0,2293.7141581020296,0.9258064516129032,0.9178648847538835
39,1654.0,1.332894,3947.0,3.180733,2293.0,2293.640847654245,0.9245967741935484,0.9178355484542974
40,1658.0,1.336117,3947.0,3.180733,2289.0,2293.567497989031,0.9229838709677419,0.9178061964612556
41,1647.0,1.327253,3947.0,3.180733,2300.0,2293.494152681309,0.9274193548387096,0.9177768462119311
42,1651.0,1.330476,3947.0,3.180733,2296.0,2293.440073589341,0.9258064516129032,0.9177552056342063
43,1651.0,1.330476,3947.0,3.180733,2296.0,2293.3847874720495,0.9258064516129032,0.9177330820467937
44,1651.0,1.330476,3947.0,3.180733,2296.0,2293.3283553343244,0.9258064516129032,0.9177104998617353
45,1659.0,1.336923,3947.0,3.180733,2288.0,2293.270838181056,0.9225806451612903,0.9176874834910731
46,1647.0,1.327253,3947.0,3.180733,2300.0,2293.212297017136,0.9274193548387096,0.9176640573468496
47,1651.0,1.330476,3947.0,3.180733,2296.0,2293.152792847451,0.9258064516129032,0.9176402458411059
48,1651.0,1.330476,3947.0,3.180733,2296.0,2293.0923866768935,0.9258064516129032,0.9176160733858846
49,1651.0,1.330476,3947.0,3.180733,2296.0,2293.0311395103536,0.9258064516129032,0.9175915643932279
50,1656.0,1.334505,3947.0,3.180733,2291.0,2292.969112352719,0.9237903225806452,0.9175667432751767
51,1659.0,1.336923,3947.0,3.180733,2288.0,2292.906366208882,0.9225806451612903,0.917541634443774
52,1656.0,1.334505,3947.0,3.180733,2291.0,2292.842962083731,0.9237903225806452,0.9175162623110612
53,1659.0,1.336923,3947.0,3.180733,2288.0,2292.778960982157,0.9225806451612903,0.9174906512890806
54,1658.0,1.336117,3947.0,3.180733,2289.0,2292.7144239090494,0.9229838709677419,0.917464825789874
55,1651.0,1.330476,3947.0,3.180733,2296.0,2292.649411869299,0.9258064516129032,0.9174388102254837
56,1651.0,1.330476,3947.0,3.180733,2296.0,2292.5839858677946,0.9258064516129032,0.9174126290079511
57,1651.0,1.330476,3947.0,3.180733,2296.0,2292.5182069094267,0.9258064516129032,0.9173863065493185
58,1651.0,1.330476,3947.0,3.180733,2296.0,2292.452135999086,0.9258064516129032,0.9173598672616281
