Pixel,MeanIntensityADC,StdIntensityADC,CVIntensity,MeanSmoothedIntensityADC,MeanSmoothedNormalizedIntensity,StdSmoothedNormalizedIntensity,MeanReferenceCorrectedRatio,StdReferenceCorrectedRatio,MeanReferenceCorrectedRatioNormalizedMax
21,1266.8,16.02186006679624,0.012647505578462457,1267.7095273079751,0.7779809626657136,0.002755697920205738,0.5522888256088941,0.004891471917052423,0.825162868471654
22,1271.8,7.328028384224504,0.005761934568504878,1267.6943831054873,0.7779719526097199,0.0026677506849084854,0.5523087100785121,0.004838017654414765,0.8251928799931119
23,1264.4,14.24078649513432,0.011262880809185636,1267.6581822808755,0.7779500989309,0.0025589481385830883,0.5523261590712047,0.0047709353554030425,0.8252193367190621
24,1272.0,14.38749456993816,0.011310923404039433,1267.615899268733,0.7779245698125893,0.00244148958514783,0.5523402845778238,0.004695823094148166,0.8252408886030003
25,1266.4,9.044335243676011,0.0071417681962065785,1267.5777349581626,0.7779015622441305,0.0023258809255019665,0.5523555310650359,0.004622121335705444,0.825264108862663
26,1260.6,6.841052550594828,0.00542682258495544,1267.543623115283,0.7778810354615545,0.0022121934509229577,0.5523718698075105,0.004549857699216459,0.8252889544536908
27,1268.8,9.418067742376884,0.007422815055467279,1267.513497506215,0.7778629487008916,0.0021005049410644737,0.5523892720653406,0.004479059291517316,0.8253153823099646
28,1268.2,8.5848704125339,0.006769334815118988,1267.5045883520822,0.7778578360874718,0.002005443387564298,0.5524152473809448,0.004417606155502336,0.8253545694208905
29,1261.4,11.036303729057117,0.008749249824843123,1267.5060515979433,0.777858971356978,0.0019216012981996646,0.5524381295419355,0.0043721556507592746,0.825389010536575
30,1259.2,11.41052146047673,0.009061722887926246,1267.5173172838256,0.7778661452430554,0.00184327362049681,0.5524650793687446,0.0043256260763637104,0.8254295529778826
31,1268.6,8.018728078691781,0.006320927068178923,1267.5301351084086,0.7778742737978115,0.0017651826615650995,0.5524878667421524,0.00427907903481027,0.8254638786116472
32,1266.6,9.126883367283709,0.007205813490670858,1267.5444684687584,0.777883334319754,0.0016874570710806128,0.5525114095428092,0.004232601353815322,0.8254993349118541
33,1264.6,9.939818911831342,0.007860049748403718,1267.560280761941,0.7778933041073915,0.001610236947669183,0.5525356814030529,0.004186240298825758,0.8255358822297831
34,1260.0,10.392304845413264,0.008247860988423226,1267.5775353850224,0.777904160459232,0.0015336762616531272,0.552560655950753,0.004140042653572637,0.825573480909986
35,1263.4,10.310189135025604,0.008160668937015675,1267.5731337950606,0.7779017239678531,0.001462772339929499,0.5525762533612804,0.004095371853615664,0.8255970649268563
36,1272.8,6.572670690061994,0.005163946173838776,1267.5716595683193,0.7779010851718778,0.0013936101808283612,0.5525931793702445,0.004050990818225321,0.825622635345481
37,1268.2,3.1144823004794877,0.002455828970572061,1267.5730551859021,0.7779022085304294,0.0013264221124051657,0.5526113985352307,0.004006932483354309,0.8256501389533805
38,1272.4,16.024980499208105,0.012594294639427935,1267.5522793605717,0.7778898797048317,0.0012375051493495619,0.5526199831322609,0.003940059083010604,0.8256634118528996
39,1270.6,18.392933425639317,0.01447578579068103,1267.56093020257,0.7778954463442523,0.0011769306868197153,0.5526414179006844,0.0038982881115717347,0.8256957102489204
40,1264.4,9.181503144910424,0.0072615494660791076,1267.5722556732442,0.7779026547492006,0.0011192451177028603,0.5526640296327161,0.0038569203651040705,0.8257297676044738
41,1267.2,7.563068160475615,0.0059683303034056305,1267.5861982536987,0.7779114693788,0.0010648122405699598,0.5526877828625688,0.0038159855840933787,0.8257655306719552
42,1267.2,8.28854631404084,0.006540835159438794,1267.6027004250373,0.7779218546921733,0.0010140307512904528,0.5527080105656215,0.003775481103867096,0.8257960262336541
43,1268.2,5.805170109479997,0.00457748786428008,1267.623626496697,0.7779349593709803,0.000968211971381272,0.5527304591106021,0.0037349549847054252,0.8258298446241994
44,1272.6,6.9498201415576215,0.005461119080274731,1267.6468672681822,0.7779494836367714,0.0009267281871563673,0.5527541942782035,0.0036949462056504634,0.8258655844389453
45,1271.8,4.764451699828638,0.003746227158223493,1267.6723669635935,0.7779653930226968,0.0008900273938164842,0.5527791771725784,0.0036554843702632425,0.8259031873102385
46,1271.4,7.162401831787993,0.005633476350313035,1267.7000698070315,0.7779826530619072,0.0008585418279725774,0.5528053688949666,0.0036165980816729327,0.825942594866014
47,1273.4,5.366563145999495,0.004214357739908509,1267.7587474476063,0.7780189406798153,0.0008178255910485206,0.5528453016309508,0.003573842906317078,0.8260025538850284
48,1265.8,11.497825881443848,0.009083445948367712,1267.817568885422,0.7780553133016157,0.0007858117494301672,0.5528855166287998,0.0035322323505081344,0.8260629311668053
49,1271.4,3.7815340802378077,0.002974307126189875,1267.8765044895313,0.7780917525237567,0.0007629589166835879,0.5529259863257983,0.003491768256247717,0.8261236852967718
50,1271.2,12.336936410632909,0.009704953123531236,1267.9355246289888,0.778128239942687,0.0007494498057329418,0.5529666831525757,0.0034524506469763394,0.8261847748503481
51,1266.6,8.848728722251575,0.006986206159996507,1267.9792250461749,0.7781552813558399,0.0007371304302829193,0.5530008742322376,0.0034191977079133756,0.8262360978474461
52,1276.6,4.505552130427524,0.003529337404376879,1268.039364189614,0.7781924502143833,0.0007410462573613137,0.5530423954710019,0.003381771040829394,0.8262984134404373
53,1264.8,17.527121840165314,0.013857623213286934,1268.0879540615824,0.7782224628656582,0.0007435034458806956,0.5530790257768119,0.0033538293973254117,0.8263533495037632
54,1268.4,7.402702209328699,0.005836252136020734,1268.1372751207316,0.7782529239783952,0.0007516130969055312,0.5531161063481136,0.0033263392249985118,0.8264089579511475
55,1269.4,8.590692637965812,0.006767522166350883,1268.1834436214672,0.7782814734732348,0.0007652208195337299,0.5531519285312188,0.0032957978035790315,0.8264627107502411
56,1268.2,6.457553716385176,0.005091904838657291,1268.2305228380596,0.7783105794539005,0.0007839319858884221,0.5531882498769203,0.003265986796223712,0.82651720670338
57,1266.0,12.30853362509117,0.009722380430561747,1268.2823128522564,0.7783425501224528,0.0008059690969846247,0.553226713327631,0.003240408598235852,0.8265748750964124
58,1267.0,9.513148795220223,0.00750840473182338,1268.3500413526078,0.7783843412968825,0.0008433741475570345,0.5532722020387315,0.003210759010491115,0.826643080605486
59,1279.8,11.189280584559492,0.008742991549116653,1268.4345512523946,0.7784364643541224,0.0008937103168936501,0.5533250696113007,0.003177763108497365,0.8267223456256815
60,1270.6,5.366563145999495,0.004223644849676921,1268.53464772727,0.7784981991808014,0.0009625912532204227,0.5533847807450438,0.0031404367884422107,0.8268118835533587
61,1272.8,11.670475568716126,0.00916913542482411,1268.6318551848567,0.7785581500901894,0.001030629869433515,0.5534409412752925,0.003105005836450233,0.826896105011515
62,1273.6,13.258959235173778,0.010410614977366346,1268.7357879958138,0.7786222335367163,0.0010924568104912638,0.5534932460700583,0.0030679510242608387,0.8269745711251062
63,1267.6,11.104053313993049,0.008759903213942134,1268.8438802944693,0.7786888765037354,0.0011492588616294139,0.5535479887119503,0.003029023932826959,0.8270566865813824
64,1277.2,4.658325879540847,0.003647295552412188,1268.963313925071,0.7787624336481412,0.0011942365375244711,0.5536082795423333,0.002995315822062406,0.827147045008053
65,1273.0,4.0,0.003142183817753339,1269.0776963507822,0.7788328791361886,0.0012382857727331969,0.5536669441915054,0.0029633241517443955,0.8272349612565704
66,1271.6,17.386776584519627,0.013673149248599897,1269.19667157321,0.7789061553189766,0.001277138567395485,0.5537281671143817,0.0029281653382656507,0.8273267121330357
67,1269.0,3.0,0.002364066193853428,1269.3215470142975,0.7789830685916381,0.001319622896380217,0.5537901741809803,0.0028909359789402282,0.8274196511496348
68,1277.6,13.921206844235885,0.010896373547460774,1269.4381343310324,0.7790548914598979,0.0013616779042748138,0.5538492302303195,0.0028541105812322333,0.8275081768737304
69,1275.8,5.019960159204453,0.003934754788528338,1269.5216336412414,0.7791063208208242,0.0013794130371344816,0.5538944898382996,0.0028262977825636985,0.8275759978071955
70,1273.8,8.043631020876083,0.0063146734345078375,1269.6008207772272,0.7791550917665814,0.0013964449611457478,0.5539384823859669,0.0028002084826656043,0.8276419127806607
71,1277.4,5.89915248150105,0.004618093378347463,1269.67572362694,0.7792012212522639,0.0014125101240635622,0.5539835174937416,0.002775856736260765,0.8277093724385569
72,1270.2,13.809417076763232,0.0108718446518369,1269.746370078329,0.7792447262329663,0.0014273707318614244,0.5540247800840274,0.002753221765204474,0.8277711823810782
73,1271.8,7.328028384224504,0.005761934568504878,1269.7935697360044,0.7792737794196958,0.0014295011306121827,0.5540563529271062,0.0027383023464707676,0.8278184493478632
74,1275.8,10.545141061171254,0.008265512667480213,1269.8532419305857,0.7793105180974115,0.0014430474982836735,0.5540938834688278,0.0027207357712644565,0.827874649884011
