Pixel,MeanIntensityADC,StdIntensityADC,CVIntensity,MeanSmoothedIntensityADC,MeanSmoothedNormalizedIntensity,StdSmoothedNormalizedIntensity,MeanReferenceCorrectedRatio,StdReferenceCorrectedRatio,MeanReferenceCorrectedRatioNormalizedMax
21,1362.6,13.352902306240393,0.009799576035696752,1362.4520073659126,0.798250048469809,0.004628656710630113,0.5935642218407002,0.0032150503478712202,0.8465799567446626
22,1366.8,12.537942414925983,0.009173209258798642,1362.4081919109337,0.7982243293150632,0.004514963435964211,0.5935735940009377,0.003133125020289136,0.8465932730886923
23,1365.6,8.532291603080617,0.006248016698213692,1362.3633958459236,0.7981980411383993,0.004402770577237585,0.5935897801194938,0.003051563167480191,0.8466163137574121
24,1363.0,13.656500283747663,0.010019442614635115,1362.302374397476,0.798162250181442,0.004293991875875797,0.5935981724352193,0.002972144160605642,0.8466282409598108
25,1353.8,7.791020472312982,0.005754927221386455,1362.2570437553297,0.7981356472090406,0.0041855900531461016,0.5936126772338708,0.0028940617540810375,0.8466488819809733
26,1368.4,10.620734437881403,0.007761425341918593,1362.2091810616498,0.798107571414549,0.0040798237493241095,0.5936253543390247,0.00281611933337952,0.846666927522687
27,1358.2,6.610597552415364,0.004867175344143252,1362.162884450646,0.7980804124625902,0.003974647344962537,0.593637989383563,0.0027388090977180793,0.8466849123042394
28,1355.4,7.3348483283569,0.005411574685227165,1362.1046924089953,0.7980463326424926,0.003877634664585207,0.5936447153963668,0.002658056449361483,0.8466945206493357
29,1356.6,10.358571330062848,0.007635685780674369,1362.0566453062481,0.7980182103151707,0.0037823651784181715,0.593647678852919,0.00257523387903769,0.8466987764689442
30,1358.2,6.3796551630946325,0.004697139716606268,1362.018202813379,0.7979956887831603,0.0036834589180057544,0.5936546067326621,0.0024945230212230626,0.8467086586097148
31,1360.6,6.985699678629193,0.005134278758363364,1361.9773006033465,0.7979717216071383,0.0035880626919775165,0.5936552611407702,0.002417228791831107,0.8467095883641612
32,1357.6,11.717508267545622,0.008631046160537436,1361.9380350673616,0.7979487100150868,0.0034937200171955883,0.5936567293564571,0.0023411725540959704,0.84671167532405
33,1353.0,7.416198487095663,0.005481299694823106,1361.921535859118,0.7979390125766533,0.003401130226050237,0.5936682106992733,0.00227209519417441,0.8467280176803367
34,1362.2,6.1400325732035,0.00450743838878542,1361.8860057396964,0.7979181401878306,0.0033017854421348966,0.5936714746471907,0.002203621002585994,0.8467326142029318
35,1352.8,9.959919678390985,0.007362448017734318,1361.8365956134078,0.7978891491072112,0.003210077539912307,0.593668754591957,0.0021383622510766183,0.8467286906539988
36,1357.2,5.932958789676531,0.004371469783139206,1361.7801010763956,0.7978560037983059,0.0031246420152925376,0.5936630012012191,0.00207943437092933,0.8467204369827505
37,1357.2,9.093954035511725,0.006700526109277722,1361.7267578777,0.7978247041063532,0.003040269897835853,0.5936586652855906,0.002021857464897537,0.8467142041930821
38,1358.2,9.731392500562292,0.007164918642734716,1361.6765346433774,0.7977952317065669,0.002957133266345893,0.5936557220234097,0.001965802398839773,0.846709956943644
39,1363.8,13.141537200799608,0.00963597096407069,1361.6063380594771,0.797754081719566,0.0028861835234374775,0.5936440918603367,0.001913161135818921,0.8466933464978521
40,1361.2,5.761944116355173,0.0042329886250038005,1361.5542097295906,0.7977235191122338,0.002811906676955001,0.5936403488989895,0.0018573315521419156,0.8466879866274153
41,1360.4,12.581732790041283,0.009248553947398767,1361.507657420948,0.7976962215395004,0.002739983132691849,0.5936390358044811,0.001804016148987208,0.8466860902888047
